"bucket_row_id","source_family","source_row_id","bucket","route","language_gate","topic_scope","source_title_or_term","source_status","target_rendering_draft","term_alternatives_or_register_notes","source_context_note","formula_neighboring_usage_note","interlinear_or_scaffold_note","evidence_refs","source_urls","local_or_payload_path","hash_signal","license_or_access_signal","language_topic_evidence","blocker_or_gap_note","next_action","upload_policy","linked_draft_support","non_claim_boundary","created_utc"
"R3-BUCKET-0014","sufficiency_transition_gap","R3-SUFF-GAP-0001","source_canon_insufficient","Persianate/Tajik lane - fa_IR source acquisition","fa_IR only","Noether-style algebra/invariant-theory TeX/source package","n/a","tex_source_package_gap","","n/a","No activated draft rendering for this gap row.","Blocked until a sufficient source witness is admitted.","No scaffold promoted; keep acquisition/gap status.","Persianate witness gap row fa_arxiv_tex_noether_topic_gap","","","","","fa_IR only; Noether-style algebra/invariant-theory TeX/source package","No Persian-language TeX/arXiv/source archive found for Noether-style algebra/invariant theory; linear-algebra TeX archives do not close this gap.","Continue source acquisition for fa_IR Noether/invariant/ideal source packages while using PDF/HTML research-register rows only for scoped draft support.","gap_sidecar_only_no_payload_publication","","Source-acquisition/gap row only; any rendering string is not an activated translation row, not native reviewed, not accepted terminology, not canonical approval, not license clearance, not gate promotion, not completion, and no Git push.","20260705T151018Z"
"R3-BUCKET-0015","sufficiency_transition_gap","R3-SUFF-GAP-0002","source_canon_insufficient","Arabic RTL lane - source acquisition","Arabic RTL only","Arabic Artinian/Noetherian chain-condition source package","حلقة نوثرية / حلقة آرتينية","source_package_and_specialist_authority_gap","","حلقة نوثرية / حلقة آرتينية","No activated draft rendering for this gap row.","Blocked until a sufficient source witness is admitted.","No scaffold promoted; keep acquisition/gap status.","Arabic Artinian/Noetherian probe C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_ARTINIAN_NOETHERIAN_CHAIN_SOURCE_PROBE_20260705.md sha256 4646544FA417E28B57AE9D63DED6D92CC751AF0E85AE2A83CC9453B6C88DC05A","","","","","Arabic RTL only; Arabic Artinian/Noetherian chain-condition source package","Bounded Arabic probe records search/query phrase evidence and duplicates, but no admitted Arabic TeX/source archive or strong specialist source package for Noetherian/Artinian chain-condition terms.","Keep acquisition open; owner Arabic lane may draft only if a sufficient fallback/source witness is admitted later.","gap_sidecar_only_no_payload_publication","","Source-acquisition/gap row only; any rendering string is not an activated translation row, not native reviewed, not accepted terminology, not canonical approval, not license clearance, not gate promotion, not completion, and no Git push.","20260705T151018Z"
"R3-BUCKET-0016","sufficiency_transition_gap","R3-SUFF-GAP-0003","source_canon_insufficient","Persianate/Tajik lane - prs_AF source acquisition","prs_AF only","Dari/Afghan Noether/invariant-theory source package","n/a","source_package_gap","","n/a","No activated draft rendering for this gap row.","Blocked until a sufficient source witness is admitted.","No scaffold promoted; keep acquisition/gap status.","Persianate witness table prs_AF rows plus no Noether-specific source package row","","","","","prs_AF only; Dari/Afghan Noether/invariant-theory source package","prs_AF has linear-algebra and discrete-math fallback witnesses, but no Noether/invariant-theory source package or reviewer-promotable term row.","Continue Afghan university/catalog source acquisition; do not infer from fa_IR.","gap_sidecar_only_no_payload_publication","","Source-acquisition/gap row only; any rendering string is not an activated translation row, not native reviewed, not accepted terminology, not canonical approval, not license clearance, not gate promotion, not completion, and no Git push.","20260705T151018Z"
"R3-BUCKET-0017","sufficiency_transition_gap","R3-SUFF-GAP-0004","source_canon_insufficient","novel_or_blocked_urdu_hindustani_and_pan_turkic_separate_gates","not authorized by Arabic/fa_IR/prs_AF/tg_Cyrl_TJ","SLATE/Zenodo source-archive-shaped linear algebra hit","n/a","blocked_false_positive_or_separate_gate","","n/a","No activated draft rendering for this gap row.","Blocked until a sufficient source witness is admitted.","No scaffold promoted; keep acquisition/gap status.","R3 P2 archive resolution root C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_P2_ARCHIVE_RESOLUTION_20260705T135655Z","","","","","not authorized by Arabic/fa_IR/prs_AF/tg_Cyrl_TJ; SLATE/Zenodo source-archive-shaped linear algebra hit","Zenodo SLATE is a linear-algebra software/source package metadata hit, not an Arabic/Persian/Dari/Tajik/Urdu mathematical prose witness; repeated route hits do not authorize language-lane use.","Keep in blocked/novel or owner-specific acquisition queue; no draft translation row.","gap_sidecar_only_no_payload_publication","","Source-acquisition/gap row only; any rendering string is not an activated translation row, not native reviewed, not accepted terminology, not canonical approval, not license clearance, not gate promotion, not completion, and no Git push.","20260705T151018Z"
"R3-BUCKET-0020","source_canon_acquisition_queue","R3-ACQ-0003","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","possible_source_level_tex_archive_metadata_needs_topic_screening","ArsalanDalvand/atomathix-latex","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-GH-META-REPO-1","https://github.com/ArsalanDalvand/atomathix-latex","https://api.github.com/repos/ArsalanDalvand/atomathix-latex/zipball/main; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\ArsalanDalvand__atomathix-latex.repo.json","repo_metadata=23B1B409625B0E7B95C32173078DDE895644DA82ACA0B9366659DCFA76B18235; contents=::D80A8884DAD4033D1FC2375D360B3F6FAC982295978AECB61E127BCF1FFD2951 || chapters::1700284ACC08FF4F8D1B4C742FB1F27EB90191E31D70B2A9D8C6417777FDA67D; local_metadata_sha256=23B1B409625B0E7B95C32173078DDE895644DA82ACA0B9366659DCFA76B18235","GitHub license metadata: NOASSERTION; verify before reuse.","Persian/Farsi; TeX; mathematical foundations; set theory; relations; functions; adjacent support; not Noether/linear algebra closure","Visible GitHub metadata and queued contents point to Persian math foundations/sets/relations/functions rather than R3 Noether/invariant/linear-algebra witness scope; license metadata is NOASSERTION.","Retain GitHub source-archive URL as a Persian/Farsi TeX-adjacent candidate, but do not fetch until topic and license gates are reopened by B3/owner.","manifest_only_source_archive_metadata_until_B3_license_topic_review","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0021","source_canon_acquisition_queue","R3-ACQ-0004","source_canon_insufficient","R3_B3_support_tooling_only_not_math_witness","R3_B3_support_tooling_only_not_math_witness","support_tooling_not_math_source","kntupssa/AnaLaTeX","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-GH-META-REPO-2","https://github.com/kntupssa/AnaLaTeX","https://api.github.com/repos/kntupssa/AnaLaTeX/zipball/main; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\kntupssa__AnaLaTeX.repo.json","repo_metadata=8E32051FF1AFDDE8FAB1D19790ED00FC1284EE92AC1E9D3CF8D881952B7CC1FD; contents=::4196E1B460CA142C97D106146429E2DADD2E62393D3F6A9A59CE058D017A8DD7 || src::9880814123145880683885CECB444D6342C52B37F1A335CF88499649B8EEADAE; local_metadata_sha256=8E32051FF1AFDDE8FAB1D19790ED00FC1284EE92AC1E9D3CF8D881952B7CC1FD","GitHub license metadata: CC-BY-SA-4.0; verify before reuse.","Persian; XePersian/LaTeX snippets; tooling; not algebra source corpus","TeX snippet/tooling repository with Persian/XePersian relevance; useful rendering context only, not a target-language mathematical source witness.","Keep as support/tooling boundary only; do not fetch as math source witness.","manifest_only_support_tooling_not_math_witness","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0023","source_canon_acquisition_queue","R3-ACQ-0006","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_metadata_topic_file_hint_needs_manual_screening","10074309::Linear Algebra::WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0001","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e; local_metadata_sha256=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0024","source_canon_acquisition_queue","R3-ACQ-0007","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_metadata_topic_file_hint_needs_manual_screening","15067574::Linear Algebra::Full cover.jpg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0002","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","md5:051b6c75c16c96599d680ed9695e379b; local_metadata_sha256=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0025","source_canon_acquisition_queue","R3-ACQ-0008","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","3367812::SLATE::slate-2019-04-04.tar.gz","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0003","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","md5:2a2ea8bc1cd32ef1aa34919282760bae; local_metadata_sha256=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","SLATE is a linear algebra software/source package metadata hit, not an Arabic/Persian/Dari/Tajik/Urdu mathematical prose/source-language witness; repeated route hits do not authorize language-lane use.","Retain Zenodo file URL, md5, access, and license metadata as a source-archive-shaped false-positive boundary; do not fetch for Arabic/Persianate language witness use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0026","source_canon_acquisition_queue","R3-ACQ-0009","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_metadata_topic_file_hint_needs_manual_screening","8296796::Elementary Linear Algebra::WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0004","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","md5:af5eb81893a81e9708fdf93b2851ab7a; local_metadata_sha256=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
