"lane","witness_or_route_id","target_language_or_access_target","source_title_or_route","source_owner_or_site","topic_language_access_tags","evidence_tier","source_type","source_url","local_source_body_path","source_body_bytes","source_body_sha256","probe_metadata_path","probe_metadata_bytes","probe_metadata_sha256","related_gap_ids","license_or_access_signal","ethics_authority_notes","gap_or_blocker_note","non_claim_boundary"
"Session I / R6 Indigenous, Creole, and Sign Access","R6-KR-SAR-001","Kreyol / Haitian Creole","MIT-Ayiti Matematik subject index","MIT-Ayiti route","Kreyol; Haitian Creole; mathematics; numeracy; MIT-Ayiti; STEM; source-route; no term promotion","T2 exact local HTML capture; T3 source-owner/reviewer and reuse gates open","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/matye/matematik/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\kreyol\mit_ayiti_matematik_index.html","192414","b32e6dbb79d9eb78e49af78478b0704971d0b09eeadf7904c4c30fdb0206f4a2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required","MIT-Ayiti route provenance exists, but official MENFP locator supplement, source-owner/reviewer return, and reuse decision remain open","support metadata and source-route provenance only; not source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","R6-KR-SAR-002","Kreyol / Haitian Creole","MIT-Ayiti math teaching article","MIT-Ayiti route","Kreyol; Haitian Creole; mathematics; numeracy; MIT-Ayiti; STEM; source-route; no term promotion","T2 exact local HTML capture; T3 source-owner/reviewer and reuse gates open","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/anseyman-matematik/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\kreyol\mit_ayiti_anseyman_matematik.html","115866","e60423506a27529b140f43bbaf327630dfc12daf2985ee53f8c26a2aeda85d27","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required","MIT-Ayiti route provenance exists, but official MENFP locator supplement, source-owner/reviewer return, and reuse decision remain open","support metadata and source-route provenance only; not source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","R6-KR-SAR-003","Kreyol / Haitian Creole","Tiraj san remiz avek lod","MIT-Ayiti route","Kreyol; Haitian Creole; mathematics; numeracy; MIT-Ayiti; STEM; source-route; no term promotion","T2 exact local HTML capture; T3 source-owner/reviewer and reuse gates open","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\kreyol\mit_ayiti_tiraj_san_remiz_avek_lod.html","117353","05e2428742f1b70189e69b15cfa48f7d553a42656dc589cbce571e57bb446a21","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required","MIT-Ayiti route provenance exists, but official MENFP locator supplement, source-owner/reviewer return, and reuse decision remain open","support metadata and source-route provenance only; not source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","R6-KR-SAR-004","Kreyol / Haitian Creole","CAPTEH - Matematik k ap bouyi sou 3 woch dife","MIT-Ayiti route","Kreyol; Haitian Creole; mathematics; numeracy; MIT-Ayiti; STEM; source-route; no term promotion","T2 exact local HTML capture; T3 source-owner/reviewer and reuse gates open","existing_strict_kreyol_math_html_route","https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\kreyol\mit_ayiti_matematik_k_ap_bouyi_sou_3_woch_dife.html","133298","34e8592f68d669158040dc025ba7e85c4af969cdb32b082db6ec36e8ce48785d","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public route reachable; reuse/license clearance not recorded; source-owner/reviewer return required before excerpt or corpus reuse","Kreyol remains a named creole/contact access language; do not infer pan-creole or French-register authority; source-owner or qualified Kreyol STEM reviewer route required","MIT-Ayiti route provenance exists, but official MENFP locator supplement, source-owner/reviewer return, and reuse decision remain open","support metadata and source-route provenance only; not source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-MENFP-CTX-001","Kreyol / Haitian Creole official-context route","MENFP third-cycle fundamental curriculum context; French official curriculum, includes Creole and mathematics hour/context, not Kreyol math source body","MENFP / partner or mirror route","Kreyol; Haitian Creole; MENFP context; mathematics education; curriculum context; not exact Kreyol math source body","T2 local PDF context capture; not exact Kreyol math witness; authority/reuse gates open","official_or_context_curriculum_pdf_capture","https://projet-nectar.canoprof.fr/eleve/projet-nectar/res/Programmes_3e_cycle_fondamental_juillet_2022.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\captures\programmes_3e_cycle_fondamental_juillet_2022.pdf","5433519","a816c02256176d507c111ac8cc095e5f4f1dd5ed975dcf1dc1979d15474ffbb9","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public web capture for provenance; explicit reuse/license clearance not recorded; mirror route is not source-owner permission","Official/context documents can inform source-owner questions but do not replace named Kreyol math classroom source authority or reviewer return","context route captured; exact MENFP-hosted Kreyol mathematics textbook/body and source-owner/reviewer return remain unresolved","support metadata and context-route provenance only; not exact Kreyol math source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-MENFP-CTX-002","Kreyol / Haitian Creole official-context route","MENFP curriculum orientation context mirrored on MIT-Ayiti; policy context, not exact Kreyol math source body","MENFP / partner or mirror route","Kreyol; Haitian Creole; MENFP context; mathematics education; curriculum context; not exact Kreyol math source body","T2 local PDF context capture; not exact Kreyol math witness; authority/reuse gates open","official_or_context_curriculum_pdf_capture","https://mit-ayiti.net/wp-content/uploads/2023/06/Cadre-d_Orientation-Curriculaire-MENFP-2021-.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\captures\cadre_orientation_curriculaire_menfp_2021.pdf","2898693","f4238a5ed591a544ab314e8f5679aafae6fbb8606b04dbe8398c5233aa26ac45","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public web capture for provenance; explicit reuse/license clearance not recorded; mirror route is not source-owner permission","Official/context documents can inform source-owner questions but do not replace named Kreyol math classroom source authority or reviewer return","context route captured; exact MENFP-hosted Kreyol mathematics textbook/body and source-owner/reviewer return remain unresolved","support metadata and context-route provenance only; not exact Kreyol math source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-MENFP-CTX-003","Kreyol / Haitian Creole official-context route","MENFP/Canoprof digital guide context; Creole resource pointer context, not exact Kreyol math source body","MENFP / partner or mirror route","Kreyol; Haitian Creole; MENFP context; mathematics education; curriculum context; not exact Kreyol math source body","T2 local PDF context capture; not exact Kreyol math witness; authority/reuse gates open","official_or_context_curriculum_pdf_capture","https://menfp.reseau-canope.fr/pluginfile.php/46789/mod_label/intro/GuideNumeriqueEnseignementFondamental%20%281%29.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\captures\guide_numerique_enseignement_fondamental.pdf","978957","c92616c52b3e7f1e512027338c81cae898b31006e63a4bd3e7521b1ec572b7a2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public web capture for provenance; explicit reuse/license clearance not recorded; mirror route is not source-owner permission","Official/context documents can inform source-owner questions but do not replace named Kreyol math classroom source authority or reviewer return","context route captured; exact MENFP-hosted Kreyol mathematics textbook/body and source-owner/reviewer return remain unresolved","support metadata and context-route provenance only; not exact Kreyol math source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-MENFP-CTX-004","Kreyol / Haitian Creole official-context route","MENFP subsidized-book list mirror; title evidence for mathematics textbooks, not source body","MENFP / partner or mirror route","Kreyol; Haitian Creole; MENFP context; mathematics education; curriculum context; not exact Kreyol math source body","T2 local PDF context capture; not exact Kreyol math witness; authority/reuse gates open","official_or_context_curriculum_pdf_capture","https://www.haitilibre.com/docs/livre-sub-2015.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\captures\livre_subventionnes_2015_menfp_context.pdf","2403418","5493f8ebcefb6e7ec2771f5cb5ef76a44981ca284d263a7b9943315760b0db06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public web capture for provenance; explicit reuse/license clearance not recorded; mirror route is not source-owner permission","Official/context documents can inform source-owner questions but do not replace named Kreyol math classroom source authority or reviewer return","context route captured; exact MENFP-hosted Kreyol mathematics textbook/body and source-owner/reviewer return remain unresolved","support metadata and context-route provenance only; not exact Kreyol math source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-MIT-CTX-001","Kreyol / Haitian Creole official-context route","MIT-Ayiti platform context/fact sheet; source-owner route context, not exact page corpus body","MIT-Ayiti platform context","Kreyol; Haitian Creole; MENFP context; mathematics education; curriculum context; not exact Kreyol math source body","T2 local PDF context capture; not exact Kreyol math witness; authority/reuse gates open","mit_ayiti_platform_context_pdf_capture","https://mit-ayiti.net/wp-content/uploads/ftp/FACT%20SHEET%20-%20MIT-AYITI%20-%20English%20-%2020220523.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\captures\fact_sheet_mit_ayiti_english_20220523.pdf","9034361","4103afab9f0230e079de3c0719cd9099e36ba85a30f3f8026038dda821dce69d","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GAP-AUTO-006; R6-GITHUB-GAP-002","public web capture for provenance; explicit reuse/license clearance not recorded; mirror route is not source-owner permission","Official/context documents can inform source-owner questions but do not replace named Kreyol math classroom source authority or reviewer return","context route captured; exact MENFP-hosted Kreyol mathematics textbook/body and source-owner/reviewer return remain unresolved","support metadata and context-route provenance only; not exact Kreyol math source authority, accepted terms, excerpt selection, copied prose/media reuse, translation, term spine, pilot, approval, clearance, completion, or package payload instruction"
"Session I / R6 Indigenous, Creole, and Sign Access","KREYOL-GH-CAND-001","Kreyol / Haitian Creole source-repository candidate blocker","Learning Equality PhET sushi-chef code with Haitian Creole/Kreyol localization strings","GitHub public repository route","Kreyol; Haitian Creole; GitHub; source-repository candidate; source-canon discovery; blocker metadata","candidate route metadata only; no clone; no source-body capture; no witness promotion","github_candidate_route_metadata_no_source_body","https://github.com/learningequality/sushi-chef-phet/blob/master/chef.py","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","R6-GITHUB-GAP-002","public GitHub route observed in discovery; repository license/scope and file-level content not captured or cleared here","Candidate repository route cannot supply Kreyol math authority without file-level review, license/access scope, target-language mathematical content evidence, and source-owner/reviewer route","GitHub source-code candidate touching Kreyol STEM/OER localization, but not a validated Kreyol mathematics source-authority witness","candidate route metadata only; not a strict witness, source archive download, repository clone, source authority, accepted term source, translation basis, approval, clearance, completion, or package payload instruction"
