zip_filename,member_path,rule_id,occurrences,effect
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,90,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/difficulty/DIFFICULTY_LEDGER.csv,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,4,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/difficulty/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,21,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,44,nested serialized local-path/operator token replaced; substantive evidence retained
70b_KO_P05__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,85,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/difficulty/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,14,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/difficulty/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_USER_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/difficulty/append_candidates/NOE-P07-KO-HARD-014.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/difficulty/append_candidates/NOE-P07-KO-HARD-014.json,ESCAPED_GENERIC_USER_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70c_KO_P07__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,reproducibility/structural/STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,118,nested serialized local-path/operator token replaced; substantive evidence retained
70d_KO_P41__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70d_KO_P41__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70d_KO_P41__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,140,nested serialized local-path/operator token replaced; substantive evidence retained
70d_KO_P41__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,269,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/difficulty_ledger/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,6,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/difficulty_ledger/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_PAPERS_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/difficulty_ledger/DIFFICULTY_LEDGER.jsonl,ESCAPED_GENERIC_DOCUMENTS_ROOT,5,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,182,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/visual_evidence/VISUAL_EVIDENCE_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70e_KO_P42__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/visual_evidence/VISUAL_EVIDENCE_INDEX.jsonl,ESCAPED_GENERIC_USER_ROOT,1,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,OPERATOR_NAME,1,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT_PRE_HARD013_20260804.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,3,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,150,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,298,nested serialized local-path/operator token replaced; substantive evidence retained
70f_KO_P03__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/structural_index/PRODUCER_STRUCTURAL_INDEX_VALIDATION_REPORT.json,ESCAPED_GENERIC_INTERLANGUAGE_ROOT,5,nested serialized local-path/operator token replaced; substantive evidence retained
