zip_filename,member_path,source_bytes,source_sha256,public_bytes,public_sha256,privacy_occurrences
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PRIVACY_TRANSFORMATIONS.csv,2987,7DF07B2C99B271D26CDA7B1671C5FE80CE4C58C6557F0C9522C40DD220D88811,2987,7DF07B2C99B271D26CDA7B1671C5FE80CE4C58C6557F0C9522C40DD220D88811,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLICATION_README.md,1166,2F06DC80D422AF4E35C1D898878C73007802F4E6BA941EC3932CAD7C6BFBD465,1179,B3B6F905DC8C85F590E86999F0C5208F9BCAF76946B2278A5858AC3AD181559F,1
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_PUBLIC_PROJECTION_MANIFEST.csv,7818,F448FDCE281A209EF7EBF633FC63C1525202D48F9028D6FFFB7A2EE7E4745A92,7818,F448FDCE281A209EF7EBF633FC63C1525202D48F9028D6FFFB7A2EE7E4745A92,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,ARCHIVE_SNAPSHOT_VALIDATION.json,908,E049AFED5B62A6C6A2C1A61D1E8A19D624123064817131B3F9DE8D4DB8748C85,908,E049AFED5B62A6C6A2C1A61D1E8A19D624123064817131B3F9DE8D4DB8748C85,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,CANON_BINDER_RECEIPT_20260804.md,3133,E27D82F01AD0F30B0CA2F4A04BD9433C2DBC1F356B5336DA2F8BADF797A94AF7,3133,E27D82F01AD0F30B0CA2F4A04BD9433C2DBC1F356B5336DA2F8BADF797A94AF7,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,CANON_POINTER_UPDATE_v002_20260804.md,2636,271AE0914EBB873CA38F6FAC38F67C04D266302DABC8617C4E61108D7B79E56A,2636,271AE0914EBB873CA38F6FAC38F67C04D266302DABC8617C4E61108D7B79E56A,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,CHECKER_HANDOFF_U01_U03.md,5279,1788E56B8299689B3B2991A60713C1D7198DD3C455B73CCC10D2D54C878FDA1A,5279,1788E56B8299689B3B2991A60713C1D7198DD3C455B73CCC10D2D54C878FDA1A,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,SOURCE_CUSTODY.md,2622,94EA1C8E062586C52778F64B8C85A39E6C2EC62BDA655E9D62DD7A83AD3D81E2,2622,94EA1C8E062586C52778F64B8C85A39E6C2EC62BDA655E9D62DD7A83AD3D81E2,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,STATUS.md,1963,BB8054ACB6AC7B42C18C4048ED8E4C521A26F3EBF10F5FBEA97CC3145045CABA,1963,BB8054ACB6AC7B42C18C4048ED8E4C521A26F3EBF10F5FBEA97CC3145045CABA,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,TRANSLATION_CHOICES_U01_U03.md,5095,7907AAB035347A041F0CE9288E00F980BA0A0132B3C733F54967FDFC7191254D,5095,7907AAB035347A041F0CE9288E00F980BA0A0132B3C733F54967FDFC7191254D,0
70a_KO_P01__00_COMPLETE_UNCHECKED_PUBLIC_SNAPSHOT_20260804.zip,evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,2783,723BA4755E488274EECA71518EC99C1B69F87CA57D18780BAD081C9677CBDB17,2699,B86D6D017FEB06AD990D143DF79617BA2657AA798C1450DE76FAA22809FEE9C2,3
