record_id,logical_source_id,language,variety_code,standard_or_idiom,region,script,secondary_language,institution,publication_date,retrieved_at,domain,domain_tags,domain_review_status,register,title_or_query,representation,absolute_path,search_text_path,search_text_sha256,search_text_contract,bytes,sha256,upstream_locator,revision_or_version,source_use_status,license_signal,license_status,hash_verification,sense_review_status,corpus_topic_eligible,native_source,generated,dedupe_status,counting_eligible,term_promotion_eligible
CURATED-RM-RG-GRCH-AP1G-2021-M1,CURATED-RM-RG-GRCH-AP1G-2021-M1,rm,rm-rg,Rumantsch Grischun,Graubünden Switzerland,Latn,de,Canton of Graubünden Office for Higher Education,2021,2026-07-17T21:09:40+02:00,mathematics_education,arithmetic;fractions;geometry;measurement;word_problems;solution_register,manual_full_text_and_sample_page_review_20260717,secondary_school_admissions_exam,Matematica part 1 – quints en scrit (rumantsch grischun),pdf,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_curated\rm-rg\gr_ch_AP1G_2021\AP21_1G_M1_RG.pdf,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_curated\rm-rg\gr_ch_AP1G_2021\AP21_1G_M1_RG.txt,71668E44E9F00D7D0351DABB6F66FF8DFE9F149C968C1827915558AB68FBD4F2,derived_visible_text,1199558,388B920FC0B3D4D2B55F5157FB85ADE4A3F3B2032A9CB9D16FE1065F99B86ABE,https://www.gr.ch/DE/institutionen/verwaltung/ekud/ahb/mittelschulen/dienstleistungen/aufnahmepruefungen/pruefung1g/pruefungsbeispiele1gym/Documents/AP21_1G_M1_RG.pdf,2021,native_official_bilingual_mathematics_exam,Official publicly accessible exam PDF; no explicit reuse license located,unresolved_no_explicit_reuse_grant,match,source_topic_reviewed_term_occurrences_require_language_and_sense_review,true,true,false,primary_unique,true,false
TRANSFER-0001,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,0911.2903v2,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,source_file_is_canonical_search_text,94933,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/0911.2903; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0025,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1312.6798v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,source_file_is_canonical_search_text,65255,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,recovered_transfer_20260706,native-source-body,local source body copied; license/access signal not independently cleared,unresolved,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0010,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_Ext_ACT.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex,6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E,source_file_is_canonical_search_text,8401,6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0002,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_abstract.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_abstract.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_abstract.tex,B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508,source_file_is_canonical_search_text,973,B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_abstract.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0003,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeA.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex,B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B,source_file_is_canonical_search_text,14382,B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0004,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeB.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex,A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687,source_file_is_canonical_search_text,7178,A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0005,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_avantpropos.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex,6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C,source_file_is_canonical_search_text,2833,6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0006,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E,source_file_is_canonical_search_text,28956,34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
TRANSFER-0007,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex,fr,fr,standard French,France and Francophonie,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,1508.04495v1,tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex,F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD,source_file_is_canonical_search_text,183245,F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD,C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex,recovered_transfer_20260706,native-source-body,arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim,arxiv_distribution_license_not_reuse_clear,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false
