archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,linked_tex_object,linked_audit_entry,generator_script_basename,generator_script_sha256,generator_script_modified_utc,association_seconds,provenance_status,bbox_coordinate_system,bbox_x0,bbox_y0,bbox_x1,bbox_y1,render_dpi,processing_profile,qa_disposition,parent_scan_sha256
images/recovered_named/A325_ref.png,A325_ref.png,30503,7100C0E11A949F127AA857D0D23B6A640261B0F76876DA1504998247830EDB3C,2205,198,L,,,2026-07-09T19:16:29.416618+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,325,326,,sga6_fr_workpass.tex,322,cropA325.py,76EC7A453E0A26CF1BB7290C4A3EFDAF0E50CF4E7D4A48275C4A10A2F0339518,2026-07-09T19:16:25.001303+00:00,4.415314,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/A_Ghalors.png,A_Ghalors.png,8288,58504A6AB856C36ACBECC1D0E8E96A6E5A16EE58EEB5105E7EB6F0B8AD5E9760,1878,90,L,,,2026-07-09T19:38:32.276881+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,326,327,,sga6_fr_workpass.tex,323,cropA326.py,05C7D558D89D38663336FA486E2CDD5629811BF80379238767030CDAA00C5329,2026-07-09T19:38:19.836599+00:00,12.440283,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/aKalors.png,aKalors.png,12605,64632AFC962DC41E5BCC2AF4BF08FA1C0D706E4302657DD6E52AB71CBE268231,2430,207,L,,,2026-07-09T20:52:09.258931+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,331,332,,sga6_fr_workpass.tex,328,cropA331.py,AD9B6C9A7AB28DA11B32B85F682E474D3C6CC0D3386CD78851E3B5B8214CFD76,2026-07-09T20:51:58.127325+00:00,11.131607,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/allonsdonc.png,allonsdonc.png,16113,565D7A6EB0329536DA63EE5CF78C410D659A3A37C6B555EFB1083205EB71339E,1824,176,L,,,2026-07-09T21:04:20.373389+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,332,333,,sga6_fr_workpass.tex,329,cropA332.py,332C12F2E7BC96EE3C7E5FB19834D97AA02F684FC0171E060F674841E1574889,2026-07-09T21:04:11.722193+00:00,8.651196,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/Amod.png,Amod.png,20153,EDBD518F68B687ED173D4C42AE4CF2DF2E43EE289E1DA89469C0CDD9E6E1111E,1850,250,L,,,2026-07-09T20:41:46.716478+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,330,331,,sga6_fr_workpass.tex,327,cropA330.py,EFC6B238722B4B5FE668C867FEF6800C7FEC8F377127458FC9CF7CA1FBC26FBC,2026-07-09T20:41:26.303540+00:00,20.412938,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/AMod2.png,AMod2.png,22708,EC542AB68D361892A38F3CAF8D98E7BC3C5886C71BE3C886D33120C0EBA6A415,2322,207,L,,,2026-07-09T20:11:05.130545+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,328,329,,sga6_fr_workpass.tex,325,cropB328.py,7B8215B22077D34D429704EA6AC7114DD7CC0D71C8A456B500A5AC33C8EF880E,2026-07-09T20:10:54.647778+00:00,10.482767,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/AMod3.png,AMod3.png,37511,9C6C7AEC934D41A479DC323E898EC1B72B6783DC4D36BD59CD27A4EC3645D93D,2700,207,L,,,2026-07-09T20:12:18.171178+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,328,329,,sga6_fr_workpass.tex,325,cropC328.py,CBCD24967569AF57CB255C6A3B8AFE3A48DD0509F9589C0CA86F2F7F17034814,2026-07-09T20:12:11.967263+00:00,6.203915,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/AModule.png,AModule.png,10414,7D9A8E6F8FF708FD72EEE68ADFF93B09212AE1CAE92EB2F53E13C6EBDB42E178,1332,180,L,,,2026-07-09T20:09:29.565320+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,328,329,,sga6_fr_workpass.tex,325,cropA328.py,C5CAC14057EE5843BB6E9051D152F6DC3A932503A2A3B5F6B5814DE3D1B4BA25,2026-07-09T20:09:22.715930+00:00,6.84939,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/appl232.png,appl232.png,22622,150C177906615CDE77F37C09344865425545614B23C8008DA98584E4A2560F25,2436,168,L,,,2026-07-09T20:52:09.345636+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,331,332,,sga6_fr_workpass.tex,328,cropA331.py,AD9B6C9A7AB28DA11B32B85F682E474D3C6CC0D3386CD78851E3B5B8214CFD76,2026-07-09T20:51:58.127325+00:00,11.218312,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/recovered_named/arr_i.png,arr_i.png,10542,D202176915F73994C7843CB42C54654888519C646982E2F91D463A0A2EE25F71,3150,162,L,,,2026-07-09T21:52:48.062819+00:00,recovered_named_targeted,public_targeted_source_audit_evidence_no_license_grant,335,336,,sga6_fr_workpass.tex,332,cropF335.py,7CE04A8D02BA466F6C30C40039E27D93FD7E15A9B92B6DC3946D0D739538C1DB,2026-07-09T21:52:42.795933+00:00,5.266886,exact_generator_output_recovered,parent_pdf_points,,,,,,autocontrast,used_in_sga6_source_audit_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
