"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\current_capture_probe_results.csv","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\current_capture_probe_results.csv","3782","6E3C379816F5676895165A01A8445A66817739A38A519976197E26BE35B47856","2026-07-05T14:29:26.9905390Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\current_capture_probe_results.json","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\current_capture_probe_results.json","4996","BF0321CB22DE88FF68E9462CDE82F75E215C23F5D48C411E1F37255565C9A348","2026-07-05T14:29:27.0261621Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.html","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.html","59325","BDBE18294E6EFC931A61F6A09A40906ECC4AE17A82887593F22D2A4FF3801C8E","2026-07-05T14:29:20.2935314Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.txt","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.txt","8053","0738E4AAA2DCBA49FE141DD0A619B80B66ABCBC3375F72A901AE66599E96DC47","2026-07-05T14:29:20.9753355Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.html","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.html","3897","77C8A65CD67396AF65D01ED03A1103B1092520759D566F0924275326AE5F8F1E","2026-07-05T14:29:21.4832852Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.txt","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.txt","214","BD99AFD8F21620BE7B492B955C2E00E011DE5DCCB01C663640725C0EF0D9DF90","2026-07-05T14:29:21.7110263Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-001_apertium_tat_lexc.txt","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-001_apertium_tat_lexc.txt","2927241","7C66FAEDCD40D15F31743A8C27140B70187E22532401522FA653CE330B0B0E5B","2026-07-05T14:29:22.1814828Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.html","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.html","1049108","DA63051D4DD6ACBD90C57DCC9FD8061BC6A9F254A2F3035186104272F0CA427A","2026-07-05T14:29:25.9414094Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.txt","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.txt","1975976","D3B2558C46C24E29227718AE84CEF4056A25C7CEB27B3BBCDB83E07A09923B84","2026-07-05T14:29:26.1567303Z","omitted_raw_source_body","through package 625",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-003_opentran_noetherian_low_authority.html","sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-003_opentran_noetherian_low_authority.html","5835","D1B1ED7A3B1248AF351D4B2F69CCCF8B1D51A707DB93EDB593842276FAA1EACE","2026-07-05T14:29:26.8944578Z","omitted_raw_source_body","through package 625",,,
