generated_utc,relative_path,size_bytes,sha256,claim_boundary
2026-07-07T09:44:03Z,B3_HANDOFF_INDEX_C0CB1DB1.csv,1096,E5E1692F51AD02C6A8FEA8511F9A0C3FA302FE1CE1DF71CAD91D950482A83FA6,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,B3_HANDOFF_INDEX_C0CB1DB1.json,1299,3219577D56CA0A6AF1C9F8F8CE0CF6C42709525848FED521542876FD31C05CAC,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BLOCKER_RECOVERY_LEDGER_C0CB1DB1.csv,539,D7DB6B7E9E4ACB20CADD07D4E1AAB984952453B10864D083AD18F88303FB4EFC,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BLOCKER_RECOVERY_LEDGER_C0CB1DB1.json,605,D99A880139A7AA8C55A2981D303C80D8B108661F628F889783BC200CC615F43A,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BRANCH_CHANGED_PATHS_68E4432B_TO_C0CB1DB1.csv,22619,A4C3336857E4A28D40B9DF5D7A2BBFBEDDBAA2E675B14BE6A5B43039182864B4,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BRANCH_CHANGED_PATHS_68E4432B_TO_C0CB1DB1.json,30910,890C237011A102D351A00A2DA31F7E83B882EEBB58761EE88ADE7E75F6EB89ED,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BRANCH_COMMITS_68E4432B_TO_C0CB1DB1.csv,147,CF2438DBB9292032E4346FD9D42DDD8DC252F43D68067C9F39BED993767D4F8F,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,BRANCH_COMMITS_68E4432B_TO_C0CB1DB1.json,193,88A135363D4EA0C68B9367D9CEA78A67839DB05A6AA12D9EDA6AE39882C84967,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,CURRENT_FRONTIER_VERIFICATION_C0CB1DB1.csv,476,CD16A527F5C9CDB2F8B1F20A6E9EF37CFFA351A8FCB9965C24CFEE3FC134B7F3,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,CURRENT_FRONTIER_VERIFICATION_C0CB1DB1.json,573,47B986EC6405096702FD3A40823A1A94BA4C19802FD2ECB9098772CAF89C5669,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,HEARTBEAT_20260707.md,476,60FEE5CE499B4BDC353C7A0F332BD53F464DE352C0B84BFB630D4F46B2A6210B,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,README.md,707,C656020A474A6E9AC3D5A8E65F53590B870A061F32DF17140E1DBD496FA8CA55,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,SESSION_LOGBOOK_20260707.md,354,08B4352708226E2B4C46A02830411A9AFAD32F6A518C7C6D75BAC02890D24133,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,SOURCE_USE_GAP_ADVERSE_LEDGER_C0CB1DB1.csv,887,AD016B397B4FACA9ECA16B379A994B5428A1AB77D666EE9B6BC5B08778EC296A,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,SOURCE_USE_GAP_ADVERSE_LEDGER_C0CB1DB1.json,996,275D6F1DC69022CEC6ACC0E3500EB283CBD73ED5E60D65B728F78DE3927BA0AD,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
