generated_utc,row_id,previous_frontier,current_frontier,status,path,classification,claim_boundary
2026-07-07T09:44:03Z,c0cb-path-001,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/B3_ACTION_SUMMARY.csv,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-002,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/BRANCH_PR_STATE.csv,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-003,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/MANIFEST.csv,persianate_tajik;b3_transfer;manifest,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-004,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/MANIFEST_REPLAY.csv,persianate_tajik;b3_transfer;manifest,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-005,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/PACKAGE_FILE_LEDGER.csv,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-006,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/PACKAGE_ROOT_SUMMARY.csv,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-007,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/README.md,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-008,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SAFETY_SCAN_HITS.csv,persianate_tajik;b3_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-009,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SHA256SUMS.txt,persianate_tajik;b3_transfer;sha256,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-010,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SHA256SUMS_REPLAY.csv,persianate_tajik;b3_transfer;sha256,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-011,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/28019A34_B3_HANDOFF_BOUNDARIES_20260707.csv,persianate_tajik;b3_transfer;uploader_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-012,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/28019A34_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv,persianate_tajik;uploader_transfer;blocker,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-013,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/28019A34_LOCAL_RETURNS_ROUTE_CONTEXT_ROWS_20260707.csv,persianate_tajik;uploader_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-014,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/28019A34_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv,persianate_tajik;uploader_transfer;source_signal;gap;adverse,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-015,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/ACTIVE_SESSION_STATE.md,persianate_tajik;uploader_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T09:44:03Z,c0cb-path-016,68e4432b701049f32b2fb386b7801caefcce885c,c0cb1db12e5a4288159b0cd030eab8c05c53ce91,A,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707/PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707/B3_UPLOADER_READY_SUMMARY_28019A34.csv,persianate_tajik;b3_transfer;uploader_transfer,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
