volume,relative_path,kind,start_line,bytes_removed,sha256,preview
sga3,tex/components/12_expose_V_section6_quasisection_setup_en.tex,project_footnote,30,437,38883B94A8C82580955835009B2ADBD5A7ADB7F7CCAFAB28CFABFB1301E220AB,"\footnote{\label{note:sga3-V-31}Editor's note: If \(x,y\in E\), there is a \(z\in X_1\) such that \(d_1(z)=x\) and \(d_0(z)=y\); thus \(z\) belongs to \(v^{-1}(x)\), which is finit"
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,34,353,E06A3C138F64CE9169EBB022BAA385AE744E9B42E246B929ACF7417FE861A341,\footnote{\label{source-note:sga3-V-10.1.2-fiber-product-base}The source PDF prints \(G\times_SG\) in this projection. The \hyperref[eq:sga3-V-10.1.2-stabilizer-isomorphism]{preced
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,175,385,6020005745EB53F3812EBFF3390F6374C9CBDEA3628A7AB6F78376030FC98BCE,\footnote{\label{source-note:sga3-V-10.3.1-proof-part-v}At this point the source PDF says \emph{to prove (iv)}. The cited Theorem~\hyperref[thm:sga3-V-8.1-iv]{8.1(iv)} and the conc
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,220,568,8CF6279AE5099EFDFB296C1C73BF3C87D89DCEF14DD95FD1D1AB88CBAB2CF85A,"\footnote{\label{source-note:sga3-V-10.4-ft-typing}The source PDF prints \((g^{-1}g'x,x)\in F(T)\). Since \(F(T)\subseteq G(T)\times X(T)\), the first coordinate must be the group"
sga3,tex/components/23_expose_V_theorem1041_proof_through_bibliography_en.tex,project_footnote,42,450,F66AA5AA023B6809B35BBB95B1D39ADF03577E97C97F2A5CE7DE1A2E560825E3,\footnote{\label{source-note:sga3-V-10.4.1-pr1-torsor}The source PDF instead prints the morphism \(G_X\times_{X^2}G_X\to X^2\) and calls it an \(F\times_XX^2\)-torsor over \(X^2\).
sga3,tex_reference_v2/components/03_expose_VIA_section25_lemma251_prop252_en.tex,project_footnote,196,131,6BFD31A2DBDD91D205286B77F731EE5CB715213076ED10DA78F8AD4ACA038AD6,\footnote[1]{Translator's note: the French source prints \(\eta\) here; the generic point introduced immediately above is \(\xi\).}
sga3,tex_reference_v2/components/03_expose_VIA_section25_lemma251_prop252_en.tex,empty_project_note_wrapper,194,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/04_expose_VIA_lemma253_prop254_loop2_r1_en.tex,project_footnote,169,168,37B15AF1494CB003BF60815A590A54CE7D01A3679F52D5E93EC8252450355075,"\footnote[1]{Translator's note: the French source prints \(G^0\) here; as the object being translated is an orbit in \(X\), the intended source expression is \(G^0x\).}"
sga3,tex_reference_v2/components/04_expose_VIA_lemma253_prop254_loop2_r1_en.tex,empty_project_note_wrapper,167,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/05_expose_VIA_section26_through_prop264_en.tex,project_footnote,108,264,9CB447F7A20825A3A0BCE3F3FEA907A08D62AC31EDDD77269C1FEE4AD4AF3FD4,\footnote[1]{Translator's note: the French source prints \(X\) in this conclusion and then switches from the point \(x\) to undefined symbols \(e\) and \(e_K\). The statement and a
sga3,tex_reference_v2/components/05_expose_VIA_section26_through_prop264_en.tex,empty_project_note_wrapper,106,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/08_expose_VIA_section321_quasisection_descent_loop2_r1_en.tex,project_footnote,18,255,F7FE2D91A9A7082E6F8DB03138796C699CDB19982C2461A509EBD0C3B218F3F4,\footnote[1]{Translator's note: the French source prints \(k\) here and again in editor's \hyperref[note:sga3-VIA-39]{note 39}. In this part of the proof the base is the Artinian l
sga3,tex_reference_v2/components/08_expose_VIA_section321_quasisection_descent_loop2_r1_en.tex,empty_project_note_wrapper,16,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/14_expose_VIA_par42_saturation_identity_component_en.tex,project_footnote,46,247,96CDA5F65D71E088A9C1072802B2101C52982C91D5E1516474B978265DC12C06,\footnote[1]{Translator's note: the French source prints \(u(G^\gamma\times_A G^\delta)\) in this final sentence. The map defined and used throughout the paragraph is the multiplic
sga3,tex_reference_v2/components/14_expose_VIA_par42_saturation_identity_component_en.tex,empty_project_note_wrapper,44,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,project_footnote,65,272,5DAB0DAE5947DEFAD8DACAD106B032C818D28FF89CB039243A4D89B579740111,"\footnote[1]{Translator's note: the French source prints \(\lambda(F\times_A G^0)\) at this point. The statement concerns the connected component \(F^\beta\) just introduced, and t"
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,project_footnote,87,288,BFD78C3D97455ADE52BA0FBB7E1C4EA4936537B0CD13ED712AB47E9E96441C63,\footnote[2]{Translator's note: the French source says ``by \hyperref[sec:sga3-VIA-4]{paragraph 4}.'' The finite-type quotient invoked here is the result of \hyperref[sec:sga3-VIA-
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,empty_project_note_wrapper,81,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,empty_project_note_wrapper,63,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/22_expose_VIA_par54_abelian_categories_loop2_r1_en.tex,project_footnote,76,531,AD003E18A33D16356F4CDEE7F8E0CD8B0C7FEAC22424AFE563E2481FDD576E14,"\footnote[1]{\label{note:sga3-VIA-5.4-K-ambient}Translator's note: the French source declares \(e:\operatorname{Spec}A\to G\), although the displayed composition \(q\circ e\) requi"
sga3,tex_reference_v2/components/22_expose_VIA_par54_abelian_categories_loop2_r1_en.tex,empty_project_note_wrapper,74,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/24_expose_VIA_section6_through_prop64_loop2_r1_en.tex,project_footnote,133,332,8113EEE7CC26C5C9D175B169F4583C6810B611FA1F5343E4D4349BE83880482D,"\footnote[1]{\label{note:sga3-VIA-6.4-multiplication-symbol}% Translator's note: in these two occurrences the French source prints \(\pi_H\) and \(\pi_G\), although the immediately"
sga3,tex_reference_v2/components/24_expose_VIA_section6_through_prop64_loop2_r1_en.tex,empty_project_note_wrapper,131,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/25_expose_VIA_theorem65_through_bibliography_loop2_r1_en.tex,project_footnote,135,244,22C3F7F3966BA2C135F6F4DA7CC0F743402E537D1E9491966B7DD2BBB3E72F0F,"\footnote[1]{\label{note:sga3-VIA-6.7-image-ambient}Translator's note: the French source prints ``a closed group subscheme of \(G\)'' at this point. Since \(u:G\to H\), its closed"
sga3,tex_reference_v2/components/25_expose_VIA_theorem65_through_bibliography_loop2_r1_en.tex,empty_project_note_wrapper,133,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/26_expose_VIB_title_through_lemma121_en.tex,project_footnote,117,278,A39AFAA79D39561F7902179F4B25A7ECDF781774FC47B4DD695C4E133B607BB3,"\footnote[1]{\label{note:sga3-VIB-1.2-image-ambient}Translator's note: the French source prints ``a reduced group subscheme of \(G\)'' at this point. Since \(u(G)\subset H\), and t"
sga3,tex_reference_v2/components/26_expose_VIB_title_through_lemma121_en.tex,empty_project_note_wrapper,115,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/29_expose_VIB_prop14_cor142_en.tex,project_footnote,104,231,9983D4F3B91819E9DA0287892B7248EC8DD1BFAD0F1D1556917C4DD41D1B2439,"\footnote[1]{\label{note:sga3-VIB-1.4.1-separated-xref}Translator's note: the French source cites Expos\'e~VI\(_A\), 0.2 here; the separation statement is 0.3, as also recalled in"
