recheck_id,evidence_class,owner,artifact,path_or_url,observed_fact,sha256_or_commit,session_k_handling,boundary
K-DGL-001,package_frontier,repository,Current tracked branch head,codex/noether-pc-20260629,Tracked HEAD advanced to package369 commit df24d767416960c4822276d865450f3f6d724b10; git status shows untracked package370 rolling delta after package369,df24d767416960c4822276d865450f3f6d724b10,Record read-only package frontier; Session K does not stage commit clean reset package or push,Package observation only; B3 owns package and push
K-DGL-002,direct_gated_upload_readme,B3/source-corpus provenance,README.md,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/README.md,Direct GitHub-visible upload of actual TeX-family source-canon bodies from committed gated source-canon payloads; payload 524 files; secret-scan blocked 6 files; payload bytes 18846390; payload zip SHA recorded,5753CC380842E31C2357B83EA361D7744AD70DC8CE4E1B7F03870834BFF368D5,Record source-canon upload pointer only; do not inspect or copy source bodies into Session K outputs,Source-canon/provenance support only; no native review approval accepted terminology translation completion gate promotion or license clearance
K-DGL-003,direct_gated_upload_summary,B3/source-corpus provenance,SUMMARY.json,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/SUMMARY.json,Summary records payload_file_count 524; payload_total_bytes 18846390; prior_payload_zip_references 5; secret_scan_blocked_files 6; payload_zip_bytes 5815800; language hints be 64 bg 16 bs 55 cnr 6 cs 49 dsb 12 es 51 hr 63 hsb 1 mk 15 pl 39 sk 35 sl 67 sr 51,4134D99559A97397511F25751E856AC6BDB889CAF8DB30D8CDBF01EF4C9DAFCA,Use as B3-owned source-canon metadata pointer,Language hints are not Session K target-language authority
K-DGL-004,direct_payload_manifest,B3/source-corpus provenance,DIRECT_GATED_LATEX_SOURCE_CANON_PAYLOAD_MANIFEST.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/manifests/DIRECT_GATED_LATEX_SOURCE_CANON_PAYLOAD_MANIFEST.csv,Payload manifest for 524 direct gated TeX-family source-canon files,E64E3BEF14C0C8A9ED286BBA3A0D0A9BD44935B4CB389D21BCF5E18973FAF7BA,Point Session B and future Session K turns to manifest rows rather than source bodies,Manifest metadata only; no review approval or source clearance claim
K-DGL-005,direct_language_rollup,B3/source-corpus provenance,DIRECT_GATED_LATEX_BY_LANGUAGE_HINT.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/manifests/DIRECT_GATED_LATEX_BY_LANGUAGE_HINT.csv,Language-hint rollup for direct gated payload,8FF76107CB176D1FD9A95CABB29C2F632A1C3BDC0BD67CB16AA128E34B69180D,Use as coarse source-corpus discovery pointer only,Language hints do not authorize translation or term promotion
K-DGL-006,secret_scan_blocked_rows,B3/source-corpus provenance,SECRET_SCAN_BLOCKED_LATEX_PAYLOAD_ROWS.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/manifests/SECRET_SCAN_BLOCKED_LATEX_PAYLOAD_ROWS.csv,Six TeX-family candidates with credential-like scan hits were removed from direct payload and recorded for manual redaction/review,81C45A8E2031A1166782697F65F99D5764FE3C000FE40B9D88D0C1FA59335E89,Preserve as blocker/safety pointer only,Blocked rows are not payload evidence and not clearance
K-DGL-007,reference_only_prior_payload_zips,B3/source-corpus provenance,REFERENCE_ONLY_PRIOR_PAYLOAD_ZIPS.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/manifests/REFERENCE_ONLY_PRIOR_PAYLOAD_ZIPS.csv,Five older mixed source-corpus payload zips are referenced only and not re-expanded pending row-level source-vs-generated classification,844C360D370960B34239FDE91BB2B9184B5364E31CCEF4B8512B11177FEC9AA9,Keep mixed zips out of Session K source authority,Reference-only rows are not canonical source-literature classification
K-DGL-008,payload_zip_hash,B3/source-corpus provenance,NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z.zip,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/payload_zips/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z.zip,Direct gated source-canon payload zip bytes 5815800,BFC4CEE167D6A0BCEE39DB603CBEEE5845A9F63852CAC382C5D9CED3707FE968,Record zip hash only; Session K does not copy payload zip,Zip pointer only; B3 owns source-corpus publication gate
K-DGL-009,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE369,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368,Package369 copied 9 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 673867; combined SHA 80732F6CDC7FD6B69DCB1F4623340A30D030BCB7D7776534078DE2A9963FDA71; lanes parent 1 R6 5 R9 3,6CA8EDFCE1BFFD69051FE8F50FA85E004903EEBB9E528A63F4E7D1D7B46182F2,Record package369 as latest pushed frontier observed at this pass,Package metadata only; packaging does not promote lane artifacts
K-DGL-010,package_drift,Session B,NOETHER_SESSION_OUTPUT_PACKAGE370,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369,Package370 is untracked B3-owned drift; copied 3 non-zip files all R6; omitted zips 0; omitted raw source bodies 0; copied bytes 46574; combined SHA 41A3B4BE7397106B571477D1091F4DBA2BD4EAE086E4CFF1FF538C906FC45C87,A34284C06EE15B22FB07AE7B7402696E8AD48BAAE27B699880CE292C788E6820,Record package370 as B3-owned untracked drift only,Session K does not stage commit clean or push package370
