"branch_head","claim","value","evidence_basis"
"330ab7bd9ef731ead2816975e0cde76d5435838d","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"330ab7bd9ef731ead2816975e0cde76d5435838d","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
