"entry_type","package_role","package_priority","name","local_path","bytes","sha256","last_write_time_local","notes"
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","50774","03311468933B5846486B64B96D51506DCB90B94B5BEA8EE4C72D48838E7D7372","2026-07-04T19:50:24.0475882+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","65383","9E362D16B626B1FBB9796ADF277F95ADB86E7C9C0B119CF55C0040BBD8646DA4","2026-07-04T19:50:24.0863732+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","9890","3695159C98F596193783BE51EFDE4F4F9DF983995D8D5085BA1B201D2F1A3213","2026-07-04T20:45:35.4684535+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","durable_run_log","required","NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","114921","C8D3795FAAD9945CD3C9F038F096BE6D8F6BE36CA78BC6F3EF79D8409217F2E2","2026-07-04T20:46:04.2226540+02:00","Durable lane log with source-canon decisions, blockers, hashes, and no-claim boundaries."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.csv","3100","3E21230EB2434B942A3B80DE88FCE0B3F85DC27156A88750004ADD238C1E1D39","2026-07-04T19:28:52.7031014+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.json","3713","F99485E075B1B06C063C854F348251B38EEDFDE68BA21A3AA2A21B382E39B2E4","2026-07-04T19:28:52.7091331+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_DEEPENING_20260704.md","2163","78A7DE10709A9822EA15C91ADE0364082EDB5D8D618565CC3D01FBE27D3442A3","2026-07-04T19:28:52.7821111+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.csv","35248","DAEAD4947F973B2E1FC06C9184A5A04CB9370DEAA519C5B958F162CEE3981BB9","2026-07-04T19:57:19.9486154+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.json","41670","79DD1EA446B2F8AE6426AB520B98ED996F9937FB3B11E2690ECF22103A5275E6","2026-07-04T19:57:19.9761815+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_BLOCKER_TRIGGER_MATRIX_20260704.md","16327","56A8CBE485518028FA3A1D9B5BB27622305B6D4687A4CB5E3BFCA5CCDBD85EF2","2026-07-04T19:57:20.0000177+02:00","Source-canon addendum linked from the main witness summary or run log."
