source_path,copy_path,source_use_label,gate_note
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/B3_HANDOFF_SENT_19B2AB4B.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\001_anch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_HANDOFF_SENT_19B2AB4B.md","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/B3_PACKAGE_CSV_ROW_COUNTS_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\002_lity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_CSV_ROW_COUNTS_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/B3_PACKAGE_VISIBILITY_ROWS_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\003_ity-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_B3_PACKAGE_VISIBILITY_ROWS_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/BRANCH_COMPARE_COMMITS_761BEC88_TO_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\004_e-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_COMMITS_761BEC88_TO_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/BRANCH_COMPARE_FILES_761BEC88_TO_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\005_ute-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_FILES_761BEC88_TO_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\006_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_BRANCH_COMPARE_SUMMARY_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\007_ty-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_EXACT_BLOCKER_RECOVERY_ROWS_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\008_19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_MANIFEST.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/PACKET_MANIFEST_REPLAY_19B2AB4B.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\009_ibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_PACKET_MANIFEST_REPLAY_19B2AB4B.csv","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
"coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707\R3_330AB7BD_4065_ROUTE_PROVENANCE_SOURCE_USE_GAP_20260707_20260707T173340Z\branch-visible-inputs\010_re-19b2ab4b-761-branch-visibility-route-20260707_NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707_README.md","branch-visible-route-provenance-context","not a direct R3 Arabic/Persianate source-body gate"
