"root","relative_path","issue","detail"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/003_12-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_32E14F17_NONSLAVIC_CE79_OLP_330_ROUTE_20260707_CONTEXT_SAFETY_HITS.csv","allowed_branch_visible_b3_placeholder_context","placeholder"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/010_audits_session12-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_32E14F17_NONSLAVIC_CE79_OLP_330_ROUTE_20260707_README.md","allowed_branch_visible_b3_placeholder_context","placeholder"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/018_slavic-core-32e14f17-ce79-olp-330-b3-route-20260707_NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707_B3_HANDOFF_SENT_32E14F17.md","allowed_branch_visible_b3_placeholder_context","placeholder"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/022_2e14f17-ce79-olp-330-b3-route-20260707_NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707_EXACT_BLOCKER_RECOVERY_ROWS_32E14F17.csv","allowed_branch_visible_b3_placeholder_context","PLACEHOLDER"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/025_ader-transfer_non-slavic-core-32e14f17-ce79-olp-330-b3-route-20260707_NON_SLAVIC_CORE_32E14F17_CE79_OLP_330_B3_ROUTE_20260707_README.md","allowed_branch_visible_b3_placeholder_context","placeholder"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/033_s_session12-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707_README.md","allowed_branch_visible_b3_placeholder_context","$expectedParent"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/033_s_session12-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_330AB7BD_R3_4065F6A4_SOURCE_USE_GAP_PACKET_20260707_README.md","allowed_branch_visible_b3_placeholder_context","$rootName"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/041_2-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_CE79DD0F_OLP_330_NONSLAVIC_ROUTE_BATCH_20260707_CONTEXT_SAFETY_HITS.csv","allowed_branch_visible_b3_placeholder_context","$expectedParent"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/041_2-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_CE79DD0F_OLP_330_NONSLAVIC_ROUTE_BATCH_20260707_CONTEXT_SAFETY_HITS.csv","allowed_branch_visible_b3_placeholder_context","$rootName"
"R3_2DE72748_32E_CE79_ROUTE_CONTEXT_SOURCE_USE_GAP_20260707_20260707T180216Z","branch-visible-inputs/041_2-20260705_B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706_B3_POST_CE79DD0F_OLP_330_NONSLAVIC_ROUTE_BATCH_20260707_CONTEXT_SAFETY_HITS.csv","allowed_branch_visible_b3_placeholder_context","placeholder"
