"relative_path","bytes","sha256","last_write_utc","source_use_label"
"ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","3699","c5a67055b1b03ad387ca1e3e8a5a0b473425253e812e518acdf15006d5153b76","2026-07-06T14:54:43.7478538Z","generated-draft-or-package-ledger"
"ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","10156","eb973e65e33a3c7af831713a1cd514cb8006217dd8819c59d4c1bf5712128b27","2026-07-06T14:54:43.6882103Z","generated-draft-or-package-ledger"
"ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","3120","cacb18fd8619199347c6cdca94f33810baef6b2182249ba200e4ccac583c6aba","2026-07-06T14:55:06.5564745Z","generated-draft-or-package-ledger"
"ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","3975789","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","2026-07-06T14:55:06.5036568Z","source-use-provenance-ledger"
"ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","2511","9cd64fd135ff979bd7a2d03d01e30e7067d848833c6c28699183bd330d0c117e","2026-07-06T14:54:43.7968841Z","source-use-provenance-ledger"
"ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","4816","f75555c5f3b76b5e5c6c12b76d204027460b47814e20add374658a33bc148b78","2026-07-06T14:54:43.7715566Z","generated-draft-or-package-ledger"
"ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","175540","edd62bbcd6777276e3ce5cf0f6e4c1f95b223fab8fab955934a5dba9692236d7","2026-07-06T14:54:44.2321814Z","source-use-provenance-ledger"
"B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","741","44e0947de63f2b04caab6506045104e9e818a25957c90891d09c143e3055169b","2026-07-06T14:55:06.5852047Z","source-use-provenance-ledger"
"BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","77147","4c81e7f224ac38ee9429de68a2d24eaf5c41ebcc00b62ed6d15bc6e9c9b739ce","2026-07-06T14:54:40.5297882Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","93440","7042285f9511903b4687628a8fb806c0f935456c6e2230fddbe4643f6667867d","2026-07-06T14:54:40.4969496Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv","92508","5d7982a975887c4832c8887df197fcba48a2203f9c9a24d93006c4f10f4fccb0","2026-07-06T14:54:40.6071174Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","12670","cbc089a3fe45e9aaaf0929c68ca98591fb2e413963e93403284953b1d2363794","2026-07-06T14:54:40.5553630Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1678640","547aa1633121264d579948c023cb8e9d9005c33653e62dbebace0ca0e6336f1a","2026-07-06T14:54:40.7382889Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","979","03f194c02a21018dfbef039e00fd0039230d8c50bb76a7a98173c2d7f5cfd8d5","2026-07-06T14:54:40.8402639Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1067","91e9bf74f2a4463a437354b78949effc25478b01ca4a0b2a10866c35602e2328","2026-07-06T14:54:40.7696231Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv","1137","dc4d4e133867e6261710a04040da97a5536bcd3684fcd319ccb231a96c275e65","2026-07-06T14:54:40.8669572Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2606","fafee313273a918b741506ce0c22af9aef1acb9835bd1ffe144f118e87dd929b","2026-07-06T14:54:40.7939146Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv","2146","519c388ab1ea5b5d08395907f78ce9ab8dd71a0331341d25d3fe85a480d5c149","2026-07-06T14:54:40.8155911Z","branch-visible-provenance-ledger"
"BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv","330553","87ec5f559facedf62e2035783d793bb8aaededdfab799c25b93368285b4b7061","2026-07-06T14:54:40.6523343Z","branch-visible-provenance-ledger"
"BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","57073","d19ce36d4c4ba0d3dc8cdd905744d5a16c9c089adba83736283e53c4096e2aee","2026-07-06T14:54:14.6029196Z","branch-visible-provenance-ledger"
"BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","1034","668f5376aa29ccb697fb8d66b1a330994f966ac707ba89eb06837f140fb8e5d0","2026-07-06T14:54:14.0323845Z","branch-visible-provenance-ledger"
"BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv","926","09f912013830183ea9409f687dad6c3e346877584b5098e64acc67d9ecbef6c1","2026-07-06T14:54:09.7312143Z","branch-visible-provenance-ledger"
"BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv","8824","b7b0cb76e2a61c4ffe71fdf9af882ff4c828ca20a2695196965706c4f9fd0d4f","2026-07-06T14:54:20.9048923Z","branch-visible-provenance-ledger"
"HEARTBEAT_20260706.md","589","62745eefc49b6c4dae4c282d4ddb698c76f67330c1bb760b5855ccc373a456a3","2026-07-06T14:55:06.6362911Z","generated-draft-or-package-ledger"
"PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv","664","8ef25df025602c9f236f94ff04999b3d4f1911b044dfda08d5c92ea2e387fdfb","2026-07-06T14:55:06.6123568Z","source-use-provenance-ledger"
"README.md","972","2f8a0e99168a3d6f1959d94ac647e2b2dabf0ee286c3cf84752a40b1759a0baa","2026-07-06T14:55:06.6362911Z","generated-draft-or-package-ledger"
"SESSION_LOGBOOK_20260706.md","709","4feeda10b0884cfe74fb33daa06035771aaa6d28f2b035c36cd10d4a8b26b1e4","2026-07-06T14:55:06.6382966Z","generated-draft-or-package-ledger"
