"relative_path","source_use_label","language","lane","file_type","bytes","sha256","role","witness_category","original_local_path","provenance_note"
"language-source-bodies/r9-africa-horn-west-20260705/source_archives/ha/FazamMV23_HausaMath_4c35f0abeb88.zip","native-source-body","ha","R9 Africa/Horn/West","zip","5585304","9E03D9A1CEF78D5E0E26CE3C093069F3CA14924A0E373FE85A15E8D4EE2A1ED6","Hausa GitHub source archive snapshot","source-archive","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_github_source_archive_capture\FazamMV23_HausaMath_4c35f0abeb88.zip","Local GitHub zipball capture from FazamMV23/HausaMath; license/access status not certified here."
"language-source-bodies/r9-africa-horn-west-20260705/source_archives/tig/arxiv_2601_03403_tigrinya_number_verbalization_eprint.tar","native-source-body","tig","R9 Africa/Horn/West","tar","680446","C35DEDD8CD1D8134CFD11EC57C22582353BFD6B22C45C04F8182EACB0F09136E","Tigrinya arXiv source archive","source-archive","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\arxiv_2601_03403_tigrinya_number_verbalization_eprint.tar","Local arXiv source archive witness for Tigrinya number verbalization; license/access status not certified here."
"language-source-bodies/r9-africa-horn-west-20260705/source_archives/tig/github_fgaim_tigrinya_numbers_main.zip","native-source-body","tig","R9 Africa/Horn/West","zip","80540","A76F678BA3B568085A4CD6777A25516C7632E4D4937F37410C0F998ED9F44A79","Tigrinya GitHub source archive snapshot","source-archive","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\github_fgaim_tigrinya_numbers_main.zip","Local GitHub archive capture for Tigrinya numbers; license/access status not certified here."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/ha/hawiki-Lissafi-20200722.pdf","native-source-body","ha","R9 Africa/Horn/West","pdf","881857","B7BC92AA366A44C1F28621362A1BD0E487C12875F3C01CF2509EA052941ADA1B","Hausa mathematical-prose source witness PDF","source-witness-pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_hausa_ia_pdf_body_capture\hawiki-Lissafi-20200722.pdf","Local Internet Archive PDF witness captured by R9 lane; redistribution/license status not certified here."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/00README.json","manifest","tig","R9 Africa/Horn/West","json","484","0003127B1E9B4974D2CDE9366798441FA722C171449365229CCB09D6D6ABADE1","upstream/local extraction metadata","manifest","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\00README.json","Metadata accompanying extracted arXiv source directory."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/GeezNotoSans-Light.ttf","native-source-body","tig","R9 Africa/Horn/West","ttf","603328","3A2C1E3C2BD6766092F7D973612E461D0CE3AF173A761D46C1382E0126489907","extracted font/build asset","source-body","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\GeezNotoSans-Light.ttf","Extracted from local arXiv source archive; included as build-adjacent asset, not a linguistic witness by itself."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/GeezNotoSans-SemiBold.ttf","native-source-body","tig","R9 Africa/Horn/West","ttf","606140","5283907A06DB0CBC63CA6B7ED0B04EA07E2B980B7E50E0B579678394D93E360F","extracted font/build asset","source-body","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\GeezNotoSans-SemiBold.ttf","Extracted from local arXiv source archive; included as build-adjacent asset, not a linguistic witness by itself."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/icml2025.bst","native-source-body","tig","R9 Africa/Horn/West","bst","27147","0EC3D5EB9B02EFB7E0B44A32F3775882F42A743D0BDC618F34E6936309B98764","extracted BibTeX style/build dependency","source-body","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\icml2025.bst","Extracted from local arXiv source archive for direct review/reuse."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/icml2025.sty","native-source-body","tig","R9 Africa/Horn/West","sty","27558","8245423A73CD7E2EFC83F59E09B3E8FB2008A6808924E5FAEE1866469B3C4FCB","extracted TeX build dependency","source-body","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\icml2025.sty","Extracted from local arXiv source archive for direct review/reuse."
"language-source-bodies/r9-africa-horn-west-20260705/source_files/tig/arxiv_2601_03403/main.bbl","native-source-body","tig","R9 Africa/Horn/West","bbl","3206","0E879B6180F2C6A06BC42A879721208E00ABF55815B7FB69C42C3C5C23DBD22E","extracted bibliography/build support","source-body","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260704_r9_source_canon\extracted\arxiv_2601_03403\main.bbl","Extracted from local arXiv source archive for direct review/reuse."
