"artifact_id","relative_path","bytes","sha256","status"
"SGA2-X-C26-R1-FILE-001","ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","60","ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-002","artifact_tool_machine_qa.mjs","3953","3527E69DD3869E7104441777D2DEDAAEB8F59ECC1D038152AE2A7CB261431936","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-003","ARTIFACT_TOOL_MACHINE_QA_A_H.png","80539","221DFA3F61C84A5E729D93F38837E312CB19F608A5065A6623A352F833862A67","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-004","ARTIFACT_TOOL_MACHINE_QA_I_P.png","178520","55CF45F6E268FFA7699A64ABEDD400F2B47D270A4154421E84F148F59CB9DAB9","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-005","ARTIFACT_TOOL_MACHINE_QA_Q_V.png","147685","5B2D3942BB31126106454D84B135FABBFC17A32B698098ED276C58C01E47861D","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-006","ARTIFACT_TOOL_OVERVIEW.ndjson","6898","18112F22CE27D8C84AD1A80419D721B458195CF8E5BD500C4DA24132E6E8C48C","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-007","ARTIFACT_TOOL_RECEIPT.json","1373","0C1F0FB802BE096E3B8A10B74DA3A6B1C953921132DA967C944C2496E2644000","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-008","ARTIFACT_TOOL_REGION.ndjson","607","10E4AE845B7DF668AEADC7DD9F2B5802937532852A2CACA4E5E494F95E4AD5BD","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-009","BUILD_PASS1.log","7123","5FDCB34DCEC8829733542B2E768A6B8F46BE865631CC106AFD016684803FCF9B","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-010","BUILD_PASS2.log","7003","66D9A8CB45AF0128E132DE5F8CB0A6AC071610060A4EDF7B3D35FF54F7E25A07","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-011","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","60","ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-012","independent_review_20260720/artifact_tool_csv_replay/artifact_tool_machine_qa.mjs","3953","3527E69DD3869E7104441777D2DEDAAEB8F59ECC1D038152AE2A7CB261431936","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-013","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_MACHINE_QA_A_H.png","80539","221DFA3F61C84A5E729D93F38837E312CB19F608A5065A6623A352F833862A67","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-014","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_MACHINE_QA_I_P.png","178520","55CF45F6E268FFA7699A64ABEDD400F2B47D270A4154421E84F148F59CB9DAB9","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-015","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_MACHINE_QA_Q_V.png","147685","5B2D3942BB31126106454D84B135FABBFC17A32B698098ED276C58C01E47861D","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-016","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_OVERVIEW.ndjson","6898","C013F1D957839A64F3EB8673842E86D96BA3CCB926C9E7D2C6BAA964AF06B049","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-017","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_RECEIPT.json","1373","8CE26A22690A7D1174DB8E3E341A78C4D8A7E397E30EA146DE8865AE461440C3","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-018","independent_review_20260720/artifact_tool_csv_replay/ARTIFACT_TOOL_REGION.ndjson","607","10E4AE845B7DF668AEADC7DD9F2B5802937532852A2CACA4E5E494F95E4AD5BD","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-019","independent_review_20260720/artifact_tool_csv_replay/MACHINE_EVIDENCE.csv","6634","4F1B74E77887DCB68BC38224C5F469E9C538DD83B68B9EF405213F95197FEB2E","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-020","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_ARTIFACT_TOOL_RECEIPT.json","1399","CF947627FD3B70555907706A6E5039A4247FED4E91044E1ED395099AA31D6652","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-021","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_FORMULA_ERRORS.ndjson","60","ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-022","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_OVERVIEW.ndjson","10718","64AAD58E14FD3CB4BA4FF3957029BFB98143A0F71D5AA92B552F1D7E9E7CF2F0","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-023","independent_review_20260720/artifact_tool_independent_evidence/independent_evidence_qa.mjs","4057","DB87BFB80C8DB74BE764CD84644E0CB33B51B43ECA6B23E1395F42023C76648D","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-024","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_QA_A_I.png","190206","188DBD23EC1B862046E8712F6285393DB79E4EFAF9C7FCBB908FCE997DF4F313","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-025","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_QA_J_R.png","291146","BE1B05DEB8750DF717AA5C438C5668A88FA00E28583EBE5B3A6F27DE7C2389B7","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-026","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_QA_S_Y.png","160509","4E51FE2E15C42F351FB5659BE6F6B086955FB148C32114EA584C269048AA7D25","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-027","independent_review_20260720/artifact_tool_independent_evidence/INDEPENDENT_EVIDENCE_REGION.ndjson","785","7135A2AE83D5BB3AD419D6086232E809796A8AF05A088132D95E47E9F3F11631","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-028","independent_review_20260720/final_validate.py","13130","36FBD5DA38A538263C2F05B643D565CE29576CC1CF223704E61896EB74C7833D","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-029","independent_review_20260720/generate_manifest.py","3180","3CD87AC09C05338275CD65107910BB5980CD56452C974AFF5D6CEA2040DA73E5","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-030","independent_review_20260720/INDEPENDENT_EVIDENCE.csv","10426","061B0905D0AC6441E34A99EB6A8037FD9210096C4BFA51741606690042A8C857","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-031","independent_review_20260720/INDEPENDENT_EVIDENCE.jsonl","9784","C063CDE0A35AF6FEF2A63FC537EDFDDA1E1BF38D8F79E08E84A6DFE35B406BE1","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-032","independent_review_20260720/INDEPENDENT_EVIDENCE_MANIFEST.csv","7797","C40B43A1E8D09B844DC3A4A380AC739877C0BEA28403BBB0AB793C54B4E23FA8","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-033","independent_review_20260720/INDEPENDENT_EVIDENCE_MANIFEST_VALIDATION.json","664","4278F3645AA824363859AFA1FF4DF8C32ACA086FB9126E5C781E3E1E1D692670","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-034","independent_review_20260720/INDEPENDENT_FINAL_AUDIT_FAIL.md","5943","B1EEBE40CDEA502BA019B627CA1D2DDE744B80C08B7D32288646524C0D286BB8","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-035","independent_review_20260720/INDEPENDENT_PREVALIDATION.json","7625","FA36A9C70336B1FDDDCB917C8F6C0B00FA5FFD3DFFA0B66CC53D6A4252B4C8E2","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-036","independent_review_20260720/independent_validate.py","21469","8CFAA6E95CDF5205646B3BDABEF91F9C43011CD63089A24F2324754C105FD0E4","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-037","independent_review_20260720/INDEPENDENT_VALIDATION.json","9140","B9B0FBCAD774AA9F6E63F7A6CC12AA35A721F1068BF97DC35E5C6481E14B15E6","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-038","independent_review_20260720/INDEPENDENT_VISUAL_QA.md","2589","B71BD313C5A5449E2ACE8B8F23F688B2FA410AB517FC271C4F21D3DAF8482264","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-039","independent_review_20260720/rebuild/PRODUCER_PDFFONTS.txt","1235","FDBA2D33215659347C6F00F1F00A6C9C849B96281E50C660FD969287373EF37E","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-040","independent_review_20260720/rebuild/PRODUCER_PDFINFO.txt","666","8786A19BF0D47EE54D24196464A45C8B4D5E375744A6AA3B49D2829C83E61C8E","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-041","independent_review_20260720/rebuild/PRODUCER_TEXT_LAYOUT.txt","1350","984F7A5D41DCF693FE7EBAC0EAD29B52E5FC0D56D54F0A65C5888878442B7522","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-042","independent_review_20260720/rebuild/REVIEW_BUILD_PASS1.log","7123","5FDCB34DCEC8829733542B2E768A6B8F46BE865631CC106AFD016684803FCF9B","preserved_predecessor_review"
