row_type,row_id,parent_id,label,class_or_kind,service_route_count,future_query_execution_allowed_now,surface_gate_opened,translation_gate_opened,current_effect
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-01,DMOI-RF-LSS-ORPMRF-01,Penerjemahan Daring / Penjaring,translation_service_registry_row,,false,false,false,translation-context route only
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-02,DMOI-RF-LSS-ORPMRF-02,EYD Edisi V,orthography_service_registry_row,,false,false,false,orthography policy route only
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-03,DMOI-RF-LSS-ORPMRF-03,Korpus Indonesia,corpus_search_service_registry_row,,false,false,false,future corpus occurrence route only
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-04,DMOI-RF-LSS-ORPMRF-04,Tesaurus Tematis,thesaurus_service_registry_row,,false,false,false,future lexical-neighborhood route only
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-05,DMOI-RF-LSS-ORPMRF-05,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,,false,false,false,future dictionary entry route only
service_route_gate,DMOI-RF-LSS-SRCGM-SERVICE-06,DMOI-RF-LSS-ORPMRF-06,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,,false,false,false,future foreign-term equivalent route only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-01,RF-SEM-SLOT-01,relation predicate slot,concept_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-02,RF-SEM-SLOT-02,function mapping slot,concept_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-03,RF-SEM-SLOT-03,relation-function boundary marker,boundary_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-04,RF-SEM-SLOT-04,domain slot,argument_set_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-05,RF-SEM-SLOT-05,codomain slot,target_set_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-06,RF-SEM-SLOT-06,range or image slot,actual_output_set_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-07,RF-SEM-SLOT-07,injective or one-to-one property slot,function_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-08,RF-SEM-SLOT-08,surjective or onto property slot,function_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-09,RF-SEM-SLOT-09,bijective composite property slot,function_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-10,RF-SEM-SLOT-10,equivalence relation structure slot,structure_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-11,RF-SEM-SLOT-11,partial order or poset structure slot,structure_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-12,RF-SEM-SLOT-12,composition operation slot,operation_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-13,RF-SEM-SLOT-13,inverse operation or inverse relation slot,operation_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-14,RF-SEM-SLOT-14,arrow notation slot,notation_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-15,RF-SEM-SLOT-15,arrow read-aloud slot,accessibility_slot,5,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-16,RF-SEM-SLOT-16,reflexive property slot,relation_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-17,RF-SEM-SLOT-17,symmetric property slot,relation_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-18,RF-SEM-SLOT-18,antisymmetric property slot,relation_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-19,RF-SEM-SLOT-19,transitive property slot,relation_property_slot,4,false,false,false,tightens route-to-slot planning only
semantic_slot_gate,DMOI-RF-LSS-SRCGM-SLOT-20,RF-SEM-SLOT-20,source shelf selector slot,source_control_slot,2,false,false,false,tightens route-to-slot planning only
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-01,DMOI-RF-CAT-01,relation/function boundary in discrete structures,relation_core; function_core,5,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-02,DMOI-RF-CAT-02,"domain, codomain, and range language",domain_range,4,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-03,DMOI-RF-CAT-03,"function property family: one-to-one, onto, injective, surjective, bijective",function_properties,4,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-04,DMOI-RF-CAT-04,"equivalence relation, partial order, and poset family",equivalence_order; relation_properties,5,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-05,DMOI-RF-CAT-05,composition and inverse operation language,function_operations,5,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-06,DMOI-RF-CAT-06,mapping notation and arrow-reading conventions,function_mapping; function_core,5,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-07,DMOI-RF-CAT-07,"relation properties: reflexive, symmetric, antisymmetric, transitive",relation_properties,4,false,false,false,keep semantic architecture and service-route map; do not create forms
candidate_family_gate,DMOI-RF-LSS-SRCGM-FAMILY-08,DMOI-RF-CAT-08,high-density DMOI relation/function source files as future packet shelves,all_relation_function_term_families,2,false,false,false,keep semantic architecture and service-route map; do not create forms
