section,row_id,blocker_or_owner,criterion_type,requirement,passed,unfilled
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-01,approved_query_term_present,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-02,capture_policy_finalized,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-03,capture_policy_return_received,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-04,evidence_intake_gate_reviewed,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-05,forbidden_source_text_confirmed,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-06,license_terms_cleared,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-07,privacy_review_cleared,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-08,query_execution_authorized,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-09,query_string_filled,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-10,query_term_return_received,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-11,result_use_limit_filled,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
class_criteria,DMOI-RF-LSS-BCRCR-CLASS-12,service_route_selected,dated_non_personal_return_identity; blocker_class_scope_match; allowed_update_scope_bounded; source_text_and_result_capture_limits_confirmed,required_4,0,4
criterion,DMOI-RF-LSS-BCRCR-CRIT-001,approved_query_term_present,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-002,approved_query_term_present,blocker_class_scope_match,The future return must explicitly name approved_query_term_present and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-003,approved_query_term_present,allowed_update_scope_bounded,The future return may only authorize term/query-string/route-selection fields explicitly named in the return; it cannot authorize service-result capture or translation.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-004,approved_query_term_present,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-005,capture_policy_finalized,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-006,capture_policy_finalized,blocker_class_scope_match,The future return must explicitly name capture_policy_finalized and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-007,capture_policy_finalized,allowed_update_scope_bounded,"The future return may only authorize capture-policy, license/terms, privacy, or result-use-limit fields explicitly named in the return; it cannot authorize terms or translation.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-008,capture_policy_finalized,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-009,capture_policy_return_received,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-010,capture_policy_return_received,blocker_class_scope_match,The future return must explicitly name capture_policy_return_received and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-011,capture_policy_return_received,allowed_update_scope_bounded,"The future return may only authorize capture-policy, license/terms, privacy, or result-use-limit fields explicitly named in the return; it cannot authorize terms or translation.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-012,capture_policy_return_received,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-013,evidence_intake_gate_reviewed,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-014,evidence_intake_gate_reviewed,blocker_class_scope_match,The future return must explicitly name evidence_intake_gate_reviewed and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-015,evidence_intake_gate_reviewed,allowed_update_scope_bounded,"The future return may only authorize evidence-governance fields explicitly named in the return; it cannot authorize service queries, result capture, surfaces, or translation.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-016,evidence_intake_gate_reviewed,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-017,forbidden_source_text_confirmed,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-018,forbidden_source_text_confirmed,blocker_class_scope_match,The future return must explicitly name forbidden_source_text_confirmed and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-019,forbidden_source_text_confirmed,allowed_update_scope_bounded,"The future return may only authorize evidence-governance fields explicitly named in the return; it cannot authorize service queries, result capture, surfaces, or translation.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-020,forbidden_source_text_confirmed,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-021,license_terms_cleared,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-022,license_terms_cleared,blocker_class_scope_match,The future return must explicitly name license_terms_cleared and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-023,license_terms_cleared,allowed_update_scope_bounded,"The future return may only authorize capture-policy, license/terms, privacy, or result-use-limit fields explicitly named in the return; it cannot authorize terms or translation.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-024,license_terms_cleared,source_text_and_result_capture_limits_confirmed,"The future return must confirm that no source text, entry prose, corpus passage, example text, personal detail, token, or service-result body is copied into this lane.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-025,privacy_review_cleared,dated_non_personal_return_identity,"A future row must cite a dated non-personal return identity, owner/reviewer role, and return route label; personal contact details are not evidence.",false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-026,privacy_review_cleared,blocker_class_scope_match,The future return must explicitly name privacy_review_cleared and may not be generalized to unrelated blocker classes or other language lanes.,false,true
criterion,DMOI-RF-LSS-BCRCR-CRIT-027,privacy_review_cleared,allowed_update_scope_bounded,"The future return may only authorize capture-policy, license/terms, privacy, or result-use-limit fields explicitly named in the return; it cannot authorize terms or translation.",false,true
