precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_row_id,parent_precondition_blocker_return_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,current_precondition_value,blocker_status,blocker_resolved,resolution_evidence_filled,decision_rows_required,criteria_rows_unfilled,true_precondition_update_allowed_after_resolution,precondition_blocker_resolution_ready_after_blocker,query_execution_allowed_after_blocker,result_capture_allowed_after_blocker,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,decision_row_linkage_validated,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_decision_fields_filled,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_decisions_recorded,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_passed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,no_criteria_failed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_values_reviewed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0007,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_source_pointers_reviewed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0008,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,source_text_prohibition_confirmed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0009,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,allowed_true_precondition_update_bounded,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0010,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,authority_role_validated,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0011,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_query_gate_separate,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0012,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBRL-RET-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_surface_translation_gates_separate,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0013,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,decision_row_linkage_validated,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0014,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_decision_fields_filled,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0015,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_decisions_recorded,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0016,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_passed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0017,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,no_criteria_failed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0018,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBRL-RET-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,evidence_values_reviewed,false,unresolved_blank_template,false,false,4,4,false,false,false,false,false,false
