precondition_blocker_row_id,parent_resolution_precondition_row_id,parent_class_decision_summary_row_id,blocker_class,blocker_owner_class,precondition_name,current_precondition_value,blocker_status,blocker_resolved,resolution_evidence_filled,true_precondition_update_allowed_after_resolution,class_resolution_ready_after_blocker,query_execution_allowed_after_blocker,result_capture_allowed_after_blocker,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,all_criteria_passed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,no_criteria_failed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-007,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-008,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-009,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-010,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,authority_role_validated,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-011,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-012,DMOI-RF-LSS-BCRPC-CLASS-01,DMOI-RF-LSS-BCDL-CLASS-01,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-013,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-014,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-015,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-016,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-017,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-018,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,evidence_values_reviewed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-019,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,evidence_source_pointers_reviewed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-020,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,source_text_prohibition_confirmed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-021,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,allowed_update_scope_bounded,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-022,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,authority_role_validated,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-023,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,downstream_query_gate_separate,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-024,DMOI-RF-LSS-BCRPC-CLASS-02,DMOI-RF-LSS-BCDL-CLASS-02,capture_policy_finalized,capture_policy_return_owner,downstream_surface_translation_gates_separate,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-025,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,decision_row_linkage_validated,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-026,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_decision_fields_filled,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-027,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_criteria_decisions_recorded,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-028,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_criteria_passed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-029,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,no_criteria_failed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBLK-BLOCK-030,DMOI-RF-LSS-BCRPC-CLASS-03,DMOI-RF-LSS-BCDL-CLASS-03,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,false,unresolved_blank_template,false,false,false,false,false,false,false,false
