section,row_id,slot_or_service,parent_id,linked_query_term_row,linked_capture_policy_row,status,query_allowed_now
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-001,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-001,DMOI-RF-LSS-QTRL-TERM-01,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-002,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-002,DMOI-RF-LSS-QTRL-TERM-01,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-003,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-003,DMOI-RF-LSS-QTRL-TERM-01,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-004,RF-SEM-SLOT-01 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-004,DMOI-RF-LSS-QTRL-TERM-01,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-005,RF-SEM-SLOT-01 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-005,DMOI-RF-LSS-QTRL-TERM-01,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-006,RF-SEM-SLOT-02 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-006,DMOI-RF-LSS-QTRL-TERM-02,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-007,RF-SEM-SLOT-02 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-007,DMOI-RF-LSS-QTRL-TERM-02,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-008,RF-SEM-SLOT-02 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-008,DMOI-RF-LSS-QTRL-TERM-02,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-009,RF-SEM-SLOT-02 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-009,DMOI-RF-LSS-QTRL-TERM-02,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-010,RF-SEM-SLOT-02 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-010,DMOI-RF-LSS-QTRL-TERM-02,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-011,RF-SEM-SLOT-03 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-011,DMOI-RF-LSS-QTRL-TERM-03,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-012,RF-SEM-SLOT-03 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-012,DMOI-RF-LSS-QTRL-TERM-03,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-013,RF-SEM-SLOT-03 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-013,DMOI-RF-LSS-QTRL-TERM-03,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-014,RF-SEM-SLOT-03 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-014,DMOI-RF-LSS-QTRL-TERM-03,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-015,RF-SEM-SLOT-04 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-015,DMOI-RF-LSS-QTRL-TERM-04,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-016,RF-SEM-SLOT-04 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-016,DMOI-RF-LSS-QTRL-TERM-04,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-017,RF-SEM-SLOT-04 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-017,DMOI-RF-LSS-QTRL-TERM-04,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-018,RF-SEM-SLOT-04 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-018,DMOI-RF-LSS-QTRL-TERM-04,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-019,RF-SEM-SLOT-05 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-019,DMOI-RF-LSS-QTRL-TERM-05,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-020,RF-SEM-SLOT-05 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-020,DMOI-RF-LSS-QTRL-TERM-05,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-021,RF-SEM-SLOT-05 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-021,DMOI-RF-LSS-QTRL-TERM-05,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-022,RF-SEM-SLOT-05 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-022,DMOI-RF-LSS-QTRL-TERM-05,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-023,RF-SEM-SLOT-06 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-023,DMOI-RF-LSS-QTRL-TERM-06,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-024,RF-SEM-SLOT-06 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-024,DMOI-RF-LSS-QTRL-TERM-06,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-025,RF-SEM-SLOT-06 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-025,DMOI-RF-LSS-QTRL-TERM-06,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-026,RF-SEM-SLOT-06 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-026,DMOI-RF-LSS-QTRL-TERM-06,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-027,RF-SEM-SLOT-07 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-027,DMOI-RF-LSS-QTRL-TERM-07,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-028,RF-SEM-SLOT-07 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-028,DMOI-RF-LSS-QTRL-TERM-07,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-029,RF-SEM-SLOT-07 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-029,DMOI-RF-LSS-QTRL-TERM-07,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-030,RF-SEM-SLOT-07 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-030,DMOI-RF-LSS-QTRL-TERM-07,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-031,RF-SEM-SLOT-08 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-031,DMOI-RF-LSS-QTRL-TERM-08,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-032,RF-SEM-SLOT-08 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-032,DMOI-RF-LSS-QTRL-TERM-08,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-033,RF-SEM-SLOT-08 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-033,DMOI-RF-LSS-QTRL-TERM-08,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-034,RF-SEM-SLOT-08 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-034,DMOI-RF-LSS-QTRL-TERM-08,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-035,RF-SEM-SLOT-09 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-035,DMOI-RF-LSS-QTRL-TERM-09,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-036,RF-SEM-SLOT-09 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-036,DMOI-RF-LSS-QTRL-TERM-09,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-037,RF-SEM-SLOT-09 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-037,DMOI-RF-LSS-QTRL-TERM-09,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-038,RF-SEM-SLOT-09 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-038,DMOI-RF-LSS-QTRL-TERM-09,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-039,RF-SEM-SLOT-10 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-039,DMOI-RF-LSS-QTRL-TERM-10,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-040,RF-SEM-SLOT-10 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-040,DMOI-RF-LSS-QTRL-TERM-10,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-041,RF-SEM-SLOT-10 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-041,DMOI-RF-LSS-QTRL-TERM-10,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-042,RF-SEM-SLOT-10 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-042,DMOI-RF-LSS-QTRL-TERM-10,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-043,RF-SEM-SLOT-10 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-043,DMOI-RF-LSS-QTRL-TERM-10,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-044,RF-SEM-SLOT-11 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-044,DMOI-RF-LSS-QTRL-TERM-11,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-045,RF-SEM-SLOT-11 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-045,DMOI-RF-LSS-QTRL-TERM-11,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-046,RF-SEM-SLOT-11 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-046,DMOI-RF-LSS-QTRL-TERM-11,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-047,RF-SEM-SLOT-11 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-047,DMOI-RF-LSS-QTRL-TERM-11,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-048,RF-SEM-SLOT-11 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-048,DMOI-RF-LSS-QTRL-TERM-11,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-049,RF-SEM-SLOT-12 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-049,DMOI-RF-LSS-QTRL-TERM-12,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-050,RF-SEM-SLOT-12 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-050,DMOI-RF-LSS-QTRL-TERM-12,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-051,RF-SEM-SLOT-12 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-051,DMOI-RF-LSS-QTRL-TERM-12,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-052,RF-SEM-SLOT-12 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-052,DMOI-RF-LSS-QTRL-TERM-12,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-053,RF-SEM-SLOT-12 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-053,DMOI-RF-LSS-QTRL-TERM-12,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-054,RF-SEM-SLOT-13 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-054,DMOI-RF-LSS-QTRL-TERM-13,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-055,RF-SEM-SLOT-13 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-055,DMOI-RF-LSS-QTRL-TERM-13,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-056,RF-SEM-SLOT-13 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-056,DMOI-RF-LSS-QTRL-TERM-13,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-057,RF-SEM-SLOT-13 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-057,DMOI-RF-LSS-QTRL-TERM-13,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-058,RF-SEM-SLOT-13 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-058,DMOI-RF-LSS-QTRL-TERM-13,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
