section,row_id,slot_or_service,parent_id,blocker_class,owner_class,status,resolved
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0001,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,capture_policy_return_received,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0002,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,capture_policy_finalized,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0003,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,query_term_return_received,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0004,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,approved_query_term_present,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0005,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,query_string_filled,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0006,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,service_route_selected,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0007,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,license_terms_cleared,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0008,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,privacy_review_cleared,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0009,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,forbidden_source_text_confirmed,evidence_governance_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0010,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,result_use_limit_filled,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0011,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,evidence_intake_gate_reviewed,evidence_governance_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0012,RF-SEM-SLOT-01 / Tesaurus Tematis,DMOI-RF-LSS-SQPC-OPT-001,query_execution_authorized,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0013,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,capture_policy_return_received,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0014,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,capture_policy_finalized,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0015,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,query_term_return_received,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0016,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,approved_query_term_present,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0017,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,query_string_filled,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0018,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,service_route_selected,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0019,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,license_terms_cleared,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0020,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,privacy_review_cleared,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0021,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,forbidden_source_text_confirmed,evidence_governance_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0022,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,result_use_limit_filled,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0023,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,evidence_intake_gate_reviewed,evidence_governance_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0024,RF-SEM-SLOT-01 / Korpus Indonesia,DMOI-RF-LSS-SQPC-OPT-002,query_execution_authorized,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0025,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-SQPC-OPT-003,capture_policy_return_received,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0026,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-SQPC-OPT-003,capture_policy_finalized,capture_policy_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0027,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-SQPC-OPT-003,query_term_return_received,query_term_return_owner,unresolved_blank_template_only,false
blocker_detail,DMOI-RF-LSS-SQPBL-BLOCK-0028,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-SQPC-OPT-003,approved_query_term_present,query_term_return_owner,unresolved_blank_template_only,false
