precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_return_criteria_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,return_fields_filled,return_received,resolution_evidence_pointer_reviewed,source_text_prohibition_confirmed,precondition_blocker_resolved_after_return,query_execution_allowed_after_return,source_text_allowed_after_return,surface_gate_opened,translation_gate_opened,return_status
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00001,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00001,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00001,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00002,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00002,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00002,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00003,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00003,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00003,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00004,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00004,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00004,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00005,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00005,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00005,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00006,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00006,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00006,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00007,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00007,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00007,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00008,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00008,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00008,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00009,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00009,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00009,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00010,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00010,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00010,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00011,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00011,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00011,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00012,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00012,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00012,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0001,DMOI-RF-LSS-BCRPBEDPBRL-RET-0001,DMOI-RF-LSS-BCRPBEDPBRER-RET-0001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00013,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00013,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00013,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00014,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00014,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00014,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00015,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00015,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00015,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00016,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00016,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00016,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00017,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00017,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00017,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00018,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00018,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00018,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00019,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00019,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00019,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00020,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00020,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00020,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00021,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00021,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00021,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00022,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00022,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00022,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00023,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00023,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00023,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00024,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00024,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00024,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0002,DMOI-RF-LSS-BCRPBEDPBRL-RET-0002,DMOI-RF-LSS-BCRPBEDPBRER-RET-0002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00025,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00025,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00025,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00026,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00026,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00026,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00027,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00027,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00027,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00028,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00028,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00028,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
