precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_resolution_precondition_row_id,blocker_class,blocker_owner_class,precondition_name,request_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved_after_return,true_precondition_update_allowed_after_return,class_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBRR-REQ-001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-002,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-003,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-004,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-005,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-006,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-007,DMOI-RF-LSS-BCRPBLK-BLOCK-007,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-008,DMOI-RF-LSS-BCRPBLK-BLOCK-008,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-009,DMOI-RF-LSS-BCRPBLK-BLOCK-009,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-010,DMOI-RF-LSS-BCRPBLK-BLOCK-010,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-011,DMOI-RF-LSS-BCRPBLK-BLOCK-011,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-012,DMOI-RF-LSS-BCRPBLK-BLOCK-012,DMOI-RF-LSS-BCRPC-CLASS-01,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-013,DMOI-RF-LSS-BCRPBLK-BLOCK-013,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-014,DMOI-RF-LSS-BCRPBLK-BLOCK-014,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-018,DMOI-RF-LSS-BCRPBLK-BLOCK-018,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-019,DMOI-RF-LSS-BCRPBLK-BLOCK-019,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-020,DMOI-RF-LSS-BCRPBLK-BLOCK-020,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-021,DMOI-RF-LSS-BCRPBLK-BLOCK-021,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-022,DMOI-RF-LSS-BCRPBLK-BLOCK-022,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-023,DMOI-RF-LSS-BCRPBLK-BLOCK-023,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-024,DMOI-RF-LSS-BCRPBLK-BLOCK-024,DMOI-RF-LSS-BCRPC-CLASS-02,capture_policy_finalized,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-025,DMOI-RF-LSS-BCRPBLK-BLOCK-025,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-026,DMOI-RF-LSS-BCRPBLK-BLOCK-026,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-027,DMOI-RF-LSS-BCRPBLK-BLOCK-027,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-028,DMOI-RF-LSS-BCRPBLK-BLOCK-028,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-029,DMOI-RF-LSS-BCRPBLK-BLOCK-029,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-030,DMOI-RF-LSS-BCRPBLK-BLOCK-030,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-031,DMOI-RF-LSS-BCRPBLK-BLOCK-031,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-032,DMOI-RF-LSS-BCRPBLK-BLOCK-032,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-033,DMOI-RF-LSS-BCRPBLK-BLOCK-033,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-034,DMOI-RF-LSS-BCRPBLK-BLOCK-034,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-035,DMOI-RF-LSS-BCRPBLK-BLOCK-035,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-036,DMOI-RF-LSS-BCRPBLK-BLOCK-036,DMOI-RF-LSS-BCRPC-CLASS-03,capture_policy_return_received,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-037,DMOI-RF-LSS-BCRPBLK-BLOCK-037,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-038,DMOI-RF-LSS-BCRPBLK-BLOCK-038,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-039,DMOI-RF-LSS-BCRPBLK-BLOCK-039,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-040,DMOI-RF-LSS-BCRPBLK-BLOCK-040,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-041,DMOI-RF-LSS-BCRPBLK-BLOCK-041,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-042,DMOI-RF-LSS-BCRPBLK-BLOCK-042,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
