precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,request_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved_after_return,true_precondition_update_allowed_after_return,precondition_blocker_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0001,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0001,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0002,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0002,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0003,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0004,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0005,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0005,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0006,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0006,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0007,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0007,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0008,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0008,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0009,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0009,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0010,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0010,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0011,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0011,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0012,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0012,DMOI-RF-LSS-BCRPBLK-BLOCK-001,DMOI-RF-LSS-BCRPBEDPC-BLOCK-001,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0013,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0013,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0014,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0014,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0015,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0015,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0016,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0016,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0017,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0017,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0018,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0018,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0019,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0019,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0020,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0020,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0021,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0021,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0022,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0022,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0023,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0023,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0024,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0024,DMOI-RF-LSS-BCRPBLK-BLOCK-002,DMOI-RF-LSS-BCRPBEDPC-BLOCK-002,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0025,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0025,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0026,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0026,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0027,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0027,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0028,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0028,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
