row_type,row_id,parent_id,label,class_or_status,policy_finalized,query_allowed_now,result_captured,surface_allowed,translation_allowed
policy_shell,DMOI-RF-LSS-SCPB-SHELL-01,DMOI-RF-LSS-ORPMRF-04,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
policy_shell,DMOI-RF-LSS-SCPB-SHELL-02,DMOI-RF-LSS-ORPMRF-03,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
policy_shell,DMOI-RF-LSS-SCPB-SHELL-03,DMOI-RF-LSS-ORPMRF-05,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
policy_shell,DMOI-RF-LSS-SCPB-SHELL-04,DMOI-RF-LSS-ORPMRF-06,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
policy_shell,DMOI-RF-LSS-SCPB-SHELL-05,DMOI-RF-LSS-ORPMRF-01,Penerjemahan Daring / Penjaring,translation_service_registry_row,false,false,false,false,false
policy_shell,DMOI-RF-LSS-SCPB-SHELL-06,DMOI-RF-LSS-ORPMRF-02,EYD Edisi V,orthography_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-001,DMOI-RF-LSS-SQTB-OPT-001,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-002,DMOI-RF-LSS-SQTB-OPT-002,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-003,DMOI-RF-LSS-SQTB-OPT-003,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-004,DMOI-RF-LSS-SQTB-OPT-004,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-005,DMOI-RF-LSS-SQTB-OPT-005,Penerjemahan Daring / Penjaring,translation_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-006,DMOI-RF-LSS-SQTB-OPT-006,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-007,DMOI-RF-LSS-SQTB-OPT-007,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-008,DMOI-RF-LSS-SQTB-OPT-008,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-009,DMOI-RF-LSS-SQTB-OPT-009,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-010,DMOI-RF-LSS-SQTB-OPT-010,Penerjemahan Daring / Penjaring,translation_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-011,DMOI-RF-LSS-SQTB-OPT-011,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-012,DMOI-RF-LSS-SQTB-OPT-012,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-013,DMOI-RF-LSS-SQTB-OPT-013,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-014,DMOI-RF-LSS-SQTB-OPT-014,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-015,DMOI-RF-LSS-SQTB-OPT-015,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-016,DMOI-RF-LSS-SQTB-OPT-016,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-017,DMOI-RF-LSS-SQTB-OPT-017,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-018,DMOI-RF-LSS-SQTB-OPT-018,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-019,DMOI-RF-LSS-SQTB-OPT-019,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-020,DMOI-RF-LSS-SQTB-OPT-020,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-021,DMOI-RF-LSS-SQTB-OPT-021,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-022,DMOI-RF-LSS-SQTB-OPT-022,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-023,DMOI-RF-LSS-SQTB-OPT-023,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-024,DMOI-RF-LSS-SQTB-OPT-024,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-025,DMOI-RF-LSS-SQTB-OPT-025,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-026,DMOI-RF-LSS-SQTB-OPT-026,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-027,DMOI-RF-LSS-SQTB-OPT-027,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-028,DMOI-RF-LSS-SQTB-OPT-028,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-029,DMOI-RF-LSS-SQTB-OPT-029,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-030,DMOI-RF-LSS-SQTB-OPT-030,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-031,DMOI-RF-LSS-SQTB-OPT-031,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-032,DMOI-RF-LSS-SQTB-OPT-032,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-033,DMOI-RF-LSS-SQTB-OPT-033,Kamus Besar Bahasa Indonesia,official_dictionary_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-034,DMOI-RF-LSS-SQTB-OPT-034,Senarai Padanan Asing Indonesia / Pasti,foreign_term_equivalent_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-035,DMOI-RF-LSS-SQTB-OPT-035,Tesaurus Tematis,thesaurus_service_registry_row,false,false,false,false,false
service_option_assignment,DMOI-RF-LSS-SCPB-ASSIGN-036,DMOI-RF-LSS-SQTB-OPT-036,Korpus Indonesia,corpus_search_service_registry_row,false,false,false,false,false
