section,row_id,blocker_or_area,criterion_type,status,evidence_value_filled,criterion_passed
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-001,approved_query_term_present,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-002,approved_query_term_present,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-003,approved_query_term_present,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-004,approved_query_term_present,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-005,capture_policy_finalized,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-006,capture_policy_finalized,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-007,capture_policy_finalized,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-008,capture_policy_finalized,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-009,capture_policy_return_received,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-010,capture_policy_return_received,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-011,capture_policy_return_received,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-012,capture_policy_return_received,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-013,evidence_intake_gate_reviewed,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-014,evidence_intake_gate_reviewed,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-015,evidence_intake_gate_reviewed,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-016,evidence_intake_gate_reviewed,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-017,forbidden_source_text_confirmed,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-018,forbidden_source_text_confirmed,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-019,forbidden_source_text_confirmed,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-020,forbidden_source_text_confirmed,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-021,license_terms_cleared,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-022,license_terms_cleared,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-023,license_terms_cleared,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-024,license_terms_cleared,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-025,privacy_review_cleared,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-026,privacy_review_cleared,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-027,privacy_review_cleared,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-028,privacy_review_cleared,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-029,query_execution_authorized,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-030,query_execution_authorized,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-031,query_execution_authorized,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-032,query_execution_authorized,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-033,query_string_filled,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-034,query_string_filled,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-035,query_string_filled,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-036,query_string_filled,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-037,query_term_return_received,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-038,query_term_return_received,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-039,query_term_return_received,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-040,query_term_return_received,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-041,result_use_limit_filled,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-042,result_use_limit_filled,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-043,result_use_limit_filled,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-044,result_use_limit_filled,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-045,service_route_selected,dated_non_personal_return_identity,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-046,service_route_selected,blocker_class_scope_match,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-047,service_route_selected,allowed_update_scope_bounded,blank_evidence_row,false,false
evidence_intake,DMOI-RF-LSS-BCEIL-EVID-048,service_route_selected,source_text_and_result_capture_limits_confirmed,blank_evidence_row,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-01,approved_query_term_present,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-02,capture_policy_finalized,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-03,capture_policy_return_received,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-04,evidence_intake_gate_reviewed,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-05,forbidden_source_text_confirmed,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-06,license_terms_cleared,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-07,privacy_review_cleared,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-08,query_execution_authorized,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-09,query_string_filled,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-10,query_term_return_received,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-11,result_use_limit_filled,,filled_0_of_4,false,false
class_summary,DMOI-RF-LSS-BCEIL-CLASS-12,service_route_selected,,filled_0_of_4,false,false
owner_summary,DMOI-RF-LSS-BCEIL-OWNER-01,capture_policy_return_owner,,filled_0_of_20,false,false
owner_summary,DMOI-RF-LSS-BCEIL-OWNER-02,evidence_governance_owner,,filled_0_of_8,false,false
owner_summary,DMOI-RF-LSS-BCEIL-OWNER-03,query_term_return_owner,,filled_0_of_20,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-001,RF-SEM-SLOT-01 / Tesaurus Tematis,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-002,RF-SEM-SLOT-01 / Korpus Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-003,RF-SEM-SLOT-01 / Kamus Besar Bahasa Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-004,RF-SEM-SLOT-01 / Senarai Padanan Asing Indonesia / Pasti,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-005,RF-SEM-SLOT-01 / Penerjemahan Daring / Penjaring,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-006,RF-SEM-SLOT-02 / Tesaurus Tematis,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-007,RF-SEM-SLOT-02 / Korpus Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-008,RF-SEM-SLOT-02 / Kamus Besar Bahasa Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-009,RF-SEM-SLOT-02 / Senarai Padanan Asing Indonesia / Pasti,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-010,RF-SEM-SLOT-02 / Penerjemahan Daring / Penjaring,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-011,RF-SEM-SLOT-03 / Tesaurus Tematis,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-012,RF-SEM-SLOT-03 / Korpus Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-013,RF-SEM-SLOT-03 / Kamus Besar Bahasa Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-014,RF-SEM-SLOT-03 / Senarai Padanan Asing Indonesia / Pasti,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-015,RF-SEM-SLOT-04 / Tesaurus Tematis,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-016,RF-SEM-SLOT-04 / Korpus Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-017,RF-SEM-SLOT-04 / Kamus Besar Bahasa Indonesia,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-018,RF-SEM-SLOT-04 / Senarai Padanan Asing Indonesia / Pasti,,filled_0_of_48,false,false
option_coverage,DMOI-RF-LSS-BCEIL-OPT-019,RF-SEM-SLOT-05 / Tesaurus Tematis,,filled_0_of_48,false,false
