section,row_id,owner_or_area,class_or_parent,blocker_count,status,returns,resolutions
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-01,query_term_return_owner,approved_query_term_present,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-02,capture_policy_return_owner,capture_policy_finalized,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-03,capture_policy_return_owner,capture_policy_return_received,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-04,evidence_governance_owner,evidence_intake_gate_reviewed,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-05,evidence_governance_owner,forbidden_source_text_confirmed,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-06,capture_policy_return_owner,license_terms_cleared,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-07,capture_policy_return_owner,privacy_review_cleared,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-08,query_term_return_owner,query_execution_authorized,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-09,query_term_return_owner,query_string_filled,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-10,query_term_return_owner,query_term_return_received,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-11,capture_policy_return_owner,result_use_limit_filled,86,blank_return_ledger_only,0,0
class_resolution_return,DMOI-RF-LSS-SQPCRL-CLASS-12,query_term_return_owner,service_route_selected,86,blank_return_ledger_only,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0001,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-03,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0002,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-02,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0003,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-10,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0004,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-01,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0005,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-09,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0006,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-12,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0007,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-06,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0008,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-07,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0009,evidence_governance_owner,DMOI-RF-LSS-SQPCRL-CLASS-05,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0010,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-11,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0011,evidence_governance_owner,DMOI-RF-LSS-SQPCRL-CLASS-04,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0012,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-08,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0013,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-03,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0014,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-02,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0015,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-10,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0016,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-01,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0017,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-09,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0018,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-12,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0019,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-06,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0020,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-07,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0021,evidence_governance_owner,DMOI-RF-LSS-SQPCRL-CLASS-05,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0022,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-11,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0023,evidence_governance_owner,DMOI-RF-LSS-SQPCRL-CLASS-04,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0024,query_term_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-08,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0025,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-03,1,unresolved_waiting_for_class_resolution_return,0,0
blocker_detail_return_link,DMOI-RF-LSS-SQPCRL-LINK-0026,capture_policy_return_owner,DMOI-RF-LSS-SQPCRL-CLASS-02,1,unresolved_waiting_for_class_resolution_return,0,0
