section,row_id,slot_or_service,parent_id,linked_row,status_or_blank_fields,query_allowed_now
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-01,RF-SEM-SLOT-01,DMOI-RF-LSS-CPRL-TEMPLATE-01,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04; DMOI-RF-LSS-CPRL-RETURN-05,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-02,RF-SEM-SLOT-02,DMOI-RF-LSS-CPRL-TEMPLATE-02,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04; DMOI-RF-LSS-CPRL-RETURN-05,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-03,RF-SEM-SLOT-03,DMOI-RF-LSS-CPRL-TEMPLATE-03,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-04,RF-SEM-SLOT-04,DMOI-RF-LSS-CPRL-TEMPLATE-04,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-05,RF-SEM-SLOT-05,DMOI-RF-LSS-CPRL-TEMPLATE-05,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-06,RF-SEM-SLOT-06,DMOI-RF-LSS-CPRL-TEMPLATE-06,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-07,RF-SEM-SLOT-07,DMOI-RF-LSS-CPRL-TEMPLATE-07,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-08,RF-SEM-SLOT-08,DMOI-RF-LSS-CPRL-TEMPLATE-08,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-09,RF-SEM-SLOT-09,DMOI-RF-LSS-CPRL-TEMPLATE-09,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-10,RF-SEM-SLOT-10,DMOI-RF-LSS-CPRL-TEMPLATE-10,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04; DMOI-RF-LSS-CPRL-RETURN-05,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
query_term_return_template,DMOI-RF-LSS-QTRL-TERM-11,RF-SEM-SLOT-11,DMOI-RF-LSS-CPRL-TEMPLATE-11,DMOI-RF-LSS-CPRL-RETURN-01; DMOI-RF-LSS-CPRL-RETURN-02; DMOI-RF-LSS-CPRL-RETURN-03; DMOI-RF-LSS-CPRL-RETURN-04; DMOI-RF-LSS-CPRL-RETURN-05,return_date; return_authority_role; non_personal_route_or_owner_id; approved_query_term; approved_query_term_language_scope; term_source_pointer; term_source_license_note; term_register_or_morphology_note; forbidden_source_text_confirmed; query_string_builder_note; service_route_selection_rule; next_allowed_artifact,false
