"file","bytes","last_write_time_utc","sha256","gate"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","13009","2026-07-04T04:00:33.9903594Z","f63e620c6cc8e4ac1677d6903d1e36cddccb58a80d7771e8dfeadcdbe3444b60","support_metadata_only_no_promotion"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv","4579","2026-07-04T20:10:10.8443721Z","5e7b40530965371674fdc748f77f0d5cfff7704ca7d8ff46935020e2e21421ef","support_metadata_only_no_promotion"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","9318","2026-07-04T04:10:28.2168388Z","283baaf9cd1ce042d638154c41337042fba6605d8f49104574923a83aab45e1f","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9214","2026-07-04T04:00:34.0021977Z","32ae95f0fb8b6cd6a9ced29eae030f149a014a3a7bb57a98070775ff21ee3898","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md","11083","2026-07-04T16:50:47.7765120Z","440acce83a9457aa2f85579a45f4bfb9536a52c92d33fd5ef5844a62b29e8acb","support_metadata_only_no_promotion"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md","7949","2026-07-04T20:07:34.3073295Z","3b74433f82be2aee9c7a4fad238978d66e5bd45ac5351d8eb86242a4b368b558","support_metadata_only_no_promotion"
"NOETHER_R6_DURABLE_RUN_LOG_20260704.md","19889","2026-07-04T20:09:52.0700358Z","bb255213dd63c7e730d422aef5b31693769bafce63deca3cd536cd0bc3334c08","support_metadata_only_no_promotion"
"NOETHER_R6_GATE_STATE_20260704.json","3813","2026-07-04T20:10:01.2128135Z","656a7f10d3ac83b765c47bf2324225e9c8f83394a8f6b3c244a5086767c1ce07","support_metadata_only_no_promotion"
"NOETHER_R6_OCR_ACCESSIBILITY_VISUAL_SOURCE_ROUTING_20260704.md","11507","2026-07-04T06:25:33.9463546Z","454be3c3e0fd1ba016bac792023a8c6cca6adfc236721392906f2e2fb56fafa7","support_metadata_only_no_promotion"
"NOETHER_R6_OCR_ACCESSIBILITY_VISUAL_SOURCE_ROUTING_MATRIX_20260704.csv","3320","2026-07-04T06:25:33.9473550Z","70e980571778c4496022e3adb130019d6f6dfe78f530b6401e511eaf7c776f6c","support_metadata_only_no_promotion"
"NOETHER_R6_REVIEWER_ROUTE_PREPARATION_SLICE_03_20260704.md","5388","2026-07-04T04:14:36.2545283Z","92dacfa675e4517d4003e1c702b10a69cb7e40883608bd819b74688b24c5adde","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","41566","2026-07-04T16:46:53.1611273Z","a55f38ec6d853de2ba637839238c9471df503476daa90d627cd590f1563d4334","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_CANON_REQUIRED_FIELD_MIRROR_20260704.csv","116866","2026-07-04T20:08:26.3145441Z","d75eff2b0be90f2344ab733452bc9e4a9d4d15a89f8f6850e2c57f95d5e09a57","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv","105650","2026-07-04T16:43:51.0616409Z","bfccb769cc614ec09bfd265a0d234ee6d94dd59aa11cc8b8860fc4767ab97278","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","6859","2026-07-04T20:09:24.9456777Z","1a2277ae313b8b0fff34f4e98a79a4c314da1aee42801bf3b85f05957bd860e2","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_REVIEWER_ETHICS_MATRIX_20260704.csv","6803","2026-07-04T04:00:34.0011617Z","9f55c3dd685172797d8ad529065a91dcff111df182665f62e4c247d79c118120","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_LANE_COMPLETION_RECORD_20260704.md","4491","2026-07-04T20:07:11.0871676Z","a2a4963b629770f24dab17adb56da0223337b6d4129c7fa1765beb2848eee3f6","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","6517","2026-07-04T20:09:12.0367455Z","2273eb9743827e11fc22507f26172a76cce5d236109c107296571f06849e64c5","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_ROUTE_COVERAGE_LEDGER_20260704.md","9076","2026-07-04T20:06:58.8274199Z","b7cc7c350152798eb9d3cfaf8f1e875d96175a3ccb08b1f7cf72135c627ba7de","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8216","2026-07-04T20:07:22.3385985Z","0c23bf89812057c678eaa189a3c3caa8c8cf9cd1ff265c428b9a963694088eff","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","7548","2026-07-04T20:10:18.3018017Z","98d8bf2f0ab7921d7de5677c9e7cfd14e114505dc9fb3ceaa34971987ce99c05","support_metadata_only_no_promotion"
