path,size,sha256
00_doc/AUDIT.md,2397,645a90a67e208834b9d983acd7e8e47aa9d4fe9884b664e98761a62eeb74188e
00_doc/BUILD.md,1211,8319b8d1b8f9ba02598f42b7c9af24bafc958fa1aa9fee4fbd5e7487e7caa83a
00_doc/CONTINUE.md,874,5c95ec076fe118766c62a7c5bca646a01cc7381b71c325b3fd86e580285a1e30
00_doc/README.md,1144,37a85751e9360370f224c94b3d96aca6eaa6b4560e8572a738018719f358ba3d
01_work/es/N43_ES.log,23624,46b81e4b916a5802a405fbbe54d85abf02bc0aa57d72c3af49cdb142ad673868
01_work/es/N43_ES.pdf,230539,72fd3724569e383e1d572cb06cd71479945d02b1552a38b5636629fbfb1adb66
01_work/es/N43_ES.tex,30448,d56bd4d33e1f49830fbf07aa14783955a0152f2541fe74e0a03ed35e5160ce50
01_work/es/N43_ES_body.tex,29294,6c31fc6aa47f6968f0b56ca147b047015ca089d6f7ab0df7c2587af09b645df6
01_work/ja/N43_JA.log,23998,cdf8291993588d6229315d2b1bd179df2de4cdec44b401cbee53881b979a536b
01_work/ja/N43_JA.pdf,175419,f7ec97f83d72c713349cc5800805664edab7d9d45be5c8ea5c6d669aab917135
01_work/ja/N43_JA.tex,30723,cd461aeb753c6fa8a520a04910bf301185b2fb4b823419e62d032d7f0504d152
01_work/ja/N43_JA_body.tex,29636,d7c454befbe6eb9d3aad687b4c0937e8a91b62a1ad5a907e100fa9a45c382e1a
02_cum/es/N43_cum_ES.log,28301,400e4b3cdc99ff11f258cacf8531ad4b70ccbff813b382361829156b3f0a27c9
02_cum/es/N43_cum_ES.pdf,2293860,9d211518b0ce58b40eeade91128ce1088750db2ba7d0650377dffc6c5c16bd48
02_cum/es/N43_cum_ES.tex,1761038,c49852031e60006d37499ddafc82c5e6f91d10bbad342e7f9858a8b528841453
02_cum/ja/N43_cum_JA.log,27701,100d50d90693302c01cf814b661f45c750d11267b7a32ba7c25efe915255d99f
02_cum/ja/N43_cum_JA.pdf,2168747,727b0cb6410de6e8808265e04e437366d68d00f5bc193eab7e8ed74937de9a89
02_cum/ja/N43_cum_JA.tex,1757669,4cc83ed90569b9d6b9f60dab390f35b8f2170e967884a25c7366098e1aa0a953
03_meth/gloss_cum.csv,50975,09ce591fc927e2f39583e3d8b4bb9957b28da859eedc4f7920ff080838a83392
03_meth/gloss_p43.csv,1503,ad60cf12f82a9dba9e264f8f127a2dceb6560d9e0d542748f21815290637cc7d
03_meth/gloss_prev.csv,49565,57bf6834dfd6859e1f3fe26c01918701a5f5f28257f1fdb397dbec2fd77fa02a
