"root_id","relative_path","expected_sha256","status","detail"
"r3_2bd_same_frontier_repaired","B3_UPLOADER_READY_SUMMARY.csv","829ea73ab43c11b151b7df430174976e418c1343390ff6d137384979c8d4b35e","ok","ok"
"r3_2bd_same_frontier_repaired","MANIFEST.csv","cd6613cd12f3a39a673793b531affa8354d634a5147d5b08561a2999fc50a8c1","ok","ok"
"r3_2bd_same_frontier_repaired","PACKAGE_VALIDATION.json","96809b420abc88c077b0b52a5d1db594d1823280fa2e8dc20d1a1e0a985b41fe","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_BLOCKERS_AND_RECOVERY_ROWS.csv","be4bd19e4a246fad16806064274d5adc15c0377e327cae5f63d47ac8b941ce9d","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_FABLE_ADVERSE_DO_NOT_USE_SAME_FRONTIER.csv","8a26d9c9305162e0a3e850e924da2809d5b859b03342d3db8b8378fd887fe64c","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_MICRO_EVIDENCE_CARRYFORWARD_ROWS.csv","7a0698fb7949cf83fa9d5f8fb9f32e5cb0e3e589ddd2f719449b2b817a2a365c","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_README_VARIABLE_REPAIR_NOTE.csv","e390a0a510eb775661c400a1dc9f890d77f57d67b08b2da44fd19cead097e4b1","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_SAME_FRONTIER_BRANCH_CHECK.csv","a990c91b3883493ef240f430ff744fd132ea9407059ca060e47304121b92836d","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_SOURCE_USE_GAP_SAME_FRONTIER_LEDGER.csv","e2c4866bbb1bc85fe12c582c721a031093e03a46eba8fff69afadc6f59401c21","ok","ok"
"r3_2bd_same_frontier_repaired","R3_2BD3E449_VISIBLE_SIBLING_WAKE_LEDGER.csv","6f951289be80346e1b69297bdfadae93a9d4133b298507192765485dddba5e7d","ok","ok"
"r3_2bd_same_frontier_repaired","README.md","3eb29dc3300f7a0cf4e1e3d54443df1d67d834247e868b40a5402132992aab43","ok","ok"
"r6_aeed56e7_current_head_source_start","b3/B3_ROUTE.csv","f716139c8fff1a326721f06e1299def208ae47f400b69c47bf4fc3fd6b86d5c3","ok","ok"
"r6_aeed56e7_current_head_source_start","blockers/R6_AEED56E7_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","220943cb0517410dde7422255bdafcf0bbe9a26f7c5f204032f44c2787e64fe8","ok","ok"
"r6_aeed56e7_current_head_source_start","branch-current/R6_AEED56E7_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","f4a954083631dbf476ab32115bedcfb48b79dd7977c9b4de2cd51ceba51e1941","ok","ok"
"r6_aeed56e7_current_head_source_start","branch-current/R6_AEED56E7_LOCAL_HEAD_NAMED_FILE_HITS.csv","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","ok","ok"
"r6_aeed56e7_current_head_source_start","branch-current/R6_AEED56E7_PAYLOAD_FRONTIER_CORRECTION.csv","dea20f2a5dabc1e5623b764a2b94f0f667915ef238b8493cc9b0fea5f0da8e75","ok","ok"
"r6_aeed56e7_current_head_source_start","ethics/R6_AEED56E7_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","7d483cd68cc51ae9d144b277548e59e1f04198e1aeb0ff9f7c186b03787e253b","ok","ok"
"r6_aeed56e7_current_head_source_start","fable/R6_AEED56E7_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","724a68eb36e3fd36b84ffde5e4f7b78cc48d4aa0afbdfbf3f4b06d3516bb9a25","ok","ok"
"r6_aeed56e7_current_head_source_start","input-verification/R6_AEED56E7_PRIOR_PACKAGE_SHA_VERIFY.csv","edfec1fba74b1034bbfb80914d48a420855236d8648451cedef74816f5de02e1","ok","ok"
"r6_aeed56e7_current_head_source_start","logs/LOGBOOK_EXCERPT_20260706.md","d7b872d964354e083084a8ebaa56fda6f58ac5e0a29642084eeba1c4b049e8ba","ok","ok"
"r6_aeed56e7_current_head_source_start","mutual-watch/R6_AEED56E7_MUTUAL_WATCH_OBSERVATION.csv","5297f25a6bef338e5a4e618ae58efce49f74e3c2172dc4839dedd6c2fe444b81","ok","ok"
"r6_aeed56e7_current_head_source_start","R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","2224edc2c56dd5668a8d4af94fc2afd79bb7e406aa6fe31c59d531093feeac74","ok","ok"
"r6_aeed56e7_current_head_source_start","README.md","2031665712498a6fd292971eb7d40b867afe82185af88f9e53776bce5161af00","ok","ok"
"r6_aeed56e7_current_head_source_start","source-use/R6_AEED56E7_CROSS_LANE_CONTEXT_BOUNDARY.csv","c0768a6fa6213d02dc1a099ee84b96b6716fd7c5eb753badf45b91adcb10173e","ok","ok"
"r6_aeed56e7_current_head_source_start","source-use/R6_AEED56E7_SOURCE_USE_CONTINUATION_LEDGER.csv","605d6341831d5ce1bbbd0769b50c956b1673b4cd3bc7c7f34a152e8dff1db416","ok","ok"
"r6_aeed56e7_current_head_source_start","witness-index/R6_AEED56E7_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","ok","ok"
"r6_aeed56e7_current_head_source_start","witness-index/R6_AEED56E7_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","36a3976ddc23b001f7d5af8fb622b3cff91221c5066d506d7e6aa58029c5b98b","ok","ok"
