routing_id,owner_lane,owner_route,source_witness_index_id,source_object_path,source_object_sha256,object_row_number,source_pointer,source_hash,source_use_value,object_requirement,generated_draft_target_rendering,morpheme_or_phrase_gloss,register_alternatives,formula_neighboring_usage_note,adverse_evidence_check,reviewer_question,noncanonical_label,authority_boundary,b3_route,arabic_support_id,branch_head,remote_verified,source_gate_status,rtl_formula_note_required,required_owner_lane_action,arabic_boundary
ROUTE-001938,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001938,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,1,ar-src-001,D576A0BCFFF032D0B521BB5A215A185F741C58673440BB93BB38425E25D66047,audit-ledger,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0001,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001939,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001939,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,2,ar-src-002,200B3748CFEF3E0B6309F66AFB04D2081C2F41DB3070C94268CFF3D0B580548F,audit-ledger,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0002,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001940,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001940,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,3,ar-src-003,FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0003,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001941,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001941,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,4,ar-src-004,D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0004,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001942,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001942,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,5,ar-src-005,09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0005,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001943,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001943,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,6,ar-src-006,2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0006,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001944,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001944,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,7,ar-src-007,2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0007,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001945,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,8,ar-src-008,CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0008,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001946,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001946,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,9,ar-src-009,E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0009,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ROUTE-001947,Arabic,Arabic RTL split/F and Arabic draft lane,WIT-001947,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv,95845CAC5596ABBE423F3B7527627F91576A40B1F0530E8B9EE486EE81B2C1B3,10,ar-src-010,B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4,OCR-witness,source_documents.csv,,,,OWNER_LANE_REQUIRED: inspect source context for formula/definition/theorem/proof/prose-neighboring usage before target rendering.,OWNER_LANE_REQUIRED: check do-not-use/adverse evidence ledgers before proposing target rendering.,"OWNER_LANE_REQUIRED: phrase as a reviewer/source-check question, not as approval.",generated-draft; non-canonical; not native reviewed,"routed source witness only; this authority lane does not provide target-language rendering, approval, source certification, final status, or completion",B3/package steward packages; this lane does not push and does not use GitHub Issues,AR-AC6F4E-SUPPORT-0010,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,true,source-gated-owner-lane-scaffold-allowed,"Arabic owner lane must check RTL directionality, punctuation, TeX/PDF rendering, and formula-neighboring context",inspect source context and add formula-neighboring/interlinear notes before any generated-draft Arabic rendering,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
