arabic_adverse_queue_id,branch_head,source_rule_id,source_input_id,remote_path,local_body_path,source_sha256,signal_excerpt,required_arabic_action,boundary,b3_route
AR-AC6F4E-ADVERSE-0001,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0001,212DFB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,- `false_friend_ledger.csv`,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0002,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0002,212DFB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,- `adverse_evidence_ledger.csv`,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0003,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0003,212DFB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,Do not use only one line of it.,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0004,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0004,212DFB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,- `DO_NOT_USE_LEDGER_20260704.md/json`,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0005,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0005,212DFB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,6. A dominance-collapse/adverse-evidence ledger.,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0006,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0006,212DFB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,"- `do_not_use.csv`: false friends, bad glosses, contaminated label rows, source-channel errors, and terms explicitly rejected.",block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0007,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0007,212DFB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,5. A concrete blocker package that states exactly why bodies cannot be uploaded and what action unblocks them.,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0008,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0008,212DFB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,- `BLOCKERS_YYYYMMDD.md` if blocked,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0009,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0009,212DFB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,| Session | Machine | Lane | Current task | Last real output path | Source bodies? | Logbook path | Blocker | Next action | Last checked |,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AR-AC6F4E-ADVERSE-0010,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,212DFB-ADVERSE_EVIDENCE-0010,212DFB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,- blockers;,block candidate form or write reviewer/source-context question before generated-draft Arabic wording,"Arabic RTL authority support/generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
