"RelativePath","Bytes","LastWriteUtc","SHA256","Role"
"B3_LATEST_OUTPUTS_SNAPSHOT.csv","9349","2026-07-06T08:12:39.8229765Z","04702672803B5C26DB5719DCB94BBEB09491C214BB05FFD0DF3467E98AAEE03B","old-B audit-only branch/package frontier artifact"
"B3_TRACKED_STATUS_FIRST120.txt","17732","2026-07-06T08:12:39.2441513Z","DEDEBDCB49D295944C98C1977532C765971E6308CDA158519733485FE1CEF527","old-B audit-only branch/package frontier artifact"
"BODY_ROOT_COUNTS_AC6F4EB.csv","492","2026-07-06T08:10:56.6221267Z","5B284AD2CFC488E4301A81C504C4276FDC332D5A2B0CB0A9AACF2AA73E8D9866","old-B audit-only branch/package frontier artifact"
"BRANCH_EXTENSION_COUNTS_AC6F4EB.csv","1853","2026-07-06T08:10:54.4404458Z","FD5C405A539220010D7D7389DC111D8D18621C286CC12EEEAC5E711B0165C16B","old-B audit-only branch/package frontier artifact"
"BRANCH_FILENAME_SECURITY_SCAN.csv","1844","2026-07-06T08:13:17.0764332Z","61F94827707C291F76CE0C7B3420112A2D9921FF1C7495CECCE51D0AC0DA694A","old-B audit-only branch/package frontier artifact"
"BRANCH_TOP_ROOT_COUNTS_AC6F4EB.csv","2414","2026-07-06T08:10:55.1718327Z","ED66E6C2524817247ED4DBD5876FD88587D17C1E70342D713DF4126A16B42E41","old-B audit-only branch/package frontier artifact"
"BRANCH_TREE_COUNTS_AC6F4EB.json","729","2026-07-06T08:10:53.5178680Z","9D544B638EB7DF04408569ACF2AE8F8C6CA4FFC98B555EF75C31238BF6B5B03A","old-B audit-only branch/package frontier artifact"
"BRANCH_TREE_MANIFEST_AC6F4EB.csv","4287498","2026-07-06T08:10:44.2399664Z","5C0321D8D975CEC2708B5A0F43423F9E817386A5E7075FD1D1F429E66AD0E563","old-B audit-only branch/package frontier artifact"
"CHANGED_PATHS_212DFB_TO_AC6F4EB.csv","73436","2026-07-06T08:10:58.0368833Z","A83A69EF79BF01CE5D954A432DA44988C40EA20574DF4F1757A5A657AE593F99","old-B audit-only branch/package frontier artifact"
"CHECKOUT_SAFETY_BLOCKERS.csv","783","2026-07-06T08:12:39.2190061Z","1D3BBB99ED85F103C27272EE44116A3BA3B64862B77B8B4B64BEAD03E768C08F","old-B audit-only branch/package frontier artifact"
"DRIFT_AND_BLOCKER_ROWS.csv","809","2026-07-06T08:12:43.5043183Z","DE08EC66CC540DB6891DB24473F672890C690F9835C6149BB8AD9CF77859D942","old-B audit-only branch/package frontier artifact"
"HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","1310","2026-07-06T08:14:11.7882116Z","BF49E9C1B6785DE0841B32EE92D6E1FB3218734FE0B99EA74A06956092EB8732","old-B audit-only branch/package frontier artifact"
"LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv","0","2026-07-06T08:13:22.9399820Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","old-B audit-only branch/package frontier artifact"
"LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv","0","2026-07-06T08:13:22.9419924Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","old-B audit-only branch/package frontier artifact"
"LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv","797","2026-07-06T08:12:43.4784130Z","1660F5D0BA7CDC9F7015328A690A1FF5D1F58D8E1534A21734BBE5EAC07A0040","old-B audit-only branch/package frontier artifact"
"LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","102654","2026-07-06T08:12:43.4074055Z","85C4DC0C33A1669FD38F0A6E38FA63FB17892FC220F176E1BAC96158825062FE","old-B audit-only branch/package frontier artifact"
"NOETHER_SESSION_OUTPUT_PACKAGE_ROOTS_AC6F4EB.csv","37913","2026-07-06T08:11:55.2004619Z","02559B772AB9A4FABD77348B0605D08BA95C3D19434531E477CBACD18E5B103C","old-B audit-only branch/package frontier artifact"
"OLD_B_SCOPE_COMPARISON_AC6F4EB.csv","972","2026-07-06T08:11:55.5750104Z","E47A03958058CA2A00A03D7F4DFDCF2B9F4AB5D06DCE661157F6EE07CEF76D1B","old-B audit-only branch/package frontier artifact"
"PACKAGE_FRONTIER_SUMMARY_AC6F4EB.json","535","2026-07-06T08:11:55.5709995Z","03D63578E8E71A2346D6D957736BFD8EA40AA25E6FDEB1E7D869311762D3DA7B","old-B audit-only branch/package frontier artifact"
"PACKAGE_NUMBER_KIND_COUNTS_AC6F4EB.csv","58691","2026-07-06T08:11:44.6854943Z","313DA67E1191F57A1FE601D6E2D28666ADC47684363CF782B45EC6929D9F2E7C","old-B audit-only branch/package frontier artifact"
"PACKAGE_REFERENCE_IGNORED_DATE_LIKE_MATCHES.csv","223","2026-07-06T08:11:43.5396272Z","16C30306811E3DB0194DA54CF99E5A19D3DAD3D63475A7197D61E412538D49C2","old-B audit-only branch/package frontier artifact"
"PACKAGE_REFERENCE_PATHS_AC6F4EB.csv","2942338","2026-07-06T08:11:43.5356051Z","648DCE0BFE75B971446F8D39929C349AEE6EC91B9331D57395691A496D0DD1DA","old-B audit-only branch/package frontier artifact"
"README.md","6631","2026-07-06T08:14:11.7684879Z","70B0B8EE808E7699A8BF7C1D3791B0140ABD21A5A7FDF0401458094FE0D104E6","old-B audit-only branch/package frontier artifact"
"SIBLING_WAKE_RECORD.csv","1082","2026-07-06T08:13:22.9442684Z","26A8466009F103AF1A4E4061B4B2E432DE73670256C9B85226954A37A1912FEF","old-B audit-only branch/package frontier artifact"
