"file","branch_path","local_path","branch_sha256","local_sha256","comparison","r3_fact_effect"
"B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\B3_UPLOADER_READY_SUMMARY.csv","a7fe94715c7ba512d26ea7699ba426ffef46a6091e821dc68385077d5c536196","a7fe94715c7ba512d26ea7699ba426ffef46a6091e821dc68385077d5c536196","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_BLOCKERS_AND_RECOVERY_ROWS_20260706.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_BLOCKERS_AND_RECOVERY_ROWS_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\branch-visible-arabic-rtl-intake\ARABIC_2BBDBFE5_BLOCKERS_AND_RECOVERY_ROWS_20260706.csv","030f8bb2b3c45da44c4cbeded00fb4b8be04f166ec27fcbe5355304faf58966a","030f8bb2b3c45da44c4cbeded00fb4b8be04f166ec27fcbe5355304faf58966a","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_LANGUAGE_GATE_BOUNDARY_ROWS_20260706.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_LANGUAGE_GATE_BOUNDARY_ROWS_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\branch-visible-arabic-rtl-intake\ARABIC_2BBDBFE5_LANGUAGE_GATE_BOUNDARY_ROWS_20260706.csv","eb36ac1892521f9a01699572888e11267782b7642377872853302a9932e546a2","eb36ac1892521f9a01699572888e11267782b7642377872853302a9932e546a2","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_SIX_ROW_SOURCE_USE_GAP_STATUS_20260706.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/branch-visible-arabic-rtl-intake/ARABIC_2BBDBFE5_SIX_ROW_SOURCE_USE_GAP_STATUS_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\branch-visible-arabic-rtl-intake\ARABIC_2BBDBFE5_SIX_ROW_SOURCE_USE_GAP_STATUS_20260706.csv","61cde4d7833e67f68d6690be7f364f28f0cf526cc8c9ffdf4218b28883019b78","61cde4d7833e67f68d6690be7f364f28f0cf526cc8c9ffdf4218b28883019b78","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"branch-visible-arabic-rtl-intake/BRANCH_VISIBLE_R3_8B_SOURCE_USE_GAP_AUDIT_COPY_LEDGER_20260706.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/branch-visible-arabic-rtl-intake/BRANCH_VISIBLE_R3_8B_SOURCE_USE_GAP_AUDIT_COPY_LEDGER_20260706.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\branch-visible-arabic-rtl-intake\BRANCH_VISIBLE_R3_8B_SOURCE_USE_GAP_AUDIT_COPY_LEDGER_20260706.csv","406375cb90b341035e32e403cf5a4ab5c7764f612f1f2770edbf8fa7cc31ad7d","406375cb90b341035e32e403cf5a4ab5c7764f612f1f2770edbf8fa7cc31ad7d","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"branch-visible-arabic-rtl-intake/PACKAGE_VALIDATION.json","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/branch-visible-arabic-rtl-intake/PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\branch-visible-arabic-rtl-intake\PACKAGE_VALIDATION.json","c39669acb8444959b8b301c7cd204c012aab27bc716dfa8eb4afb1cc21b91620","c39669acb8444959b8b301c7cd204c012aab27bc716dfa8eb4afb1cc21b91620","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"MANIFEST.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\MANIFEST.csv","a166d90e9113a8ec1ec6ee58deff58b57a90a7840dbf8a957e4696233cecf87f","a166d90e9113a8ec1ec6ee58deff58b57a90a7840dbf8a957e4696233cecf87f","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"PACKAGE_VALIDATION.json","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\PACKAGE_VALIDATION.json","b4ddd90e88e15e3d671b9e324f2f01d5914a33cf682f616ef3eb6ef60d77f69f","b4ddd90e88e15e3d671b9e324f2f01d5914a33cf682f616ef3eb6ef60d77f69f","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"R3_8466D686_BRANCH_DELTA_FROM_2BBDBFE5.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_BRANCH_DELTA_FROM_2BBDBFE5.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\R3_8466D686_BRANCH_DELTA_FROM_2BBDBFE5.csv","ddcb61d64973e525dc17d8d0890ec3597594e3e9ea92c9894701346d28b8c6f5","ddcb61d64973e525dc17d8d0890ec3597594e3e9ea92c9894701346d28b8c6f5","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
"R3_8466D686_BRANCH_RELEVANT_PACKET_INDEX.csv","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_BRANCH_RELEVANT_PACKET_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706\R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z\R3_8466D686_BRANCH_RELEVANT_PACKET_INDEX.csv","15e1368bb97ef17c27803f53b722f17928cea96e346b6cf4ef0455ae9c54dffd","15e1368bb97ef17c27803f53b722f17928cea96e346b6cf4ef0455ae9c54dffd","branch_blob_matches_local_file","no_new_r3_source_use_gap_fable_adverse_fact_beyond_branch_visibility"
