language_code,language_name,repo,path,url,reason,detail
cnr,Montenegrin,,,,github_code_search_failed,"Crna Gora: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 6D63:2E955F:29487AE:2661240:6A495C42 and timestamp 2026-07-04 19:17:22 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=50&q=%22Crna+Gora%22+extension%3Atex)"
cnr,Montenegrin,,,,github_code_search_failed,"crnogorski: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 6D7B:2D4D22:2983E59:26904FC:6A495C43 and timestamp 2026-07-04 19:17:23 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=50&q=%22crnogorski%22+extension%3Atex)"
cnr,Montenegrin,,,,github_code_search_failed,"Univerzitet Crne Gore: RuntimeError: HTTP 403: API rate limit exceeded for user ID 208192274. If you reach out to GitHub Support for help, please include the request ID 6D1A:C513:2AF7671:28108A4:6A495C44 and timestamp 2026-07-04 19:17:24 UTC. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service) (https://api.github.com/search/code?page=1&per_page=50&q=%22Univerzitet+Crne+Gore%22+extension%3Atex)"
hsb,Upper Sorbian,tetrapharmakon/yoneda-in-tongues,src/hsb.tex,https://github.com/tetrapharmakon/yoneda-in-tongues/blob/b4eca649eca630fca61e9feb19ce270f8954264e/src/hsb.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,yannisl/phd,languages/bassah-vah.tex,https://github.com/yannisl/phd/blob/7f27c209b75ca98c6e6b7a21297dce202aaa0b3c/languages/bassah-vah.tex,blocked_missing_or_unclear_license_metadata,
hsb,Upper Sorbian,ZalozbaDev/poster_language_technologies,04_language_research.tex,https://github.com/ZalozbaDev/poster_language_technologies/blob/8b886c3f3ec000a319e397b78e00add1539af36e/04_language_research.tex,blocked_source_body_below_minimum_bytes,487
dsb,Lower Sorbian,yannisl/phd,languages/bassah-vah.tex,https://github.com/yannisl/phd/blob/7f27c209b75ca98c6e6b7a21297dce202aaa0b3c/languages/bassah-vah.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,ZalozbaDev/poster_language_technologies,04_language_research.tex,https://github.com/ZalozbaDev/poster_language_technologies/blob/8b886c3f3ec000a319e397b78e00add1539af36e/04_language_research.tex,blocked_source_body_below_minimum_bytes,487
dsb,Lower Sorbian,simon-dedeo/ias-transcripts,readable/LaTeX/alexis-vasseur-inviscid-limits-from-compressible-navier-stokes-to-small-bv-solutions-to-euler.tex,https://github.com/simon-dedeo/ias-transcripts/blob/e717d20c6a17fd3e683bd71a63a39df121b97552/readable/LaTeX/alexis-vasseur-inviscid-limits-from-compressible-navier-stokes-to-small-bv-solutions-to-euler.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,langsci/raw_texfiles,173/chapters/12-wr.tex,https://github.com/langsci/raw_texfiles/blob/fcac2f0ffc20e7e851a4cbfa2e280ed1b4d128c8/173/chapters/12-wr.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,alanmatzumiya/pySpectralPDE,docs/bibliograph/bibliography.tex,https://github.com/alanmatzumiya/pySpectralPDE/blob/c5e2a019312fb8f9bc193b04b07b7815e6ed4032/docs/bibliograph/bibliography.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,alanmatzumiya/alanmatzumiya.github.io,assets/portfolio/master/thesis-docs/bibliograph/bibliography.tex,https://github.com/alanmatzumiya/alanmatzumiya.github.io/blob/efdd6129ac2fb78094af57f626c12c1be0cf15b8/assets/portfolio/master/thesis-docs/bibliograph/bibliography.tex,blocked_missing_or_unclear_license_metadata,
dsb,Lower Sorbian,PrimeFoldTheory/foundations,paper/legacy/old_module1/old_Mod1v2.tex,https://github.com/PrimeFoldTheory/foundations/blob/8efecdabac05d8847dd8f89bd1f471bb9cf4c77a/paper/legacy/old_module1/old_Mod1v2.tex,blocked_missing_or_unclear_license_metadata,OTHER
