"package_relative_path","workspace_relative_path","bytes","sha256","source_use_label","generated_at_utc"
"b3/B3_ROUTE.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/b3/B3_ROUTE.csv","784","cfe4667d0149ed0337bd38706ab346ea3bfb3c2c4ba6ea61d0ad18347dbd9d7b","package support file","2026-07-06T07:51:45Z"
"draft-support/R6_212DFB_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/draft-support/R6_212DFB_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv","5748","3641979a60a3fca1643d5790b6b38450313e216f2f38f82a79f17f68bd778086","source-gated generated-draft/noncanonical audit","2026-07-06T07:51:45Z"
"fable/R6_212DFB_BRANCH_WEIGHT_LEDGER.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/fable/R6_212DFB_BRANCH_WEIGHT_LEDGER.csv","2660","3d4a6d95be6ebe844edc96786f8358e22350671fbe257b8c6cc96116ae055bdb","Fable source-use/adverse/branch-weight ledger","2026-07-06T07:51:45Z"
"fable/R6_212DFB_SOURCE_USE_ADVERSE_MARGINAL_DO_NOT_USE_LEDGER.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/fable/R6_212DFB_SOURCE_USE_ADVERSE_MARGINAL_DO_NOT_USE_LEDGER.csv","9671","cce9318bfd5ba109928054d065c75e86b88f4638d05b3d83b65f05c0539d158e","Fable source-use/adverse/branch-weight ledger","2026-07-06T07:51:45Z"
"ledgers/R6_212DFB_ETHICS_AUTHORITY_SOURCE_START_MAP.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/ledgers/R6_212DFB_ETHICS_AUTHORITY_SOURCE_START_MAP.csv","1497","2dcc1916114c01848068fa19fde1481d83ca49747fb406486965420c4920826a","ethics/authority/source-start ledger","2026-07-06T07:51:45Z"
"ledgers/R6_212DFB_LANE_SCOPE_GAP_SUMMARY.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/ledgers/R6_212DFB_LANE_SCOPE_GAP_SUMMARY.csv","646","e08f5f92d65e6f289680e9575224a6362dc8d025947fecd4fb67c107ee36efe7","ethics/authority/source-start ledger","2026-07-06T07:51:45Z"
"logs/LOGBOOK_EXCERPT_20260706.md","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/logs/LOGBOOK_EXCERPT_20260706.md","803","f62ffb76e3dfd1a9462ea4834fbcd864022f2f8914f5f5287fe1805a67058b00","package support file","2026-07-06T07:51:45Z"
"README.md","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/README.md","1231","4d4b82f210b8afe289febcd7b053e848d3dfde1b18e0cf1b3589d1ac2b3ff302","package support file","2026-07-06T07:51:45Z"
"recovery-searches/R6_212DFB_ACTIVE_RECOVERY_SEARCH_LEDGER.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/recovery-searches/R6_212DFB_ACTIVE_RECOVERY_SEARCH_LEDGER.csv","6458","3782730cd51c6802cb3fb3b4bae867b2918b8e05abd179461ac29bf0cd198b88","active recovery search ledger","2026-07-06T07:51:45Z"
"source-witness-status/R6_212DFB_SOURCE_BODY_SOURCE_WITNESS_STATUS.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/source-witness-status/R6_212DFB_SOURCE_BODY_SOURCE_WITNESS_STATUS.csv","90170","0970258f78f0a749f7a66572f9b90295e51fdddd1eccc54689f2caf467be5912","source body/source witness/gap status","2026-07-06T07:51:45Z"
"verification/INPUT_PACKAGE_SHA_VERIFICATION.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/verification/INPUT_PACKAGE_SHA_VERIFICATION.csv","19193","caad0220508c69039c434a3ccc78732807dc2d3f5536a68c8c1638359bbb595d","package support file","2026-07-06T07:51:45Z"
"verification/R6_212DFB_BRANCH_AND_INPUT_CHECK.csv","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/verification/R6_212DFB_BRANCH_AND_INPUT_CHECK.csv","411","780afebddb708c03f2b8cd774f5ada842bf8e2d0c0be294fc11340aa359f3199","package support file","2026-07-06T07:51:45Z"
