"decision_id","evidence_class","authority_role","unit_id","source_term_or_delta","source_locator","target_locator","chosen_english_or_action","normalization_class","adverse_delta","rejected_alternative","motivation","status","confidence","record_revision","continuation_cursor","revisit_condition"
"SGA2-VIII-L24P-TERM-001","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","soit en effet","French line2725","proof opening","Indeed let","proof_register","none","In fact let","idiomatic proof transition matching established SGA2 register","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide register revision"
"SGA2-VIII-L24P-TERM-002","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","voisinage ouvert affine","French line2725","proof setup","affine open neighborhood","geometric_register","none","open affine neighborhood","standard English order","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide terminology revision"
"SGA2-VIII-L24P-TERM-003","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","resolution projective","French line2725","proof setup","projective resolution","homological_algebra_register","none","resolution by projectives","source explicitly uses the standard noun phrase","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide terminology revision"
"SGA2-VIII-L24P-TERM-004","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","L-i de type fini","French line2725","proof setup","the L-i are finitely generated","module_register","none","of finite type","standard English for modules avoids scheme-morphism ambiguity","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide terminology revision"
"SGA2-VIII-L24P-TERM-005","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","anneau O-X-x regulier","French line2725","stalk argument","the ring O-X-x is regular","commutative_algebra_register","none","regular local ring O-X-x","locality is implicit in stalk but source phrase is preserved","applied_self_reviewed","high","1","French line2733 after blank2732","independent algebra review"
"SGA2-VIII-L24P-TERM-006","terminology","corrected_french_tex","SGA2-VIII-L24P-SETUP","dimension projective","French line2725","stalk argument","projective dimension","homological_algebra_register","none","projective length","standard invariant name","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide terminology revision"
"SGA2-VIII-L24P-TERM-007","register","corrected_french_tex","SGA2-VIII-L24P-SETUP","soit d cet entier","French line2725","stalk argument","denote this integer by d","formal_mathematical_register","none","let d be this integer","avoids stiff literal syntax while preserving quantification","applied_self_reviewed","high","1","French line2733 after blank2732","register review"
"SGA2-VIII-L24P-TERM-008","terminology","corrected_french_tex","SGA2-VIII-L24P-FREE","libre","French line2729","K-x and tilde-K claims","free","module_register","none","locally free","source asserts freeness on a selected neighborhood","applied_self_reviewed","high","1","French line2733 after blank2732","independent algebra review"
"SGA2-VIII-L24P-TERM-009","normalization","corrected_french_tex","SGA2-VIII-L24P-SHRINK","O-U-Module","French line2729","EGA sentence","O_U-module","SGA_wide_lowercase_module","source capitalizes Module","O_U-Module","ordinary English mathematical noun is lowercase under shared policy","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide register revision"
"SGA2-VIII-L24P-TERM-010","terminology","corrected_french_tex","SGA2-VIII-L24P-SHRINK","D-f","French line2729","principal open choice","D(f)","source_notation_preservation","none","the principal neighborhood defined by f","retain exact symbol used in proof","applied_self_reviewed","high","1","French line2733 after blank2732","notation policy revision"
"SGA2-VIII-L24P-TERM-011","source_emendation","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24P-DEF-M","M sub f-prime","French line2729 physical80","localized module prose","M_f with explicit source note","transparent_editorial_emendation","French defines no f-prime and display ends M_f","M sub f-prime","chosen f and next display force the same localization","applied_self_reviewed_pending_independent_adjudication","high","1","French line2733 after blank2732","French authority correction"
"SGA2-VIII-L24P-TERM-012","source_emendation","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24P-DEF-L","L superscript d-minus1 in localized resolution","French line2730 physical80","second display","localized L superscript minus-d with explicit source note","transparent_editorial_emendation","active corrected K is a submodule of L-minus-d","retain L d-minus1","kernel inclusion and resolution order force L-minus-d","applied_self_reviewed_pending_independent_adjudication","high","1","French line2733 after blank2732","French authority correction"
"SGA2-VIII-L24P-TERM-013","terminology","corrected_french_tex","SGA2-VIII-L24P-CONCL","semi-continue superieurement","French line2731","proof conclusion","upper semicontinuous","topological_register","none","semicontinuous from above","standard English term and direction","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide terminology revision"
"SGA2-VIII-L24P-TERM-014","orthography","corrected_french_tex","SGA2-VIII-L24P-CONCL","quasi-compact","French line2731","proof conclusion","quasi-compact","mathematical_hyphenation","none","quasicompact","established SGA and algebraic-geometry spelling","applied_self_reviewed","high","1","French line2733 after blank2732","SGA-wide spelling revision"
"SGA2-VIII-L24P-TERM-015","editorial_classification","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-L24P","compiled reader relationship","French lines2729-2730 and physical80","authority box and source note","same-edition compiled witness not independent original scan","provenance_precision","none","scan restoration","PDF is generated from the same corrected TeX and cannot independently restore readings","applied_self_reviewed","high","1","French line2733 after blank2732","new independent source witness"
"SGA2-VIII-L24P-TERM-016","comparison_disposition","comparison_only_not_authority","SGA2-VIII-L24P-CAND","candidate M_f and L d-minus1 choices","jcreinhold lines350-358","comparison ledger","ordinary wording comparison only; reject independent corroboration","candidate_adverse_control","candidate silently repairs one defect and repeats the other","adopt candidate proof wholesale","each accepted reading must be rederived from French source and proof logic","recorded_not_promoted","high","1","French line2733 after blank2732","candidate revision"
"SGA2-VIII-L24P-TERM-017","extraction_safety","final_bounded_target","SGA2-VIII-L24P-EXTRACT","bigl and bigr kernel delimiters","target PDF page1 and extracted text","display defining K","ordinary parentheses with no mathematical change","machine_readability","initial target extraction contained U+0001 after the kernel expression","retain large delimiter commands","preserves the formula while eliminating a forbidden control byte in searchable text","applied_pending_final_rebuild_verification","high","1","French line2733 after blank2732","font or TeX-engine change alters extraction"
"SGA2-VIII-L24P-TERM-018","independent_source_emendation_disposition","corrected_french_tex_plus_direct_compiled_pdf_and_independent_proof_logic","SGA2-VIII-L24P-DEF-M","undefined M sub f-prime","French lines2729-2730 physical80","localized prose and resolution endpoint","M_f with explicit source note","transparent_editorial_emendation","authority contains an undefined localization subscript","retain M_f-prime or call M_f a source restoration","only f is chosen and the following exact sequence terminates in M_f","independently_accepted","high","2","French line2733 after blank2732","French authority correction or genuinely independent source witness"
"SGA2-VIII-L24P-TERM-019","independent_source_branch_emendation_disposition","corrected_french_tex_style_driver_plus_direct_compiled_pdf_and_independent_proof_logic","SGA2-VIII-L24P-DEF-L","stale localized L superscript d-minus1","French lines2727 and2730 plus active sisi control","kernel definition and localized resolution","localized L superscript minus-d with explicit source note","transparent_editorial_emendation","unwrapped line2730 retains the inactive historical branch exponent","retain L d-minus1 or silently normalize it","original=false selects K as the kernel inside L-minus-d so exactness forces the localized injection into L-minus-d","independently_accepted","high","2","French line2733 after blank2732","canonical French correction or genuinely independent source witness"
"SGA2-VIII-L24P-TERM-020","independent_comparison_and_provenance_disposition","comparison_only_not_authority","SGA2-VIII-L24P-CAND","candidate silently repairs M_f but repeats L d-minus1","jcreinhold lines344-358 versus French2725-2731","comparison and emendation ledgers","retain comparison-only status and derive both target readings from French proof logic","candidate_adverse_control","single LLM lineage agrees asymmetrically and cannot corroborate itself","promote candidate wording or use agreement as independent source evidence","independent audit confirms ordinary wording only and rejects source-authority status","independently_rejected_for_source_control","high","2","French line2733 after blank2732","candidate revision with genuinely independent source evidence"
