"root_name","manifest_path","issue","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","ADVERSE_EVIDENCE_STATUS_9F97502E.csv","","1849","1849","ad1dd967690e4b386cfae6cee861b2eea48cbe948b7d1d16da186bee8d85bd1a","AD1DD967690E4B386CFAE6CEE861B2EEA48CBE948B7D1D16DA186BEE8D85BD1A"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","AUTHORITY_BOUNDARY_STATUS_9F97502E.csv","","1752","1752","626da8fad16faff6d880096fd954648daef6d3acf2d00ec38a849b5d818f3132","626DA8FAD16FAFF6D880096FD954648DAEF6D3ACF2D00EC38A849B5D818F3132"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","B3_HANDOFF_PACKAGE_REFERENCES_9F97502E.csv","","1475","1475","0065bebea093cd21f7bc260c5ac97574478243fdefb42c07f4cb67b9a472ac3a","0065BEBEA093CD21F7BC260C5AC97574478243FDEFB42C07F4CB67B9A472AC3A"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","FABLE_FORMAL_OBJECT_STATUS_9F97502E.csv","","6273","6273","54056f70d76cf605b3f4d6dbe676d26422c133d98701901f0f5b5774aa7d6f83","54056F70D76CF605B3F4D6DBE676D26422C133D98701901F0F5B5774AA7D6F83"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","HEARTBEAT_BLOCKER_RECOVERY_ROWS_9F97502E.csv","","1393","1393","fa74c4bb8f451f0af94c3f7ddd4e7390d50a51083617a79a67286def8dc99671","FA74C4BB8F451F0AF94C3F7DDD4E7390D50A51083617A79A67286DEF8DC99671"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","LOGBOOK_EXCERPT.md","","967","967","16a093d487c476265e08090b698122481046cd05c484ba5aaba671a0c0af6701","16A093D487C476265E08090B698122481046CD05C484BA5AABA671A0C0AF6701"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","MUTUAL_WAKE_ACCOUNTING_9F97502E.csv","","214","214","afc1d1d25846ab18975a44ada4b948d61257e1b89285b910909fef7092ccb881","AFC1D1D25846AB18975A44ADA4B948D61257E1B89285B910909FEF7092CCB881"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","README.md","","1061","1061","9167bb9246ba043cbed18ec2957087b642753bf39f505ffc55656b498def46a1","9167BB9246BA043CBED18EC2957087B642753BF39F505FFC55656B498DEF46A1"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","ROUTE_CONTEXT_9F97502E.csv","","2094","2094","07ad743b7685169d9d784cb6c2c4b2393637ecbeeee73cfd1e4233b1bac7d77c","07AD743B7685169D9D784CB6C2C4B2393637ECBEEEE73CFD1E4233B1BAC7D77C"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","SOURCE_GATED_RELATION_FUNCTION_ACTIONS_9F97502E.csv","","6448","6448","0b73a4ec84d927258912135d7c52bdc1b3a2853de9d86dbdfcfa0983a2130646","0B73A4EC84D927258912135D7C52BDC1B3A2853DE9D86DBDFCFA0983A2130646"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","SOURCE_USE_CATEGORY_STATUS_9F97502E.csv","","1502","1502","471d0a37a1306224d119ba2f2fa593616ee7768924c0aa7b07008af6226890a1","471D0A37A1306224D119BA2F2FA593616EE7768924C0AA7B07008AF6226890A1"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","TOKEN_RESET_AND_BOUNDARY_RULES_9F97502E.csv","","731","731","35a10b154b967d7f8f7027069606851e0e6ce123ef3904b2933006cf9490fc62","35A10B154B967D7F8F7027069606851E0E6CE123EF3904B2933006CF9490FC62"
"OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707","ZERO_CLAIM_LEDGER_9F97502E.csv","","750","750","69b7ecdcf78aae71fd936de162356a5653cacad8a5d4f3628d4b1d9a2490cf3f","69B7ECDCF78AAE71FD936DE162356A5653CACAD8A5D4F3628D4B1D9A2490CF3F"
"OLP_9F97502E_INTERLINEAR_TERMINOLOGY_D214_ROUTE_REFRESH_20260707","BLOCKER_RECOVERY_ROWS_9F97502E.csv","","1063","1063","953efd59719a071b7db3fc548bae6fe46790354a8a0d05b4dee8e0cb88f07c6a","953EFD59719A071B7DB3FC548BAE6FE46790354A8A0D05B4DEE8E0CB88F07C6A"
"OLP_9F97502E_INTERLINEAR_TERMINOLOGY_D214_ROUTE_REFRESH_20260707","BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_9F97502E.csv","","11887","11887","fe893322151ef209343409272f3b1c05b412955744086c20c00bd98d753c4c3b","FE893322151EF209343409272F3B1C05B412955744086C20C00BD98D753C4C3B"
"OLP_9F97502E_INTERLINEAR_TERMINOLOGY_D214_ROUTE_REFRESH_20260707","DO_NOT_USE_ADVERSE_GUARD_ROWS_9F97502E.csv","","3061","3061","32252ee950e8c42de7a9ddfc7348a0169aa19200bbbea1ee33062ad5275a0198","32252EE950E8C42DE7A9DDFC7348A0169AA19200BBBEA1EE33062AD5275A0198"
"OLP_9F97502E_INTERLINEAR_TERMINOLOGY_D214_ROUTE_REFRESH_20260707","FORMULA_CONTEXT_SUMMARY_SOURCE_9F97502E.csv","","482","482","865de8b4c922ce7a67c17392cc77560104297ce9527672195464fcfab0bf39ca","865DE8B4C922CE7A67C17392CC77560104297CE9527672195464FCFAB0BF39CA"
