"file","bytes","last_write_time_utc","sha256","gate"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","13009","2026-07-04T04:00:33.9903594Z","f63e620c6cc8e4ac1677d6903d1e36cddccb58a80d7771e8dfeadcdbe3444b60","support_metadata_only_no_promotion"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv","3320","2026-07-04T05:42:36.5458480Z","7207b5024b766712f997ac8687552a5fef8dc4689d45217c8c6440127ac4f16d","support_metadata_only_no_promotion"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","9318","2026-07-04T04:10:28.2168388Z","283baaf9cd1ce042d638154c41337042fba6605d8f49104574923a83aab45e1f","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9214","2026-07-04T04:00:34.0021977Z","32ae95f0fb8b6cd6a9ced29eae030f149a014a3a7bb57a98070775ff21ee3898","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md","11083","2026-07-04T04:10:28.2148292Z","de4181b40fbc6b81aab698d6c9f283399fca0a0364d5fb9c9277ed0258f123db","support_metadata_only_no_promotion"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md","7920","2026-07-04T05:42:36.5388086Z","5527b15f0ea37b81615ce2789d5fe006b3b7593d6861c2106a7999c1db8cfefe","support_metadata_only_no_promotion"
"NOETHER_R6_DURABLE_RUN_LOG_20260704.md","13865","2026-07-04T05:42:36.5408199Z","755d9fe8a58f12632a8eb7eaa09df43555f508749f32f54a59f16bb447e0b3aa","support_metadata_only_no_promotion"
"NOETHER_R6_GATE_STATE_20260704.json","2925","2026-07-04T05:42:36.5408199Z","5c2d373a8e432ec7b8c7aefc63a838afa5d21d562903ab9ae6bc8ad937310e58","support_metadata_only_no_promotion"
"NOETHER_R6_REVIEWER_ROUTE_PREPARATION_SLICE_03_20260704.md","5388","2026-07-04T04:14:36.2545283Z","92dacfa675e4517d4003e1c702b10a69cb7e40883608bd819b74688b24c5adde","support_metadata_only_no_promotion"
"NOETHER_R6_SOURCE_REVIEWER_ETHICS_MATRIX_20260704.csv","6803","2026-07-04T04:00:34.0011617Z","9f55c3dd685172797d8ad529065a91dcff111df182665f62e4c247d79c118120","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_LANE_COMPLETION_RECORD_20260704.md","3363","2026-07-04T04:14:36.2585460Z","ed699f80dc43ebca22877278b1f2e0753ff757c5b50443f80e51251957c773b1","support_metadata_only_no_promotion"
"NOETHER_R6_WHOLE_ROUTE_COVERAGE_LEDGER_20260704.md","7831","2026-07-04T04:14:36.2505120Z","8a559c22a20a811fa99692c9e09bfb42f934ca87cfd611ecb02bd15cea0c6a89","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8190","2026-07-04T05:17:36.6169614Z","e05b9e6bf1f7a3e7d323bc8f19d273e897cf7e8f335cf3d7bbb3898e0541e997","support_metadata_only_no_promotion"
"NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","5588","2026-07-04T05:42:36.5428283Z","ccb0ff7abc19c33651182089f305cce26f5e51160fc8d8b175f208b1c1177eff","support_metadata_only_no_promotion"
