"file_id","original_relative_path","bytes","sha256","custody_status","public_disposition","reason"
"SGA6-IDX685-692-ORIG-001","target/SGA6_XIV_idx685_692_English_SourceChecked.tex","23829","283382770CCCE07054F81869DCF0B13E4E26B58899C5454333A8DF84C45200E6","verified_exact","superseded_for_public_presentation","Publication successor adds only explicit ToUnicode mappings for large parentheses."
"SGA6-IDX685-692-ORIG-002","output/pdf/SGA6_XIV_idx685_692_English_SourceChecked.pdf","399864","5EDD50ADDDED7BB82D37DFBD64258F6ECFD3A5CB1B65C96EC7CEC95E6EEA4F6B","verified_exact","superseded_for_public_presentation","Visual identity is preserved; producer PDF extraction contains two U+0001 bytes."
"SGA6-IDX685-692-ORIG-003","build/SGA6_XIV_idx685_692_English_SourceChecked.log","40954","C759B8F7EC2FE31D5C7E034121CABC9E3BAE8F8BDC9E28F22480045BE81B317D","verified_exact","withheld_private_path","Raw compiler log contains 143 private-home path occurrences; summarized validation is public."
"SGA6-IDX685-692-ORIG-004","review/INDEPENDENT_FINAL_REVIEW.md","1239","FB0EBF9C445FD2706240C485BAC4DF5552BC7E6D88238BBF226A591C88E10F00","verified_exact","published_exact","Privacy-clean independent PASS review."
"SGA6-IDX685-692-ORIG-005","STATUS.md","2045","78692588B4C58D75BCC23CBB61F0657492977C4CD50D8FFF18E5ECEE04524A17","verified_exact","withheld_private_path","Producer status contains one private absolute path; public README preserves its substantive scope and caveats."
"SGA6-IDX685-692-ORIG-006","render/SGA6_XIV_idx685_692_English_SourceChecked-1.png","585507","857D27CD9C93E790E3F0BB6A6867DF1CCB7C54C82C3BD06878F0463CCF1ACFED","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-007","render/SGA6_XIV_idx685_692_English_SourceChecked-2.png","381556","CF16E593A643948B26762E74CCF5ED72958FF4F38D943F276CBEDE9C9E7E9614","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-008","render/SGA6_XIV_idx685_692_English_SourceChecked-3.png","506401","6C50F1E308689110492368A06DF72E34E49EB3D35748BB0066D67181AA62D51E","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-009","render/SGA6_XIV_idx685_692_English_SourceChecked-4.png","549163","FA6DBC7AE895817375489EF5EB4475332F6B692E948463D36316EEA7BBD17939","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-010","render/SGA6_XIV_idx685_692_English_SourceChecked-5.png","522809","824C1F398C46EE0331073FF6ED21235E97A200872A791C75CF41AB19195829D6","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-011","render/SGA6_XIV_idx685_692_English_SourceChecked-6.png","463698","12BABA01A404B89AE109C9CF5A72BA994DAD88ED58D0082EE71939FC1CBCF4B5","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-ORIG-012","render/SGA6_XIV_idx685_692_English_SourceChecked-7.png","232606","254AFF8104CA24C4EFBAB692905B60BBB6719378E97D03A012095917445589FC","verified_exact","published_exact","Project-generated reviewed target render."
"SGA6-IDX685-692-SUPPORT-001","coordination/CODEX_COMPLETED_SGA6_IDX685_692_ENGLISH_20260722.md","4128","CC30DF58BAC138982676BC9A3EBE7B7B8D2160316F36B2F0891A932BAEC064D0","verified_exact","withheld_operational_coordination","Coordination support contains three private-home path occurrences and is not scholarly public content."
