"log_id","source_row_id","row_kind","route","consumer_action","source_title","source_url","local_path","resolved_payload_path","sha256_or_other_hash","normalized_upload_policy","normalized_access_status","normalized_license_class","motivation","draft_or_support_choice","blocker","archive_or_sidecar_decision","boundary","created_utc"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_pdf_hiast_algebra_vol2_linear_algebra","r3_normalized_witness::ar_pdf_hiast_algebra_vol2_linear_algebra","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Algebra II / Linear Algebra - الجبر الجزء الثاني: الجبر الخطي - Omran Kouba, HIAST","https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.%202%20-O.%20Kouba-HIAST-2017.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_pdf_hiast_algebra_vol2_linear_algebra.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_pdf_hiast_algebra_vol2_linear_algebra.pdf","9E1A2EC4E2CD27889748DF75DCB9F631734F105A2E19BF542AD52F26470DB06F","manifest_hash_url_only_no_payload_until_B3_license_review","local_payload_present_hashed","restricted_no_derivatives_signal_verify_before_reuse","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic source witness for linear algebra topics only; not a translation approval. | No bridge promotion or native-review claim.","manifest/hash/url sidecar only until B3 policy review","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_wikibooks_linear_systems_raw","r3_normalized_witness::ar_wikibooks_linear_systems_raw","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikibooks: Algebra / Linear algebra / systems of linear equations","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_linear_systems_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_linear_systems_raw.wiki.txt","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic raw source witness for linear systems, coefficients, variables. | Review-only; no canonical translation claim.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_wikibooks_matrices_raw","r3_normalized_witness::ar_wikibooks_matrices_raw","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikibooks: Algebra / Linear algebra / matrices","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_matrices_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_matrices_raw.wiki.txt","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic raw source witness for matrices. | Review-only; no canonical translation claim.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_wikipedia_linear_algebra_raw","r3_normalized_witness::ar_wikipedia_linear_algebra_raw","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: جبر خطي","https://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_linear_algebra_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_linear_algebra_raw.wiki.txt","3762E086A6268F425014603D2E31867CB8B2A566F4AA1D9559D511E9B8173103","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic raw source witness for linear algebra overview. | Review-only; not sufficient for invariant-theory bridge.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_wikipedia_vector_space_raw","r3_normalized_witness::ar_wikipedia_vector_space_raw","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: فضاء متجهي","https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D8%A7%D8%A1_%D9%85%D8%AA%D8%AC%D9%87%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_vector_space_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_vector_space_raw.wiki.txt","0281433D2944392DB236F4650CB57007F28AF0BDA36B2454A853EDDAC93380CA","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic raw source witness for vector spaces. | Review-only; no native-review claim.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::ar_wikipedia_frank_grosshans_raw","r3_normalized_witness::ar_wikipedia_frank_grosshans_raw","target_language_witness","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: Frank Grosshans / invariant theory mention","https://ar.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D9%83_%D8%AC%D8%B1%D9%88%D8%B4%D8%A7%D9%86%D8%B3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_frank_grosshans_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_frank_grosshans_raw.wiki.txt","D8F9C4774F628E5C9041C20F11E34A6F83327574EEA532F4E0FA7E45151EC592","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Arabic direct specialist invariant-theory source package still open. | Arabic source witness for invariant-theory mention only. | Weak witness; not an Arabic invariant-theory term promotion.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::fa_github_sirejeff_repo_metadata","r3_normalized_witness::fa_github_sirejeff_repo_metadata","source_level_witness","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","GitHub repository metadata: SireJeff/linear-algebra-3blue1brown-notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_repo_metadata.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_repo_metadata.json","11720593D60DB2D657DA344CB250B254B0324084010446F9C8E402EAB23AF56A","manifest_only_source_archive_until_B3_license_review","local_payload_present_hashed","unclosed_or_verify_required","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Persian TeX source-package provenance for linear algebra only. | No canonical approval; license unclear until repo license is independently closed.","manifest/hash/url sidecar only until B3 policy review","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::fa_github_sirejeff_persian_main_tex","r3_normalized_witness::fa_github_sirejeff_persian_main_tex","source_level_witness","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","SireJeff Persian linear algebra main.tex","https://github.com/SireJeff/linear-algebra-3blue1brown-notes/blob/master/persian_notes/main.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_persian_main_tex.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_persian_main_tex.tex","AA4207AE05BA1804FFB3BBE8265954571BE276E75A8CB7A1656A72ED92417427","manifest_only_source_archive_until_B3_license_review","local_payload_present_hashed","unclassified_license_signal_verify_required","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Persian/Farsi TeX source witness for linear algebra compilation spine. | Review-only; does not authorize Dari/Tajik/Urdu/Pan-Turkic.","manifest/hash/url sidecar only until B3 policy review","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::fa_github_sirejeff_source_zip","r3_normalized_witness::fa_github_sirejeff_source_zip","source_level_witness","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","SireJeff Persian/English linear algebra source archive zipball","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C","manifest_only_source_archive_until_B3_license_review","local_payload_present_hashed","unclassified_license_signal_verify_required","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Persian/Farsi TeX source package hash witness. | Review-only; source package does not establish terminology approval.","manifest/hash/url sidecar only until B3 policy review","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
"R3-SOURCE-CANON-ROW::r3_normalized_witness::fa_wikipedia_invariant_theory_raw","r3_normalized_witness::fa_wikipedia_invariant_theory_raw","target_language_witness","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","Persian Wikipedia: نظریه ناوردا","https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D9%86%D8%A7%D9%88%D8%B1%D8%AF%D8%A7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","DF288DE95947706B819F9F78026E1F9AA6104E95EEBC27ED2CDD9157A5B8E0B6","conditional_payload_requires_B3_attribution_and_license_review","local_payload_present_hashed","open_content_license_signal_requires_attribution_review","Maintain source-canon/provenance support or exact blocker for the R3 lane under the whole-program source-canon-first objective.","source-canon provenance support only; no draft translation or term promotion","Persian/Farsi raw source witness for invariant theory. | Persian witness only; does not authorize Arabic/Dari/Tajik bridge.","manifest/hash/url sidecar; any payload requires B3 attribution/license gate","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260705T024432Z"
