volume,relative_path,kind,start_line,bytes_removed,sha256,preview
sga3,ix/components/03_expose_IX_sections_4_5.tex,inline_project_source_aside,453,118,54A9A80CB319F8A74CAAF55DA5AB81FCDC465FAD5FB13B20A7E26E537B23A0AA,"\emph{[The source prints \(B''\) here; since \(s''\in S''=\operatorname{Spec}(A'')\), the intended ring is \(A''\).]}"
sga3,ix/components/03_expose_IX_sections_4_5.tex,inline_project_source_aside,466,191,FC6790268A1EEEB0068004B02C3873B8AE0A36E8DCD9921E1287D7E1A7FDCA51,"\emph{[The source appends \(Z_n^{i''}=\operatorname{Spec}(B_n'')\); the displayed equality would identify each \(Z_n^{i''}\) with \(X_n''\), so the base-change definition is retain"
sga3,ix/components/03_expose_IX_sections_4_5.tex,inline_project_source_aside,1069,114,18002DAE7CDF263DB768F01D5503FD40D54D3C9AEDF3268453293CDD8E6033F0,\emph{[The source prints ``of \(K\)'' here; the displayed endomorphism of \(H_K\) shows that \(H\) is intended.]}
sga3,ix/components/03_expose_IX_sections_4_5.tex,inline_project_source_aside,1200,141,5BC73C4980CBF507FDB2F86493AE1B338003160225834856240A85EAC6A8F575,"\emph{[The source prints the undefined local ring \(B\) here; the Noetherian local ring \(\mathscr O_{G,e}\) just introduced is intended.]}"
sga3,ix/components/04_expose_IX_sections_6_7.tex,inline_project_source_aside,497,90,2EB4FDF4590457CD2BB92BC54920D92FAFD6AC1944666014BF73F5A12773D249,\emph{[The source prints \(C=C\otimes_AA_n\) in the last equality; \(C_n\) is intended.]}
sga3,tex/components/12_expose_V_section6_quasisection_setup_en.tex,project_footnote,30,437,38883B94A8C82580955835009B2ADBD5A7ADB7F7CCAFAB28CFABFB1301E220AB,"\footnote{\label{note:sga3-V-31}Editor's note: If \(x,y\in E\), there is a \(z\in X_1\) such that \(d_1(z)=x\) and \(d_0(z)=y\); thus \(z\) belongs to \(v^{-1}(x)\), which is finit"
sga3,tex/components/21_expose_IV_s6_and_bibliography.tex,project_footnote,772,261,0F7B6ED180643736A73BF31BEAF835F30BC523A36A0B85A00B14A9E099D40A9F,"\footnote{Editor's note: the Polo--Gille re-edition prints \(G_i\times_{S_i}X_i\) at the upper right. We write \(X_i\times_{S_i}X_i\), since \(\Phi_i\), as the base change of \(\Ph"
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,34,353,E06A3C138F64CE9169EBB022BAA385AE744E9B42E246B929ACF7417FE861A341,\footnote{\label{source-note:sga3-V-10.1.2-fiber-product-base}The source PDF prints \(G\times_SG\) in this projection. The \hyperref[eq:sga3-V-10.1.2-stabilizer-isomorphism]{preced
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,175,385,6020005745EB53F3812EBFF3390F6374C9CBDEA3628A7AB6F78376030FC98BCE,\footnote{\label{source-note:sga3-V-10.3.1-proof-part-v}At this point the source PDF says \emph{to prove (iv)}. The cited Theorem~\hyperref[thm:sga3-V-8.1-iv]{8.1(iv)} and the conc
sga3,tex/components/22_expose_V_section10_group_actions_through_theorem1041_en.tex,project_footnote,220,568,8CF6279AE5099EFDFB296C1C73BF3C87D89DCEF14DD95FD1D1AB88CBAB2CF85A,"\footnote{\label{source-note:sga3-V-10.4-ft-typing}The source PDF prints \((g^{-1}g'x,x)\in F(T)\). Since \(F(T)\subseteq G(T)\times X(T)\), the first coordinate must be the group"
sga3,tex/components/23_expose_V_theorem1041_proof_through_bibliography_en.tex,project_footnote,42,450,F66AA5AA023B6809B35BBB95B1D39ADF03577E97C97F2A5CE7DE1A2E560825E3,\footnote{\label{source-note:sga3-V-10.4.1-pr1-torsor}The source PDF instead prints the morphism \(G_X\times_{X^2}G_X\to X^2\) and calls it an \(F\times_XX^2\)-torsor over \(X^2\).
sga3,tex/components/26_expose_III_s450_s47_lci_koszul.tex,standalone_project_note,438,270,FEDFDE8F3BBB4A88E0B2EDB39D9A354E074899F8C9CF6D255502564C1D6D2972,"\noindent{\footnotesize\textit{Source note.} The Polo--Gille PDF prints \(XY-ZT+\lambda\varepsilon\) for this lift. Since the element being lifted is \(\overline g_1=XZ-YT\), the d"
sga3,tex/components/27_expose_III_s480_s410_obstruction_factorization.tex,standalone_project_note,286,269,CFF0D4FCB9D11A8E0D5872E9D415E413A4FD80BF8A28BB677D1E8F652ADCCF19,\noindent{\footnotesize\textit{Source notation note.} The Polo--Gille prose and this \(h_0\)-display print \(i_{T_0}\) for the closed immersion labeled \(\tau_{T_0}\) in the cartes
sga3,tex/components/27_expose_III_s480_s410_obstruction_factorization.tex,standalone_project_note,320,217,79736E0BDE0BD6EF38AF73950FD02F10482CC26FEF02DACC501B5DDFD369AC2E,"\noindent{\footnotesize\textit{Source notation note.} At this point the Polo--Gille proof prints \(i':Y\hookrightarrow X\), while part (ii) defines \(i'\) as the immersion of \(Y'\"
sga3,tex/components/30_expose_III_s423_s430_conjugacy_coboundaries.tex,standalone_project_note,248,123,464E200751A563332FFF6AB0EC80169CD0D415BF1D25501FF20FCD9B9515352F,\noindent\emph{Source note.} The French re-edition prints \(G\) here; the ambient group throughout this section is \(X\).
sga3,tex/components/32_expose_III_s436_s438_bibliography.tex,standalone_project_note,343,279,FDA6A45C0B3BD76AD8052CB7FF05C09F54C03E32B52C15D0C273E32BD467F2AA,"\noindent\emph{Source note.} In these three adjacent occurrences the French re-edition prints \(\mathbf n_{K_0/X_0}\), without the dual. The English uses \(\mathbf n^{\vee}_{K_0/G_"
sga3,tex_reference_v2/components/03_expose_VIA_section25_lemma251_prop252_en.tex,project_footnote,196,131,6BFD31A2DBDD91D205286B77F731EE5CB715213076ED10DA78F8AD4ACA038AD6,\footnote[1]{Translator's note: the French source prints \(\eta\) here; the generic point introduced immediately above is \(\xi\).}
sga3,tex_reference_v2/components/03_expose_VIA_section25_lemma251_prop252_en.tex,empty_project_note_wrapper,194,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/04_expose_VIA_lemma253_prop254_loop2_r1_en.tex,project_footnote,169,168,37B15AF1494CB003BF60815A590A54CE7D01A3679F52D5E93EC8252450355075,"\footnote[1]{Translator's note: the French source prints \(G^0\) here; as the object being translated is an orbit in \(X\), the intended source expression is \(G^0x\).}"
sga3,tex_reference_v2/components/04_expose_VIA_lemma253_prop254_loop2_r1_en.tex,empty_project_note_wrapper,167,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/05_expose_VIA_section26_through_prop264_en.tex,project_footnote,108,264,9CB447F7A20825A3A0BCE3F3FEA907A08D62AC31EDDD77269C1FEE4AD4AF3FD4,\footnote[1]{Translator's note: the French source prints \(X\) in this conclusion and then switches from the point \(x\) to undefined symbols \(e\) and \(e_K\). The statement and a
sga3,tex_reference_v2/components/05_expose_VIA_section26_through_prop264_en.tex,empty_project_note_wrapper,106,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/08_expose_VIA_section321_quasisection_descent_loop2_r1_en.tex,project_footnote,18,255,F7FE2D91A9A7082E6F8DB03138796C699CDB19982C2461A509EBD0C3B218F3F4,\footnote[1]{Translator's note: the French source prints \(k\) here and again in editor's \hyperref[note:sga3-VIA-39]{note 39}. In this part of the proof the base is the Artinian l
sga3,tex_reference_v2/components/08_expose_VIA_section321_quasisection_descent_loop2_r1_en.tex,empty_project_note_wrapper,16,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/14_expose_VIA_par42_saturation_identity_component_en.tex,project_footnote,46,247,96CDA5F65D71E088A9C1072802B2101C52982C91D5E1516474B978265DC12C06,\footnote[1]{Translator's note: the French source prints \(u(G^\gamma\times_A G^\delta)\) in this final sentence. The map defined and used throughout the paragraph is the multiplic
sga3,tex_reference_v2/components/14_expose_VIA_par42_saturation_identity_component_en.tex,empty_project_note_wrapper,44,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,project_footnote,65,272,5DAB0DAE5947DEFAD8DACAD106B032C818D28FF89CB039243A4D89B579740111,"\footnote[1]{Translator's note: the French source prints \(\lambda(F\times_A G^0)\) at this point. The statement concerns the connected component \(F^\beta\) just introduced, and t"
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,project_footnote,87,288,BFD78C3D97455ADE52BA0FBB7E1C4EA4936537B0CD13ED712AB47E9E96441C63,\footnote[2]{Translator's note: the French source says ``by \hyperref[sec:sga3-VIA-4]{paragraph 4}.'' The finite-type quotient invoked here is the result of \hyperref[sec:sga3-VIA-
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,empty_project_note_wrapper,81,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
sga3,tex_reference_v2/components/15_expose_VIA_par43_identity_saturation_quotient_loop2_r1_en.tex,empty_project_note_wrapper,63,73,DB12C7ED8DB07050AC34322CF71A7E4198336621E8DAA574638E034837B35891,\begingroup \renewcommand{\thefootnote}{\fnsymbol{footnote}}% % \endgroup
