"current_frontier","packet_label","lane","file","csv_rows_excluding_header","boundary"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\B3_HANDOFF_ROWS_49D0983C.csv","1","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\B3_PACKAGE_RETURN_ROWS_49D0983C.csv","2","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_49D0983C.csv","2","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\BRANCH_COMPARE_COMMITS_61F213FA_TO_49D0983C.csv","2","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\BRANCH_COMPARE_FILES_61F213FA_TO_49D0983C.csv","52","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\CHILD_CSV_ROW_COUNTS_49D0983C.csv","179","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\CHILD_PACKET_INVENTORY_49D0983C.csv","12","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\EIGHT_LANE_ROUTING_ROWS_49D0983C.csv","8","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\EXACT_BLOCKER_RECOVERY_ROWS_49D0983C.csv","4","49D route packet now branch-visible at E084; no source-body promotion"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","non_slavic_49d_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_49D0983C_A942_61F_BRANCH_VISIBILITY_ROUTE_20260707\FRONTIER_REVERIFY_49D0983C.csv","2","49D route packet now branch-visible at E084; no source-body promotion"
