"root_name","csv_file","rows","sha256","path"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","B3_ACTION_SUMMARY.csv","1","8036C18FC1305F6AA72BFC05CE9C886E0E9C705F0C7782B063AB242341B1F167","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\B3_ACTION_SUMMARY.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","BRANCH_PR_STATE.csv","9","441446B786EC166CE62C64E9BB0A51FDC8C73EE2E666905A294006B613618FFB","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\BRANCH_PR_STATE.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","HELD_ROOTS_AND_BLOCKERS.csv","1","8ED45D3315A188351A96DACDC25C2E71B9772B5C7F71BCBAAF0925FF423EA0D4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\HELD_ROOTS_AND_BLOCKERS.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","MANIFEST_REPLAY.csv","315","EAE50646AC9B0BEC1A54A6B304573D2881A86887D37847A5818F7886F19FAC7F","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\MANIFEST_REPLAY.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","MANIFEST.csv","10","62D9A0B17B69C5354CD4FE429A5D028781BC0C521EC454027E9DE6DAD3481C69","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\MANIFEST.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","PACKAGE_FILE_LEDGER.csv","359","906B1EC928CFB97A3E669CE3ECB07EFDA18DB6075101E8A4DFEE20468C692F14","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\PACKAGE_FILE_LEDGER.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","PACKAGE_ROOT_SUMMARY.csv","17","F112E0ECBEFBFE5589F4FA5719D8525582BBF22E9CA4577C4A0E390487504227","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\PACKAGE_ROOT_SUMMARY.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","POST_PUSH_BRANCH_BLOB_VERIFICATION_BY_FROZEN_OID.csv","376","AE7B996F8F51EF8A7C3384EBBA844A3C0315FDCEBB1542369986F0A7DE3EC3AA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\POST_PUSH_BRANCH_BLOB_VERIFICATION_BY_FROZEN_OID.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","SAFETY_SCAN_HITS.csv","6","B2CD06C0576468783FDE3A2BB56DC541DA1DBF79FB1DAD7C987F06747B3EC61F","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\SAFETY_SCAN_HITS.csv"
"B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707","SHA256SUMS_REPLAY.csv","328","E80554DA7019183627DE145E2F9FCC1028FDBA20C1E50E141874BD4D4704AB50","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707\SHA256SUMS_REPLAY.csv"
"B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707","BRANCH_AND_DECISION.csv","6","AC5CFA40197AEE27E87609EABC2AFD87F35684C92CEFBF286D5EE8A6F9B9F7F5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707\BRANCH_AND_DECISION.csv"
"B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707","CONTROL_BYTE_EVIDENCE.csv","2","4C75E474E6E504731C10DF49D395665966C5714E361B4A222AC3F5279812ECB7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707\CONTROL_BYTE_EVIDENCE.csv"
"B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707","MANIFEST.csv","4","7703A19A1AE4FECD32AB5971306804A9C2DD781D1A7F6257B2A810333C9CEF2F","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707\MANIFEST.csv"
"B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707","VALIDATION_BLOCKERS.csv","2","01A8F84EE20B68EB80F9052BDC58B9F924CE33F841E45E28C32EDC7CB9502E6C","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_HELD_NONSLAVIC_B95298E7_MALFORMED_ROUTE_AND_SYSTEMERROR_QUEUE_20260707\VALIDATION_BLOCKERS.csv"
