"lane","delta_status","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","frontier_package","frontier_sha256","frontier_bytes"
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705_MANIFEST.json","1288","E4974655BF59BFD3C130D939134BAB4FC25ABE12B25C042A492C8CFB211AA5A3","2026-07-05T04:19:18.0385195Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705_SHA256SUMS.txt","502","353A850A04084C984EF5D458FF518E97D78A4412DB3D16A83E613AB5C3CE87DC","2026-07-05T04:19:18.0563468Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.csv","39746","0F6CF7786834F12BFCE72674DBA2C6A8E43D60943BC89E32D53FEC094E489858","2026-07-05T04:19:17.9793296Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.json","60888","61EC634AC459F68889BD50809E052C83C1E8709B275985E4648B792DA3D1E481","2026-07-05T04:19:17.9753157Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_20260705.md","5851","EE7E13A551CBD4BAEDE5B3EDF5B077CC177F1B444A0620379E7F2BE3F5B76E15","2026-07-05T04:19:17.9813358Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","1388","2985EAC1E09C236C07FA0EF2ECB4EEC994C3F981E83DBC7AE40CBC7942E78134","2026-07-05T04:19:50.8687874Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","578","DCB27916452C01FD9A160D8AD2553464737567CDBDE09D316625A3BCE7F2C1D3","2026-07-05T04:19:50.9003735Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.csv","2060","EE79FFC9275E1AF341DBB036EC8CC6C45B8E977DA42CE557E86191BD3D059975","2026-07-05T04:19:50.8234018Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.json","3977","C8C13A6916F0E3048CA4D9F7077CB27173D6C960DEEFF37B604D46F70A32CEDC","2026-07-05T04:19:50.8234018Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_FINDABILITY_INDEX_B3_PACKAGE_REQUEST_20260705.md","2016","7D23849A6D29BC4A500F3CCCABCA9C15A7F0EE050A7E63C97AD6CF673630FF6F","2026-07-05T04:19:50.8254109Z",,,
