"root","recorded_path","actual_path","expected_sha256","actual_sha256","status"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_B3_HANDOFF_BOUNDARIES_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_B3_HANDOFF_BOUNDARIES_20260707.csv","FFA0C568A0FBA89CE6206258802FE1CC215D6248E104C367076B199B8B2470EB","FFA0C568A0FBA89CE6206258802FE1CC215D6248E104C367076B199B8B2470EB","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_BRANCH_DELTA_AND_STALE_19B2_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_BRANCH_DELTA_AND_STALE_19B2_ROWS_20260707.csv","B996A59C6FD09D0BDAD8E191CD2EE7EE5E726EA2EB373CEFAEA2E22FB46F7972","B996A59C6FD09D0BDAD8E191CD2EE7EE5E726EA2EB373CEFAEA2E22FB46F7972","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","9C5DDF4A4B28E6447430BDE2311B2E23D445A4D98E5E3E1766848C07221B8ECD","9C5DDF4A4B28E6447430BDE2311B2E23D445A4D98E5E3E1766848C07221B8ECD","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_README_LOGBOOK_STATE_ADDENDUM_20260707.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_README_LOGBOOK_STATE_ADDENDUM_20260707.md","A5421F076BA591B5ED3B368A4B354BEB345EC805C4225CDC13CF65C7AEEC511F","A5421F076BA591B5ED3B368A4B354BEB345EC805C4225CDC13CF65C7AEEC511F","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","55E6A3F27136AFC198CECB939AEBA3853A0A8F501356CDD55F996CB59A370545","55E6A3F27136AFC198CECB939AEBA3853A0A8F501356CDD55F996CB59A370545","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_VISIBLE_SIBLING_WAKE_FOLLOWUP_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\6034C6B4_VISIBLE_SIBLING_WAKE_FOLLOWUP_20260707.csv","6741498D70C72190632DDFF36AC4B0C3D3B10F0EEE7455D9B9F75087EF03FA0E","6741498D70C72190632DDFF36AC4B0C3D3B10F0EEE7455D9B9F75087EF03FA0E","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/active_recovery_searches_6034c6b4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\active_recovery_searches_6034c6b4.csv","F6E83206F84981DFD66AF3E013AA133D3450DEFC797DB95ED86498624457D032","F6E83206F84981DFD66AF3E013AA133D3450DEFC797DB95ED86498624457D032","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/ACTIVE_SESSION_STATE.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\ACTIVE_SESSION_STATE.md","6B413BCEEE4A9D7F2921411D6A0B67D29BDB78D2A5726C39D4CCAC09E9194AB0","6B413BCEEE4A9D7F2921411D6A0B67D29BDB78D2A5726C39D4CCAC09E9194AB0","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/adverse_evidence_ledger_6034c6b4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\adverse_evidence_ledger_6034c6b4.csv","948564F8B658D50D38CE113CDCC65FD6F9B0A6FCE383D7504420E9F6137EB044","948564F8B658D50D38CE113CDCC65FD6F9B0A6FCE383D7504420E9F6137EB044","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\B3_UPLOADER_READY_SUMMARY.csv","9C86BFD75787ABA20095BE0081CCDA22BCCCB28B564AFB7DF745D524B11D101B","9C86BFD75787ABA20095BE0081CCDA22BCCCB28B564AFB7DF745D524B11D101B","ok"
"R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707","outputs/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/do_not_use_ledger_6034c6b4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707\do_not_use_ledger_6034c6b4.csv","1E8D67F2255E315A5F24F2B8C3987AB7C1EBE2A0C100975AE5859525ECA44867","1E8D67F2255E315A5F24F2B8C3987AB7C1EBE2A0C100975AE5859525ECA44867","ok"
