"rule_id","category","source_input_id","remote_path","local_path","source_sha256","line","signal_excerpt","required_application","authority_boundary"
"8F7D-RULE-0001","source-use","8F7D-IN-001",".github/copilot-instructions.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\001__.github__copilot-instructions.md","6D81EC89D416678E0DF9C964D959160F8EAAFF04EA69DA744E588F58C50662BC","13","- every PDF/source archive/ZIP/TAR/repository snapshot that is the provenance carrier;","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0002","source-use","8F7D-IN-001",".github/copilot-instructions.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\001__.github__copilot-instructions.md","6D81EC89D416678E0DF9C964D959160F8EAAFF04EA69DA744E588F58C50662BC","14","- generated language drafts and native/source-canon witness corpora, clearly separated;","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0003","source-use","8F7D-IN-001",".github/copilot-instructions.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\001__.github__copilot-instructions.md","6D81EC89D416678E0DF9C964D959160F8EAAFF04EA69DA744E588F58C50662BC","17","There is no acceptable size objection. If the corpus is too large for one upload, split it into multiple ZIPs and upload all parts. Preserve directory structure. Do not replace the corpus with CSV inventories, SHA logs, source-canon ledgers, or omission report","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0004","source-use","8F7D-IN-001",".github/copilot-instructions.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\001__.github__copilot-instructions.md","6D81EC89D416678E0DF9C964D959160F8EAAFF04EA69DA744E588F58C50662BC","19","If a file is accessible to the other machine/session, it must be made accessible to the archive maintainer on this machine through GitHub-visible files, GitHub-visible ZIPs, or another explicitly linked transfer artifact. If a file cannot be transferred, state","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0005","authority-boundary","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","44","- ""read these instructions"" as final output;","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0006","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","46","- pointer-only source canon.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0007","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","50","Create or update these files locally and in the side branch whenever possible:","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0008","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","108","URL list only, bodyless source-canon list, acknowledgement.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0009","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","110","### Session 03: Russian/Ukrainian/Interslavic Translation Branch Bodies","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0010","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","115","You are Session 03: Russian/Ukrainian/Interslavic Translation Branch Bodies.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0011","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","117","Collect and package every actual Russian, Ukrainian, and Interslavic Noether/interlanguage translation body already produced on the machine. Include TeX/PDF/source-control/glossary/logbook files. Keep generated drafts separate from native/source-canon evidence","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0012","marker-table","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","122","`noether-language-output/slavic-ru-uk-isv/` with translated TeX/PDF where present, glossaries, source-control notes, `MANIFEST.csv`, `SHA256SUMS.txt`, `README.md`, and logbook excerpt.","route as interlinear/marker scaffold support; no accepted bridge surface","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0013","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","142","- `branch_weight_ledger.csv`","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0014","marginal-intelligibility","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","143","- `marginal_intelligibility_ledger.csv`","queue owner-lane review of marginal-intelligibility criteria before generated-draft terminology","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0015","adverse-evidence","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","144","- `false_friend_ledger.csv`","block or flag candidate forms through adverse-evidence/do-not-use rows before term promotion","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0016","adverse-evidence","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","145","- `adverse_evidence_ledger.csv`","block or flag candidate forms through adverse-evidence/do-not-use rows before term promotion","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0017","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","168","`language-source-bodies/cjk/` with source files/archives/PDFs, manifest, hashes, README, and logbook.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0018","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","186","`language-source-bodies/rtl-persianate-arabic/` with source files/archives/PDFs, manifest, hashes, README, and logbook.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0019","marginal-intelligibility","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","199","Collect literal TeX/source bodies for Spanish, French, Portuguese, Italian, German, Dutch, English, Scandinavian languages, and other high-resource baselines touched by the project. These are style/terminology witnesses for translation quality and interlanguag","queue owner-lane review of marginal-intelligibility criteria before generated-draft terminology","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0020","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","204","`language-source-bodies/romance-germanic-baselines/` with bodies, manifest, hashes, README, and logbook.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0021","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","217","Collect the latest Noether correction packages, source-control bodies, known gap repairs, multilingual branches, and audit ledgers from local downloads and working folders. Do not mark as final unless certified. Identify which files are actual corrected TeX/PD","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0022","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","222","`noether-source-control/latest-corrections-YYYYMMDD/` with real TeX/PDF/logs/source witnesses, manifest, hashes, README, and caveat.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0023","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","240","`source-repair-bodies/sga-deligne-latest-YYYYMMDD/` with actual bodies, manifest, hashes, README, and caveat.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0024","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","253","Find actual Lean formalization files produced by Claude/Codex/other sessions. Package `.lean`, lake files, README/logbook, and state clearly whether they compile, are sketches, or are unrelated. Do not claim they certify the historical transcription.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0025","source-use","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","258","`formalization/lean-work-in-progress-YYYYMMDD/` with `.lean` bodies, build files if present, manifest, hashes, README, and logbook.","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0026","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","271","Audit the most recent side-branch package for whether it contains actual bodies. Count extensions, byte sizes, and hashes. Mark categories: body, generated draft, OCR witness, pointer-only, rejected. Produce a rejection or acceptance note.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
