"filename","status","additions","deletions","changes","sha","previous_filename"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","1c25db2be98b239874ce7204b26fe979304e1236",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/BRANCH_PR_STATE.csv","added","10","0","10","6d23a70b087ce14c6434155557b82e0f1fed9fce",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/HELD_ROOTS_AND_BLOCKERS.csv","added","2","0","2","5ebbd2ce2471d5448428b38760a204015c10a5aa",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/MANIFEST.csv","added","10","0","10","5b3c1f22478791de32702b46bb33abeaf051004d",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/MANIFEST_REPLAY.csv","added","108","0","108","57b37b8de379efad739870f1f01dd01691a9b312",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","added","123","0","123","f6406517897baea38daaa7239848129a4d3e687f",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","added","6","0","6","732f242e28a28a5ea4a606ae38b924eb8fd27249",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/README.md","added","7","0","7","4725adebb10e4fcc7926a72fb605b521dc95adef",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/SAFETY_SCAN_HITS.csv","added","0","0","0","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/SHA256SUMS.txt","added","9","0","9","6338cc780171c5584f3e4b18484a37f2fd0dfb2c",
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C0CB1DB1_SLAVIC_OLP_INTERLANGUAGE_PERSIANATE_86B2_BATCH_20260707/SHA256SUMS_REPLAY.csv","added","111","0","111","02dcc196996433bea66981094b216d6703921400",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/ACTIVE_SESSION_STATE.md","added","13","0","13","68bcd91add1dd39188aa3074c172298d075954b5",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/B3_HANDOFF_INDEX_C0CB1DB1.csv","added","3","0","3","55b561dc6a7edbe96f03909c904fecf470863382",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/B3_HANDOFF_INDEX_C0CB1DB1.json","added","16","0","16","61093726472fe09896a9bf3bc9a280b7a4df6046",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/BLOCKER_RECOVERY_LEDGER_C0CB1DB1.csv","added","2","0","2","42dcb45d1eb410510464ec151e1ac73d5ca130cf",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/BLOCKER_RECOVERY_LEDGER_C0CB1DB1.json","added","9","0","9","8504ea9d4052d9f6a2e05adecae00c2e35f2fdf0",
"uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707/INTERLANGUAGE_FABLE_C0CB1DB1_PERSIANATE_TAJIK_RETURN_PACKET_20260707/BRANCH_CHANGED_PATHS_68E4432B_TO_C0CB1DB1.csv","added","44","0","44","a2e05f75426d8b079ed6fdeb21f94f150427b000",
