"relative_path","role","bytes","sha256","media_type","publication_action","source_basis","caveat","existing_sga_concept_doi","last_observed_sga_live_version","supersedes"
"BUILD_SOURCE_RENDER_REVIEW_SUMMARY.md","source build render and review receipt","2254","DA721AE82D8AB104670BA966B1E7206924E7D011C7E47658434297900BC01018","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"CHECKPOINT_README.md","checkpoint entry point and claim limits","1188","012BA8706C5641081A082FE6126109552A868B129A8266D0BB45FE0553C090F0","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"CONTINUATION_CURSOR.md","exact continuation cursor at French line 653","990","1484E7AA60769DE062AB71FEBDE24C966E90861947903889B6661D3A0B2F5076","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/build/BUILD_I_2_PASS1_PUBLIC.log","successful LaTeX pass 1 public compile record","1008","5FF12AC0694847421D4F37FDD19ED9D2F31628BB77E0408F7FC50E8B98B19A83","text/plain","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/build/BUILD_I_2_PASS2_PUBLIC.log","successful LaTeX pass 2 public compile record","1008","92088DC878AFCCC57EE2EF5E66C77DF19C704BE0342B2A274E89285FDA2A21BC","text/plain","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/build/BUILD_I_2_PASS3_PUBLIC.log","successful LaTeX pass 3 public compile record","1008","726E258761E712A90CA62E03C9074A2D9A37D2222C990AD9D67B4E83E5CF4A55","text/plain","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/rendered_pdf/page-1.png","rendered English PDF page 1","70971","74C02546018D19822E3CDD9B17F891C92BE47D27CE1490AE36618F10E2E0AA00","image/png","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/rendered_pdf/page-2.png","rendered English PDF page 2","187870","BB08A345B7D808848BBBD41458AFB9824E0662A2D9C3DC37364E8BB9831CBC7B","image/png","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/rendered_pdf/page-3.png","rendered English PDF page 3","41449","AAB09CD7D4FECF239380B04B232522E82957B73E113BA1C47CFA6440BF5C2EF6","image/png","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
"evidence/rendered_pdf/page-4.png","rendered English PDF page 4","410974","04FCAE6E9C3362E40D1FBE33801767A5539145DD8C4683025AE030C965A23A0F","image/png","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English or public-safe QA apparatus; French arXiv TeX is sole textual authority; original scan is audit-only; external English is control-only and excluded","Bounded opening-through-I.2 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21430393","Supersedes the opening-through-I.1 local checkpoint _r3 only if archive maintenance publishes this verified extension; no remote supersession is claimed here."
