"status","input_packet","exists","actual_sha256","expected_sha256","relative_path"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","bbe5771b1e896aea023bf3a9bd20725501f537b1347d30a4ddf339512417d585","bbe5771b1e896aea023bf3a9bd20725501f537b1347d30a4ddf339512417d585","b3\B3_ROUTE.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","65ad03bff3a17f48126864420e0b7ebfbcb8afa0c75ddae44bb805a0e70eb78f","65ad03bff3a17f48126864420e0b7ebfbcb8afa0c75ddae44bb805a0e70eb78f","blockers\R6_1A1110EB_BLOCKERS_AND_NEXT_ACTIONS_CARRY_FORWARD.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","f611a0bda5d74a37387867139660f470e75d381f06d144818a2b53f908551af0","f611a0bda5d74a37387867139660f470e75d381f06d144818a2b53f908551af0","branch-current\R6_1A1110EB_COMPARE_FILE_INDEX.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","7fd08dcedf57d8b357061ee032ce98cb6b68b53360f8b9c4d4e73e27449c7013","7fd08dcedf57d8b357061ee032ce98cb6b68b53360f8b9c4d4e73e27449c7013","branch-current\R6_1A1110EB_CURRENT_HEAD_COMPARISON_NOTE.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","7c38850fbebe4cca0c969c7d6a85906caba7f9153e8fa75ebda316f8e71b74ee","7c38850fbebe4cca0c969c7d6a85906caba7f9153e8fa75ebda316f8e71b74ee","carry-forward\R6_1A1110EB_PACKET_COUNTS.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","fc75e38673cddaf87ed68ece46489e2736ef87ee619b57055e8d9aa04236bb44","fc75e38673cddaf87ed68ece46489e2736ef87ee619b57055e8d9aa04236bb44","carry-forward\R6_1A1110EB_PROBE_RESULTS_CARRY_FORWARD.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","b22e78f6f2ab4363337d108c37fde0e93446634a6c99c7a8c3e214ccb84b43f9","b22e78f6f2ab4363337d108c37fde0e93446634a6c99c7a8c3e214ccb84b43f9","carry-forward\R6_1A1110EB_SCOPE_SUMMARY_CARRY_FORWARD.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","25575e47f046e129e0315bfe7349d845567d5f90ef9b784da8645b51570b374e","25575e47f046e129e0315bfe7349d845567d5f90ef9b784da8645b51570b374e","fable\R6_1A1110EB_FABLE_ADVERSE_DO_NOT_USE_CARRY_FORWARD.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","f7a189469a3f48c6ad1c8eb92d326b433d8fe2634f9732fc827f98759125ae4b","f7a189469a3f48c6ad1c8eb92d326b433d8fe2634f9732fc827f98759125ae4b","logs\LOGBOOK_EXCERPT_20260706.md"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","5d46c9b8d9452a7bdbddc4e5ae976e9fb5a8c7e482ad34018f2ff1421d781df7","5d46c9b8d9452a7bdbddc4e5ae976e9fb5a8c7e482ad34018f2ff1421d781df7","MANIFEST.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","6e84b9bdc2915a74e45ea9476ffd11991cce9e26125806863df5ef92f9593196","6e84b9bdc2915a74e45ea9476ffd11991cce9e26125806863df5ef92f9593196","README.md"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","a07d9a3d2399c76c3efb33a544178af29dc901704dc189a00041ae52ca240726","a07d9a3d2399c76c3efb33a544178af29dc901704dc189a00041ae52ca240726","source-use\R6_1A1110EB_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv"
"ok","R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706","True","1ef58f00bdb7eff7400cbd4de7d4af1e0e5b3f96d9f5760bc22cfa3bbd47c6a7","1ef58f00bdb7eff7400cbd4de7d4af1e0e5b3f96d9f5760bc22cfa3bbd47c6a7","verification\INPUT_A2C_PACKET_SHA_VERIFICATION.csv"
