"probe_id","master_row_id","source_title","topic_tags","evidence_tier","source_type","source_url","fetch_url","expected_local_path","fetched_payload_path","expected_sha256","actual_sha256","hash_matches_expected","fetched_bytes","http_status","content_type","probe_status","license_or_access_signal","normalized_upload_policy","source_upload_policy_from_master","gap_or_blocker_note","error_message","consumer_action","non_claim_boundary","created_utc"
"R3-AR-EXT-PROBE-001","external_lane_pointer::AR-SRC-ALG-001","Arabic RTL source witness AR-SRC-ALG-001: algebra; ring; field; ideal; group; polynomial; representation","algebra; ring; field; ideal; group; polynomial; representation","direct_arabic_mathematical_source","PDF","https://uomustansiriyah.edu.iq/media/attachments/192/192_2019_10_20%2108_53_36_PM.pdf","https://uomustansiriyah.edu.iq/media/attachments/192/192_2019_10_20%2108_53_36_PM.pdf","sources/non_slavic_reference_corpus/20260630T092000Z_controlled_arabic_abstract_algebra_source_retry/downloads/mustansiriyah_abstract_algebra_2019.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\mustansiriyah_abstract_algebra_2019.pdf","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","True","5456693","","","fetched_hash_matches_external_pointer","CC-BY-ND-4.0 stated in PDF","manifest_hash_url_only_no_payload_until_B3_license_review","","no_native_review_or_term_approval","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-002","external_lane_pointer::AR-SRC-RING-002","Arabic RTL source witness AR-SRC-RING-002: ring theory; ideals","ring theory; ideals","direct_arabic_mathematical_source","PDF","https://uomustansiriyah.edu.iq/media/lectures/12/12_2019_05_29%2101_03_09_PM.pdf","https://uomustansiriyah.edu.iq/media/lectures/12/12_2019_05_29%2101_03_09_PM.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/mustansiriyah_ring_theory_2019.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\mustansiriyah_ring_theory_2019.pdf","811C3BAE2363895F344AD1B6382629239E35C5A1CA47012A576207BFD851023A","811C3BAE2363895F344AD1B6382629239E35C5A1CA47012A576207BFD851023A","True","647885","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","no_term_approval","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-003","external_lane_pointer::AR-SRC-RF-003","Arabic RTL source witness AR-SRC-RF-003: rings; fields; ideals; polynomial rings","rings; fields; ideals; polynomial rings","official_course_register_witness","PDF","https://www.mu.edu.sa/sites/default/files/content/2017/06/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%82%D9%88%D9%84.pdf","https://www.mu.edu.sa/sites/default/files/content/2017/06/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%82%D9%88%D9%84.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/majmaah_rings_fields_2017_course_spec.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\majmaah_rings_fields_2017_course_spec.pdf","A6C1B7EC48616AF3347ED537715DA1DAC98EE32C6E70D821F185BF81168F22D9","A6C1B7EC48616AF3347ED537715DA1DAC98EE32C6E70D821F185BF81168F22D9","True","822529","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","course_register_only","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-004","external_lane_pointer::AR-SRC-RF-004","Arabic RTL source witness AR-SRC-RF-004: rings; fields; algebra course rows","rings; fields; algebra course rows","official_course_register_witness","PDF","https://www.mu.edu.sa/sites/default/files/content/2016/04/21.pdf","https://www.mu.edu.sa/sites/default/files/content/2016/04/21.pdf","sources/non_slavic_reference_corpus/20260702T013000Z_controlled_arabic_algebra_source_refresh/downloads/majmaah_program_spec_rings_fields_2016.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\majmaah_program_spec_rings_fields_2016.pdf","026CBF94316E174C7D273819BC6ED3F15609B0BB09459F045228ACB71856E1D6","026CBF94316E174C7D273819BC6ED3F15609B0BB09459F045228ACB71856E1D6","True","848361","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","course_register_only","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-005","external_lane_pointer::AR-SRC-RF-005","Arabic RTL source witness AR-SRC-RF-005: rings; fields","rings; fields","downloaded_extraction_gap","PDF","https://www.syriamath.net/files/library/2015/03/1159987895.pdf","https://www.syriamath.net/files/library/2015/03/1159987895.pdf","sources/non_slavic_reference_corpus/20260630T092000Z_controlled_arabic_abstract_algebra_source_retry/downloads/syriamath_rings_fields_1159987895.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\syriamath_rings_fields_1159987895.pdf","617FD1CD4A2904B798C381B9CF0DF4F283A7629DBF6455E845C128A2455E0949","617FD1CD4A2904B798C381B9CF0DF4F283A7629DBF6455E845C128A2455E0949","True","7724668","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","ocr_text_extraction_gap","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-006","external_lane_pointer::AR-SRC-COURSE-006","Arabic RTL source witness AR-SRC-COURSE-006: algebra; rings; fields; modules; groups","algebra; rings; fields; modules; groups","official_course_register_witness","PDF","https://edu.qu.edu.iq/wp-content/uploads/sites/14/2025/09/%D9%88%D8%B5%D9%81-%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D8%A7%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A-%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-2025-2026.pdf","https://edu.qu.edu.iq/wp-content/uploads/sites/14/2025/09/%D9%88%D8%B5%D9%81-%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D8%A7%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A-%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-2025-2026.pdf","sources/non_slavic_reference_corpus/20260630T092000Z_controlled_arabic_abstract_algebra_source_retry/downloads/qadisiyah_math_program_2025_2026.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\qadisiyah_math_program_2025_2026.pdf","97B484445E0D9DFD6466C97E4A28ADD199361F4FF577B31ED1343C6BE4B6DB9D","97B484445E0D9DFD6466C97E4A28ADD199361F4FF577B31ED1343C6BE4B6DB9D","True","5051305","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","course_register_only","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-007","external_lane_pointer::AR-SRC-COURSE-007","Arabic RTL source witness AR-SRC-COURSE-007: algebra; rings; fields; modules; groups","algebra; rings; fields; modules; groups","official_course_register_witness","PDF","https://uomustansiriyah.edu.iq/media/attachments/161/161_2024_08_27%2111_27_01_PM.pdf","https://uomustansiriyah.edu.iq/media/attachments/161/161_2024_08_27%2111_27_01_PM.pdf","sources/non_slavic_reference_corpus/20260630T092000Z_controlled_arabic_abstract_algebra_source_retry/downloads/mustansiriyah_math_program_2024.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\mustansiriyah_math_program_2024.pdf","E834C05A5CB8D2CA25016E4775045E7A4FF3A6FB4D32A28EB767C1251DB9E413","E834C05A5CB8D2CA25016E4775045E7A4FF3A6FB4D32A28EB767C1251DB9E413","True","2410949","","","fetched_hash_matches_external_pointer","no_explicit_open_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","course_register_only","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-008","external_lane_pointer::AR-SRC-GROUP-008","Arabic RTL source witness AR-SRC-GROUP-008: group theory; representations; fields; rings; homomorphism; isomorphism","group theory; representations; fields; rings; homomorphism; isomorphism","adjacent_arabic_mathematical_source","PDF","https://www.jmilne.org/math/CourseNotes/GTarabic.pdf","https://www.jmilne.org/math/CourseNotes/GTarabic.pdf","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/downloads/jmilne_group_theory_arabic.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\jmilne_group_theory_arabic.pdf","77B97DF62856083FF960790EA6CEA27E5AD6927241D5F87751B376C8F644A904","77B97DF62856083FF960790EA6CEA27E5AD6927241D5F87751B376C8F644A904","True","1180346","","","fetched_hash_matches_external_pointer","arabic_pdf_restricted_personal_noncommercial_copy_notice__current_english_source_CC_BY_NC_SA_4_0","manifest_hash_url_only_no_payload_until_B3_license_review","","not_invariant_theory_or_covariant_authority","","can_reference_as_recovered_payload_hash_match_manifest_only","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-009","external_lane_pointer::AR-SRC-INV-009","Arabic RTL source witness AR-SRC-INV-009: invariant rings; group actions; Hilbert series; finite fields","invariant rings; group actions; Hilbert series; finite fields","weak_secondary_arabic_register_witness","HTML","https://www.arabicscholar.com/%D8%A7%D9%84%D8%AB%D9%88%D8%A7%D8%A8%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D9%88%D9%84%D8%A7%D8%B1%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AA-%D8%A8%D8%B9/","https://www.arabicscholar.com/%D8%A7%D9%84%D8%AB%D9%88%D8%A7%D8%A8%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D9%88%D9%84%D8%A7%D8%B1%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AA-%D8%A8%D8%B9/","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/html/arabicscholar_modular_matrix_invariants_2026.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\arabicscholar_modular_matrix_invariants_2026.html","5B469F0809C89A9365DE974B8AA7E86FEA6F37F9309117654BD51B53623049F4","4E0F0D20CBF428835ED75D1F31737988DA38F8C4F7E735D240CD14C946C6389F","False","97331","","","fetched_hash_differs_from_external_pointer","no_open_reuse_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","not_direct_specialist_source","","live_payload_drift_or_different_endpoint_do_not_replace_expected_hash","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
"R3-AR-EXT-PROBE-010","external_lane_pointer::AR-SRC-INV-010","Arabic RTL source witness AR-SRC-INV-010: geometric invariant theory; quotient/moduli phrases","geometric invariant theory; quotient/moduli phrases","weak_secondary_phrase_witness","HTML","https://shamra-academia.com/show/f0597758b3ef43","https://shamra-academia.com/show/f0597758b3ef43","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/html/shamra_invariance_system_theory_arabic_summary.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T210216Z\fetched\shamra_invariance_system_theory_arabic_summary.html","79FBC8D73B5BB9521C24F778B5536B205DC193A21D18B3CDA3C264CB255B67CF","E8CFF35F018A69200B17D0E1BEE7B3FBAAFF543D40A66338423AE110EDFB9AD7","False","236526","","","fetched_hash_differs_from_external_pointer","no_open_reuse_license_found","manifest_hash_url_only_no_payload_until_B3_license_review","","not_direct_authority","","live_payload_drift_or_different_endpoint_do_not_replace_expected_hash","External Arabic pointer payload probe only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T210216Z"
