source_package,lane,concept_or_topic,language,source_title,source_id,status,grade,use_category,weight,may_feed,must_not_feed,locator,sha256_or_hash
344,pan_romance,algebra,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,commutative algebra,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,ring,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,ideal,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,field,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,localization,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,noetherian context,French,Constructions cachees en algebre abstraite. Dimension de Krull Going Up Going Down,FR-A-001,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1712.04728v2.source,4e8738d5d6d6f450809cc2d2691c8780c6a854baa848a1c08524354340a179a8
344,pan_romance,algebra,French,Algebres amassees et applications,FR-A-002,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\0911.2903v2.source,831793f96ff067f08f9948bace45e5d02d37773f58a9edef46e76e3c1686186c
344,pan_romance,module,French,Algebres amassees et applications,FR-A-002,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\0911.2903v2.source,831793f96ff067f08f9948bace45e5d02d37773f58a9edef46e76e3c1686186c
344,pan_romance,representation,French,Algebres amassees et applications,FR-A-002,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\0911.2903v2.source,831793f96ff067f08f9948bace45e5d02d37773f58a9edef46e76e3c1686186c
344,pan_romance,tensor product register,French,Algebres amassees et applications,FR-A-002,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\0911.2903v2.source,831793f96ff067f08f9948bace45e5d02d37773f58a9edef46e76e3c1686186c
344,pan_romance,module,French,Extensions des modules de dimension finie pour les algebres de courants tordues,FR-A-003,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1508.04495v1.source,25172cba6ec3b7e87a79e7c53ca0f29c29e05478f693375628e44ba969fb669c
344,pan_romance,representation,French,Extensions des modules de dimension finie pour les algebres de courants tordues,FR-A-003,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1508.04495v1.source,25172cba6ec3b7e87a79e7c53ca0f29c29e05478f693375628e44ba969fb669c
344,pan_romance,automorphism,French,Extensions des modules de dimension finie pour les algebres de courants tordues,FR-A-003,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1508.04495v1.source,25172cba6ec3b7e87a79e7c53ca0f29c29e05478f693375628e44ba969fb669c
344,pan_romance,semisimple,French,Extensions des modules de dimension finie pour les algebres de courants tordues,FR-A-003,source_witness,A,native_concept_shelf,0.75,Pan-Romance C2 fill and source matrix after row-context review,automatic term promotion or public completion claim,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1508.04495v1.source,25172cba6ec3b7e87a79e7c53ca0f29c29e05478f693375628e44ba969fb669c
