rank,token,count,files,dispersion_pct,classification,corpus_weight,permitted_use_weight,priority_score,candidate_action,top_files
1,togda,1207,168,75.68,proof_or_general_register_candidate,7.0967,0.35,2.4839,proof_or_general_register_triage,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
2,nehaj,489,105,47.3,proof_or_general_register_candidate,6.1944,0.35,2.168,proof_or_general_register_triage,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
3,poněže,172,56,25.23,proof_grammar_insert_candidate,4.8181,0.35,2.0236,proof_prose_marker_insert,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
4,važi,243,90,40.54,proof_or_general_register_candidate,5.4972,0.35,1.924,proof_or_general_register_triage,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
5,osoblivo,177,78,35.14,proof_or_general_register_candidate,5.1818,0.35,1.8136,proof_or_general_register_triage,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
6,znovu,169,68,30.63,proof_or_general_register_candidate,5.0295,0.35,1.7603,proof_or_general_register_triage,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
7,jego,145,68,30.63,proof_or_general_register_candidate,4.8805,0.35,1.7082,proof_or_general_register_triage,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex
8,teper,161,61,27.48,proof_or_general_register_candidate,4.8534,0.35,1.6987,proof_or_general_register_triage,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
9,poneže,171,56,25.23,proof_or_general_register_candidate,4.8127,0.35,1.6844,proof_or_general_register_triage,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section06_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex
10,pokazuje,144,64,28.83,proof_or_general_register_candidate,4.8025,0.35,1.6809,proof_or_general_register_triage,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
11,imenno,102,54,24.32,proof_or_general_register_candidate,4.297,0.35,1.5039,proof_or_general_register_triage,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
12,jeden,106,47,21.17,proof_or_general_register_candidate,4.1984,0.35,1.4694,proof_or_general_register_triage,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section04_Interslavic_v001.tex
13,ješče,98,49,22.07,proof_or_general_register_candidate,4.1672,0.35,1.4585,proof_or_general_register_triage,translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
14,mora,92,48,21.62,proof_or_general_register_candidate,4.0915,0.35,1.432,proof_or_general_register_triage,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex
