"master_row_id","origin_artifact","row_kind","lane","target_language_or_access_target","routed_consumer_lane","consumer_action","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","resolved_payload_path","local_payload_exists","local_payload_bytes","sha256_or_other_hash","file_index_hash","hash_matches_file_index","retrieval_status","license_or_access_signal","normalized_license_class","normalized_access_status","normalized_upload_policy","source_upload_policy_from_master","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","audit_boundary","created_utc"
"r3_normalized_witness::ar_pdf_hiast_algebra_vol2_linear_algebra","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Algebra II / Linear Algebra - الجبر الجزء الثاني: الجبر الخطي - Omran Kouba, HIAST","Omran Kouba / Higher Institute for Applied Sciences and Technology (HIAST)","linear_algebra_textbook","B_pdf_publication_fallback","pdf","https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.%202%20-O.%20Kouba-HIAST-2017.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_pdf_hiast_algebra_vol2_linear_algebra.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_pdf_hiast_algebra_vol2_linear_algebra.pdf","True","9490179","9E1A2EC4E2CD27889748DF75DCB9F631734F105A2E19BF542AD52F26470DB06F","9E1A2EC4E2CD27889748DF75DCB9F631734F105A2E19BF542AD52F26470DB06F","True","fetched_and_hashed","Search result/PDF page text indicates Creative Commons BY-ND 4.0; verify before reuse beyond witness citation.","restricted_no_derivatives_signal_verify_before_reuse","local_payload_present_hashed","manifest_hash_url_only_no_payload_until_B3_license_review","PDF/HTML fallback provenance: publish manifest/hash/URL and avoid redistribution claims unless B3 creates a gated source-canon package.","Arabic","True","False","True","Arabic source witness for linear algebra topics only; not a translation approval. | No bridge promotion or native-review claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::ar_wikibooks_linear_systems_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikibooks: Algebra / Linear algebra / systems of linear equations","Arabic Wikibooks contributors / Wikimedia Foundation hosting","linear_systems_coefficients_variables","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_linear_systems_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_linear_systems_raw.wiki.txt","True","3696","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","1C42729D36326EAAE4F8C528D26B9777D61A0DCD87840FFB6CEB295BA4FD72DC","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Arabic","True","False","True","Arabic raw source witness for linear systems, coefficients, variables. | Review-only; no canonical translation claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::ar_wikibooks_matrices_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikibooks: Algebra / Linear algebra / matrices","Arabic Wikibooks contributors / Wikimedia Foundation hosting","matrices_linear_algebra","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_matrices_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikibooks_matrices_raw.wiki.txt","True","3060","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","F1FADB95A074728BF7B5C6A03468EEFD63BA000BE75A9BE4302B2CD3479FC87E","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Arabic","True","False","True","Arabic raw source witness for matrices. | Review-only; no canonical translation claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::ar_wikipedia_linear_algebra_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: جبر خطي","Arabic Wikipedia contributors / Wikimedia Foundation hosting","linear_algebra_vector_space","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_linear_algebra_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_linear_algebra_raw.wiki.txt","True","22214","3762E086A6268F425014603D2E31867CB8B2A566F4AA1D9559D511E9B8173103","3762E086A6268F425014603D2E31867CB8B2A566F4AA1D9559D511E9B8173103","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Arabic","True","False","True","Arabic raw source witness for linear algebra overview. | Review-only; not sufficient for invariant-theory bridge.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::ar_wikipedia_vector_space_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: فضاء متجهي","Arabic Wikipedia contributors / Wikimedia Foundation hosting","vector_space","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D8%A7%D8%A1_%D9%85%D8%AA%D8%AC%D9%87%D9%8A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_vector_space_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_vector_space_raw.wiki.txt","True","14506","0281433D2944392DB236F4650CB57007F28AF0BDA36B2454A853EDDAC93380CA","0281433D2944392DB236F4650CB57007F28AF0BDA36B2454A853EDDAC93380CA","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Arabic","True","False","True","Arabic raw source witness for vector spaces. | Review-only; no native-review claim.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::ar_wikipedia_frank_grosshans_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Arabic source-canon sublane","Controlled Arabic / Arabic RTL","Arabic RTL source-canon lane","consume_as_source_canon_witness_pointer","Arabic Wikipedia: Frank Grosshans / invariant theory mention","Arabic Wikipedia contributors / Wikimedia Foundation hosting","invariant_theory_biographical_mention","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://ar.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D9%83_%D8%AC%D8%B1%D9%88%D8%B4%D8%A7%D9%86%D8%B3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_frank_grosshans_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\ar_wikipedia_frank_grosshans_raw.wiki.txt","True","2377","D8F9C4774F628E5C9041C20F11E34A6F83327574EEA532F4E0FA7E45151EC592","D8F9C4774F628E5C9041C20F11E34A6F83327574EEA532F4E0FA7E45151EC592","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Arabic","True","False","True","Arabic direct specialist invariant-theory source package still open. | Arabic source witness for invariant-theory mention only. | Weak witness; not an Arabic invariant-theory term promotion.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::fa_github_sirejeff_repo_metadata","r3_source_canon_program_alignment","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","GitHub repository metadata: SireJeff/linear-algebra-3blue1brown-notes","SireJeff GitHub repository","linear_algebra_tex_source_package_metadata","A_source_level_repository_or_package_metadata","github_api_json","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_repo_metadata.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_repo_metadata.json","True","6385","11720593D60DB2D657DA344CB250B254B0324084010446F9C8E402EAB23AF56A","11720593D60DB2D657DA344CB250B254B0324084010446F9C8E402EAB23AF56A","True","fetched_and_hashed","GitHub API license field to be inspected; README states educational purpose/original video content belongs to 3Blue1Brown.","unclosed_or_verify_required","local_payload_present_hashed","manifest_only_source_archive_until_B3_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Persian/Farsi","True","True","False","Persian TeX source-package provenance for linear algebra only. | No canonical approval; license unclear until repo license is independently closed.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::fa_github_sirejeff_persian_main_tex","r3_source_canon_program_alignment","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","SireJeff Persian linear algebra main.tex","SireJeff GitHub repository","linear_algebra_tex_source","A_source_level_tex_or_latex_file","tex","https://github.com/SireJeff/linear-algebra-3blue1brown-notes/blob/master/persian_notes/main.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_persian_main_tex.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_persian_main_tex.tex","True","6280","AA4207AE05BA1804FFB3BBE8265954571BE276E75A8CB7A1656A72ED92417427","AA4207AE05BA1804FFB3BBE8265954571BE276E75A8CB7A1656A72ED92417427","True","fetched_and_hashed","Repository README says educational purpose; no separate license file verified in this pass.","unclassified_license_signal_verify_required","local_payload_present_hashed","manifest_only_source_archive_until_B3_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Persian/Farsi","True","True","False","Persian/Farsi TeX source witness for linear algebra compilation spine. | Review-only; does not authorize Dari/Tajik/Urdu/Pan-Turkic.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::fa_github_sirejeff_source_zip","r3_source_canon_program_alignment","source_level_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","SireJeff Persian/English linear algebra source archive zipball","SireJeff GitHub repository","linear_algebra_tex_source_archive","A_source_level_archive","zip_source_archive","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","True","2007400","EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C","EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C","True","fetched_and_hashed","Repository README says educational purpose; archive fetched for provenance/hash only.","unclassified_license_signal_verify_required","local_payload_present_hashed","manifest_only_source_archive_until_B3_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Persian/Farsi","True","True","False","Persian/Farsi TeX source package hash witness. | Review-only; source package does not establish terminology approval.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
"r3_normalized_witness::fa_wikipedia_invariant_theory_raw","r3_source_canon_program_alignment","target_language_witness","R3 Arabic/Persianate/Adjacent Linear Algebra - Persian/Farsi source-canon sublane","Persian/Farsi (Iran), fa_IR","Persianate/Tajik lane - fa_IR only","consume_as_source_canon_witness_pointer","Persian Wikipedia: نظریه ناوردا","Persian Wikipedia contributors / Wikimedia Foundation hosting","invariant_theory","B_editable_raw_text_source_fallback","mediawiki_raw_wikitext","https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D9%86%D8%A7%D9%88%D8%B1%D8%AF%D8%A7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","True","1282","DF288DE95947706B819F9F78026E1F9AA6104E95EEBC27ED2CDD9157A5B8E0B6","DF288DE95947706B819F9F78026E1F9AA6104E95EEBC27ED2CDD9157A5B8E0B6","True","fetched_and_hashed","Wikimedia project text license signal: CC BY-SA/GFDL per Wikimedia terms.","open_content_license_signal_requires_attribution_review","local_payload_present_hashed","conditional_payload_requires_B3_attribution_and_license_review","Source-level witness may be referenced by manifest/hash; B3 decides publication packaging and reuse boundaries.","Persian/Farsi","True","False","True","Persian/Farsi raw source witness for invariant theory. | Persian witness only; does not authorize Arabic/Dari/Tajik bridge.","Source-canon/provenance witness only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push. fa_IR, prs_AF, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic evidence remain separate unless their own source gates close.","Source-canon/provenance sync only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push.","20260704T205217Z"
