"name","length","last_write_time","sha256","manifest_note"
"NOETHER_R7_COMPLETION_ZENODO_READER_GUARDRAIL_INTEGRATION_20260704.md","4589","2026-07-04T06:18:50","D1A0418598FA47EB9559FD45010B9951D2495CC9812F68AF1168172D88C0DEFB","checksum snapshot excludes this manifest file"
"NOETHER_R7_CURRENT_READER_FIX_PASS_OUTPUT_BOUNDARY_INDEX_20260704.md","4920","2026-07-04T07:14:20","67748E106396F1BF585FCE98C05F1B4E45D68AFBBE2D2B12DA207345E56CDC0A","checksum snapshot excludes this manifest file"
"NOETHER_R7_CURRENT_READER_FIX_PASS_OUTPUT_BOUNDARY_ROWS_20260704.csv","1765","2026-07-04T07:14:20","20F3DEEFA14D58902E2353EABA6E1888A0AD5E62FDB9993735FF22EAFA62A970","checksum snapshot excludes this manifest file"
"NOETHER_R7_EXACT_SOURCE_ACQUISITION_AND_ROUTE_QUEUE_20260704.md","5905","2026-07-04T08:24:40","7B09F1CB8725FFD2A76B23D4289D1032F4D1AAC51394B543F839D70CA09B19A9","checksum snapshot excludes this manifest file"
"NOETHER_R7_EXACT_SOURCE_ACQUISITION_AND_ROUTE_QUEUE_ROWS_20260704.csv","4945","2026-07-04T08:24:40","EA84E3242DDC28DE8FDFC81502EA2D6DA874E4057694E01F80C9ADFC002C794F","checksum snapshot excludes this manifest file"
"NOETHER_R7_GITHUB_SOURCE_ARCHIVE_PROBE_20260704.md","5132","2026-07-04T22:19:51","975208EE5999BC715DE91D24ED0608B364144D3E3C96A739533EA4CF0D44FD5F","checksum snapshot excludes this manifest file"
"NOETHER_R7_GITHUB_SOURCE_ARCHIVE_PROBE_ROWS_20260704.csv","20839","2026-07-04T22:19:05","217DBF25C08C3BF8A7C6568C66D0F07A5EF8A51B1E09734390635D5F8C066E9E","checksum snapshot excludes this manifest file"
"NOETHER_R7_INDONESIAN_PUBLICATION_SOURCE_AVAILABILITY_AUDIT_20260704.md","5643","2026-07-04T22:29:45","D017FC0E60E2365FF6502D0F6B1A3A9172ADD30458760AE8BD3DB2F8DB78F69F","checksum snapshot excludes this manifest file"
"NOETHER_R7_INDONESIAN_PUBLICATION_SOURCE_AVAILABILITY_AUDIT_ROWS_20260704.csv","12109","2026-07-04T22:29:10","F54B53845029D1C1B73DF2F1C08BE273E8B8F1C32481EB2437E0A9B6E37DE2DB","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_INDONESIAN_EXPANDED_SUPPORT_SLICES_20260704.md","8505","2026-07-04T06:15:33","149ACA872D15663742AF9917817592770EE8644BCA2B92D5627F3EB4AF991DA3","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_DURABLE_RUN_LOG_20260704.md","26124","2026-07-04T22:30:00","0E002F84792ACA5417F6CFBE310D021C8E89431E7B8CFB221C9A871DAF385BEE","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_FULL_COVERAGE_MATRIX_20260704.csv","11284","2026-07-04T06:15:33","B6205CD4A4738B2E0CC8AE5FFBCEF8AA111A3264827202EA52B50E2761842948","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_MICROCARD_PACKET_20260704.md","12322","2026-07-04T06:10:00","9BDFB7B31C47A3B5C601602AF25C0B753D9A46AEB5C7E47522379842B372C938","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_MICROCARD_ROWS_20260704.csv","4936","2026-07-04T06:10:00","F454FCDD116698CB509B31676138FEF9C11E85E5B690291320E1AD91DBCB5AD2","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_NONCANONICAL_SUPPORT_AND_GAP_LEDGER_20260704.md","17049","2026-07-04T05:59:45","D5427AFCBB9A9786689FCBE2B5F53AAF03A172974CB8ACCCE0D39F2A3EEC6C3B","checksum snapshot excludes this manifest file"
"NOETHER_R7_MALAY_SEA_PACIFIC_SUPPORT_AND_GAP_ROWS_20260704.csv","9337","2026-07-04T05:59:45","A3DC6D8E41F99CB4ACA0CB701D7D5B6EFD6F3EC4875E80312E003F6C17CE3650","checksum snapshot excludes this manifest file"
"NOETHER_R7_SOURCE_CANON_GITHUB_SCHEMA_ALIGNMENT_20260704.md","4890","2026-07-04T22:07:06","ECD7E6E6571D4581A2FF52C4E2599616AE59EAF010946CEF85B07152A2CF6646","checksum snapshot excludes this manifest file"
"NOETHER_R7_SOURCE_CANON_MATH_CORPUS_WITNESS_ROWS_20260704.csv","31358","2026-07-04T18:50:50","7139BB3A022EED1FDDE13EF07DC277841FFF7603BDB39EF6ABE3F6E6FC5CCFE5","checksum snapshot excludes this manifest file"
