record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_role,authority_sha256,source_reading,target_reading,decision,status,confidence,evidence_path,evidence_bytes,evidence_sha256,raw_cursor,substantive_cursor,release_state,revisit_condition
SGA2-X-L3544-L3553-L39-STMT@1,unit_status,,1,,,,SGA2,X,Lemma 3.9 statement,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,complete statement with two items and editor note,source-aligned English statement with visible final-ID repair note,retain no-overwrite unit pending fresh independent review,producer_pass_pending_independent_review,high,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,4022,CB1125359A5297064F6575DEC56AE09293FA3C4D5ACD2B3DC08717108597FFF6,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-AUTHORITY@1,authority_binding,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,French editable authority,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,corrected arXiv French TeX,authority unchanged,use as sole translation authority,authority_identity_pass,high,SOURCE_EVIDENCE_PREPARATION_RECEIPT.json,2791,F620601FE7961A9BE47235A80954E46BA55FC65BBE4C34A668DB3A61CDD95E4B,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-SLICE@1,source_binding,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,exact lemma statement,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,ten-line Latin-1 LF slice,one complete English lemma statement,bind exact source slice,source_replay_pass,high,SOURCE_LINES_3544_3553_LATIN1_LF.tex,827,1938246ACBCA9D6DBE4F16CDFD933184C8005562DACE517CBD982098629F0231,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-BOUNDARY@1,boundary_control,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,boundary context,3542-3555,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,"transition, blank, lemma, blank, proof opening",lines 3544-3553 only,exclude adjacent units,boundary_pass,high,SOURCE_BOUNDARY_LINES_3542_3555_LATIN1_LF.tex,1223,5CD3AA29A058B16C61B8EAC9C0411FCBBD708751FCC9C92EBFD3A8F1094A89B6,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-CURSOR@1,cursor_control,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,continuation cursor,3554-3555,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,blank 3554 then proof at 3555,raw 3554 substantive 3555,keep cursors distinct,cursor_pass,high,SOURCE_NEXT_SUBSTANTIVE_3555_LATIN1_NO_EOL.tex,302,61FC8DD1A01C0804842E856CD368397E8F8E846129F4808DDD19B9EE30009B4F,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-LOCATORS@1,locator_control,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,three coordinates,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed120;physical104;running96,printed120;physical104;running96,keep locator systems distinct,locator_pass,high,SOURCE_PHYSICAL_PAGE_104_200DPI.png,392630,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-READER@1,pdf_witness,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,same-edition reader,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed manifestation,layout control only,do not treat as independent corroboration,witness_role_pass,high,SOURCE_READER_PDFINFO.txt,648,0258F8CB747A9345EBB873AFA5868D9E901EC7C7D5A575D19C533949D90D4CF7,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-CANDIDATE@1,comparison_binding,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,jcreinhold comparison,3544-3553,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one LLM-generated English lineage,comparison only,do not promote candidate,comparison_role_pass,high,JCREINHOLD_LINES404_414_UTF8_LF.md,749,1B1BBB5305121C96BC6F31372D2855A7956494719E8AEA9C0BE179338F7ED2FD,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3551-ADJUDICATION-BINDING@1,adjudication_binding,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,line 3551 control,3551,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,manager decision assigns final missing-est defect ID,bind exact target policy,apply final adjudication without changing French,adjudication_bound,high,SOURCE_DEFECT_ADJUDICATION_CONTROL.md,2426,D70AACF890B5CDA27AE29B2E6877094CC3B5689CF4EEF93A7C135EA2EE8D547B,3554,3555,internal_not_for_release,independent_review_required
SGA2-X-L3544-L3553-L39-LABEL@1,structure_control,SGA2-X-L3544-L3553-L39-STMT@1,1,,,,SGA2,X,lemma heading,3544,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Lemme label X.3.9,Lemma 3.9,preserve numbering,structure_pass,high,TARGET_EXTRACTED_TEXT.txt,2045,1971359C64E5C4DE56DA740E2FCDDFF84FEF161298748D51003207227A91655E,3554,3555,internal_not_for_release,independent_review_required
