"root_id","lane","local_path","relative_path","dest_path","bytes","sha256"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\b3\B3_ROUTE.csv","b3/B3_ROUTE.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/b3/B3_ROUTE.csv","686","8c9de1e27264ada2f914e88569890724ebff2dfeb2804dea42fbe120b86c20ac"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\blockers\R6_2BD3E449_SAME_FRONTIER_EXACT_BLOCKERS.csv","blockers/R6_2BD3E449_SAME_FRONTIER_EXACT_BLOCKERS.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/blockers/R6_2BD3E449_SAME_FRONTIER_EXACT_BLOCKERS.csv","1208","fb70a3e5b491117af533f46bdc13ec08162d72fa9a9c73b4a65cfb5238c1e12c"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\ethics\R6_2BD3E449_SAME_FRONTIER_ETHICS_AUTHORITY_BOUNDARY.csv","ethics/R6_2BD3E449_SAME_FRONTIER_ETHICS_AUTHORITY_BOUNDARY.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/ethics/R6_2BD3E449_SAME_FRONTIER_ETHICS_AUTHORITY_BOUNDARY.csv","964","a787042ad959f3be8a60d3107c0f99ce0be5401101699575938d491a25ef24c4"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\fable\R6_2BD3E449_SAME_FRONTIER_FABLE_ADVERSE_LEDGER.csv","fable/R6_2BD3E449_SAME_FRONTIER_FABLE_ADVERSE_LEDGER.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/fable/R6_2BD3E449_SAME_FRONTIER_FABLE_ADVERSE_LEDGER.csv","1069","5c5c8234c9de31a236b0697ed2132601b02b919c5857fa92ff0d5508d806b466"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\input-verification\R6_2BD3E449_BASE_AND_PERSIANATE_SHA_REVERIFY.csv","input-verification/R6_2BD3E449_BASE_AND_PERSIANATE_SHA_REVERIFY.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/input-verification/R6_2BD3E449_BASE_AND_PERSIANATE_SHA_REVERIFY.csv","15283","507679abf7260a23d6ec57dbd70140f69c3ceaf294f25da2bcffcd6aaaa7cb48"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\logs\LOGBOOK_EXCERPT_20260707.md","logs/LOGBOOK_EXCERPT_20260707.md","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/logs/LOGBOOK_EXCERPT_20260707.md","957","55bdee8d2eb74a8aa80dd2ed0629e085ece885978f87665d2de37e50d82101a1"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\MANIFEST.csv","MANIFEST.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/MANIFEST.csv","1520","96dcec7c22621f5fd5cef7dacb16783a23bdbff93494c1aa1f56d97844b164d2"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\mutual-watch\R6_2BD3E449_SAME_FRONTIER_MUTUAL_WATCH.csv","mutual-watch/R6_2BD3E449_SAME_FRONTIER_MUTUAL_WATCH.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/mutual-watch/R6_2BD3E449_SAME_FRONTIER_MUTUAL_WATCH.csv","381","9126cdbe9775b6b28a5d7a74c34f6f8e6fc01528d2e86746f86eef32d52a52d9"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_COUNTS.csv","R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_COUNTS.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_COUNTS.csv","448","1666c5c57c5eef066aa73d9365449b6b18b4f67b51c2d4a0d1663e2c47977897"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\README.md","README.md","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/README.md","1565","81d2da883b9f0201139862dd2f18056469bba648a90fdd577d702ca55bdeedfd"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\SHA256SUMS.txt","SHA256SUMS.txt","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/SHA256SUMS.txt","1143","d5d4326b6dbce4f5590fa2ddf6e098688f7770d6b1c314057685f0d457e1cf43"
"r6_2bd_same_frontier_cross_lane_dedup","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707\source-use\R6_2BD3E449_SAME_FRONTIER_SOURCE_USE_GAP_DEDUP.csv","source-use/R6_2BD3E449_SAME_FRONTIER_SOURCE_USE_GAP_DEDUP.csv","uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/source-use/R6_2BD3E449_SAME_FRONTIER_SOURCE_USE_GAP_DEDUP.csv","1869","e4c4c4aef8597afad235dfa45f3d7ba4ee6828b7a83bae635f8de1dcf5fe8590"
