"root_id","relative_path","expected_bytes","expected_sha256","status","detail"
"r6_2bd_same_frontier_cross_lane_dedup","b3/B3_ROUTE.csv","686","8c9de1e27264ada2f914e88569890724ebff2dfeb2804dea42fbe120b86c20ac","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","blockers/R6_2BD3E449_SAME_FRONTIER_EXACT_BLOCKERS.csv","1208","fb70a3e5b491117af533f46bdc13ec08162d72fa9a9c73b4a65cfb5238c1e12c","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","ethics/R6_2BD3E449_SAME_FRONTIER_ETHICS_AUTHORITY_BOUNDARY.csv","964","a787042ad959f3be8a60d3107c0f99ce0be5401101699575938d491a25ef24c4","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","fable/R6_2BD3E449_SAME_FRONTIER_FABLE_ADVERSE_LEDGER.csv","1069","5c5c8234c9de31a236b0697ed2132601b02b919c5857fa92ff0d5508d806b466","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","input-verification/R6_2BD3E449_BASE_AND_PERSIANATE_SHA_REVERIFY.csv","15283","507679abf7260a23d6ec57dbd70140f69c3ceaf294f25da2bcffcd6aaaa7cb48","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","logs/LOGBOOK_EXCERPT_20260707.md","957","55bdee8d2eb74a8aa80dd2ed0629e085ece885978f87665d2de37e50d82101a1","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","mutual-watch/R6_2BD3E449_SAME_FRONTIER_MUTUAL_WATCH.csv","381","9126cdbe9775b6b28a5d7a74c34f6f8e6fc01528d2e86746f86eef32d52a52d9","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_COUNTS.csv","448","1666c5c57c5eef066aa73d9365449b6b18b4f67b51c2d4a0d1663e2c47977897","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","README.md","1565","81d2da883b9f0201139862dd2f18056469bba648a90fdd577d702ca55bdeedfd","ok","ok"
"r6_2bd_same_frontier_cross_lane_dedup","source-use/R6_2BD3E449_SAME_FRONTIER_SOURCE_USE_GAP_DEDUP.csv","1869","e4c4c4aef8597afad235dfa45f3d7ba4ee6828b7a83bae635f8de1dcf5fe8590","ok","ok"
