"root_id","row_path","expected_sha256","actual_sha256","status","raw_line"
"r6_dfb0ac3e_current_head_source_start","b3/B3_ROUTE.csv","06a8bc8e2e7c36e82f33785e21c6d839418b76d6411481d8d14a27a4794b1abb","06a8bc8e2e7c36e82f33785e21c6d839418b76d6411481d8d14a27a4794b1abb","ok","06a8bc8e2e7c36e82f33785e21c6d839418b76d6411481d8d14a27a4794b1abb  b3/B3_ROUTE.csv"
"r6_dfb0ac3e_current_head_source_start","blockers/R6_DFB0AC3E_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","ba9a9723d7b7cfb5cf98170fff5837742adf697e06cec15e2ef27e63e38b6e16","ba9a9723d7b7cfb5cf98170fff5837742adf697e06cec15e2ef27e63e38b6e16","ok","ba9a9723d7b7cfb5cf98170fff5837742adf697e06cec15e2ef27e63e38b6e16  blockers/R6_DFB0AC3E_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv"
"r6_dfb0ac3e_current_head_source_start","branch-current/R6_DFB0AC3E_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","561c357e36dc8c54a16f1bd11d052f34943d973d2d353a78a9f1d1fb1b090f77","561c357e36dc8c54a16f1bd11d052f34943d973d2d353a78a9f1d1fb1b090f77","ok","561c357e36dc8c54a16f1bd11d052f34943d973d2d353a78a9f1d1fb1b090f77  branch-current/R6_DFB0AC3E_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv"
"r6_dfb0ac3e_current_head_source_start","branch-current/R6_DFB0AC3E_LOCAL_HEAD_NAMED_FILE_HITS.csv","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","ok","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295  branch-current/R6_DFB0AC3E_LOCAL_HEAD_NAMED_FILE_HITS.csv"
"r6_dfb0ac3e_current_head_source_start","branch-current/R6_DFB0AC3E_PAYLOAD_FRONTIER_CORRECTION.csv","94244d795cc64bfd94f0e61fcd7044fbd4db4870885638e12e5934b6235ff641","94244d795cc64bfd94f0e61fcd7044fbd4db4870885638e12e5934b6235ff641","ok","94244d795cc64bfd94f0e61fcd7044fbd4db4870885638e12e5934b6235ff641  branch-current/R6_DFB0AC3E_PAYLOAD_FRONTIER_CORRECTION.csv"
"r6_dfb0ac3e_current_head_source_start","ethics/R6_DFB0AC3E_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","850e2ff4516087cdbcc459ab5198bce1cb42aa030ecb2a013898a0657f96a66c","850e2ff4516087cdbcc459ab5198bce1cb42aa030ecb2a013898a0657f96a66c","ok","850e2ff4516087cdbcc459ab5198bce1cb42aa030ecb2a013898a0657f96a66c  ethics/R6_DFB0AC3E_ETHICS_AUTHORITY_CONTINUATION_MAP.csv"
"r6_dfb0ac3e_current_head_source_start","fable/R6_DFB0AC3E_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","41fc28bd30026454389cca1dc029fb840150c4b2c1c4445b56f05ed0cff6d326","41fc28bd30026454389cca1dc029fb840150c4b2c1c4445b56f05ed0cff6d326","ok","41fc28bd30026454389cca1dc029fb840150c4b2c1c4445b56f05ed0cff6d326  fable/R6_DFB0AC3E_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv"
"r6_dfb0ac3e_current_head_source_start","input-verification/R6_DFB0AC3E_PRIOR_PACKAGE_SHA_VERIFY.csv","815793b49f093a51daef0457588ae3e30210a4225e23eda108f93e126cd178da","815793b49f093a51daef0457588ae3e30210a4225e23eda108f93e126cd178da","ok","815793b49f093a51daef0457588ae3e30210a4225e23eda108f93e126cd178da  input-verification/R6_DFB0AC3E_PRIOR_PACKAGE_SHA_VERIFY.csv"
"r6_dfb0ac3e_current_head_source_start","logs/LOGBOOK_EXCERPT_20260706.md","727c8cafad9eb3e2c63418f451512a19f49d168111830417bd5f8ba46fc6b2aa","727c8cafad9eb3e2c63418f451512a19f49d168111830417bd5f8ba46fc6b2aa","ok","727c8cafad9eb3e2c63418f451512a19f49d168111830417bd5f8ba46fc6b2aa  logs/LOGBOOK_EXCERPT_20260706.md"
"r6_dfb0ac3e_current_head_source_start","mutual-watch/R6_DFB0AC3E_MUTUAL_WATCH_OBSERVATION.csv","42952fa68ffe378be287c36e792f5c031e7c5e02a4e2b4af35ba0be8b8227b73","42952fa68ffe378be287c36e792f5c031e7c5e02a4e2b4af35ba0be8b8227b73","ok","42952fa68ffe378be287c36e792f5c031e7c5e02a4e2b4af35ba0be8b8227b73  mutual-watch/R6_DFB0AC3E_MUTUAL_WATCH_OBSERVATION.csv"
