"root_id","manifest_path","row_path","expected_bytes","actual_bytes","expected_sha256","actual_sha256","status"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","b3/B3_ROUTE.csv","797","797","06a8bc8e2e7c36e82f33785e21c6d839418b76d6411481d8d14a27a4794b1abb","06a8bc8e2e7c36e82f33785e21c6d839418b76d6411481d8d14a27a4794b1abb","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","blockers/R6_DFB0AC3E_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","2250","2250","ba9a9723d7b7cfb5cf98170fff5837742adf697e06cec15e2ef27e63e38b6e16","ba9a9723d7b7cfb5cf98170fff5837742adf697e06cec15e2ef27e63e38b6e16","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","branch-current/R6_DFB0AC3E_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","553","553","561c357e36dc8c54a16f1bd11d052f34943d973d2d353a78a9f1d1fb1b090f77","561c357e36dc8c54a16f1bd11d052f34943d973d2d353a78a9f1d1fb1b090f77","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","branch-current/R6_DFB0AC3E_LOCAL_HEAD_NAMED_FILE_HITS.csv","5","5","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","branch-current/R6_DFB0AC3E_PAYLOAD_FRONTIER_CORRECTION.csv","2137","2137","94244d795cc64bfd94f0e61fcd7044fbd4db4870885638e12e5934b6235ff641","94244d795cc64bfd94f0e61fcd7044fbd4db4870885638e12e5934b6235ff641","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","ethics/R6_DFB0AC3E_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1149","1149","850e2ff4516087cdbcc459ab5198bce1cb42aa030ecb2a013898a0657f96a66c","850e2ff4516087cdbcc459ab5198bce1cb42aa030ecb2a013898a0657f96a66c","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","fable/R6_DFB0AC3E_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","2373","2373","41fc28bd30026454389cca1dc029fb840150c4b2c1c4445b56f05ed0cff6d326","41fc28bd30026454389cca1dc029fb840150c4b2c1c4445b56f05ed0cff6d326","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","input-verification/R6_DFB0AC3E_PRIOR_PACKAGE_SHA_VERIFY.csv","4423","4423","815793b49f093a51daef0457588ae3e30210a4225e23eda108f93e126cd178da","815793b49f093a51daef0457588ae3e30210a4225e23eda108f93e126cd178da","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","logs/LOGBOOK_EXCERPT_20260706.md","1580","1580","727c8cafad9eb3e2c63418f451512a19f49d168111830417bd5f8ba46fc6b2aa","727c8cafad9eb3e2c63418f451512a19f49d168111830417bd5f8ba46fc6b2aa","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","mutual-watch/R6_DFB0AC3E_MUTUAL_WATCH_OBSERVATION.csv","1627","1627","42952fa68ffe378be287c36e792f5c031e7c5e02a4e2b4af35ba0be8b8227b73","42952fa68ffe378be287c36e792f5c031e7c5e02a4e2b4af35ba0be8b8227b73","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","R6_DFB0AC3E_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","975","975","c3507b9c48a0337056f129a24fb1e9320e9057dd4e835a0ec0bf214469422c60","c3507b9c48a0337056f129a24fb1e9320e9057dd4e835a0ec0bf214469422c60","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","README.md","2174","2174","cfa1d8417c0571020fc29d4ca77f684fd32575333090a6355821c7e391adf0dc","cfa1d8417c0571020fc29d4ca77f684fd32575333090a6355821c7e391adf0dc","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","source-use/R6_DFB0AC3E_CROSS_LANE_CONTEXT_BOUNDARY.csv","1394","1394","4ac7db4366525f95089bc30b436a5b1502daae09259358aebde557966603a6ed","4ac7db4366525f95089bc30b436a5b1502daae09259358aebde557966603a6ed","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","source-use/R6_DFB0AC3E_SOURCE_USE_CONTINUATION_LEDGER.csv","3199","3199","671622bbd78c7fce50288de32fa6f11edeb5ee29ae23299483d0aff0192864ff","671622bbd78c7fce50288de32fa6f11edeb5ee29ae23299483d0aff0192864ff","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","state/ACTIVE_SESSION_STATE_EXCERPT_20260707.md","1798","1798","b48cdb49d3708739b7aa97ee984e06f91e8bcbbf57dbbbbcd54cca35366f2456","b48cdb49d3708739b7aa97ee984e06f91e8bcbbf57dbbbbcd54cca35366f2456","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","state/HEARTBEAT_EXCERPT_20260707.md","2549","2549","ecc3e2313998c8b892ef67431856354d5fd9356282870e8ac73872c7c06fd2a6","ecc3e2313998c8b892ef67431856354d5fd9356282870e8ac73872c7c06fd2a6","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","witness-index/R6_DFB0AC3E_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","250780","250780","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","ok"
"r6_dfb0ac3e_current_head_source_start","MANIFEST.csv","witness-index/R6_DFB0AC3E_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","34495","34495","1fcb5a2602256222ea4ff722fd2aa66bfb4ccc52de6a13bcc8e79f89dc53c15b","1fcb5a2602256222ea4ff722fd2aa66bfb4ccc52de6a13bcc8e79f89dc53c15b","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","B3_AND_SIBLING_HANDOFF_SENT_DFB0AC3E.md","851","851","56a852401e0bc09de49f946dd707ccf52b620a4909f677922f3be5d295d68dcf","56a852401e0bc09de49f946dd707ccf52b620a4909f677922f3be5d295d68dcf","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","B3_HANDOFF_READY_DFB0AC3E.md","1243","1243","0d51ec67d787c9db036ea4920f11490a31791021908c96dc8a5f98761d2bb1d8","0d51ec67d787c9db036ea4920f11490a31791021908c96dc8a5f98761d2bb1d8","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","B3_PACKAGE_ROOTS_VALIDATION_DFB0AC3E.csv","2084","2084","fd348e9b031738491adc7bf10803ce80b7b5c771afda6ede1e4a8c697a3f4ac2","fd348e9b031738491adc7bf10803ce80b7b5c771afda6ede1e4a8c697a3f4ac2","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","BRANCH_COMPARE_COMMITS_DFB0AC3E.csv","188","188","8d010657a77a067c24e0fd333129ad019bf695f4ed92b06872ed4a67e6855caf","8d010657a77a067c24e0fd333129ad019bf695f4ed92b06872ed4a67e6855caf","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","BRANCH_COMPARE_FILES_DFB0AC3E.csv","9079","9079","c51de44ed8a570317903bfcfda75ef4bbb981d8af07c91d66d52dd86179763c9","c51de44ed8a570317903bfcfda75ef4bbb981d8af07c91d66d52dd86179763c9","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","BRANCH_COMPARE_SUMMARY_DFB0AC3E.csv","194","194","49c257612f07cd34a4d67bee0519189860972105e9af635740754a3049b15433","49c257612f07cd34a4d67bee0519189860972105e9af635740754a3049b15433","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","CHILD_LANE_SOURCE_GATE_SUMMARY_DFB0AC3E.csv","7291","7291","1ec74488a61d82963d42b60d08a2e374adfa8a12d89384feb3ccd76e2e5ca5e8","1ec74488a61d82963d42b60d08a2e374adfa8a12d89384feb3ccd76e2e5ca5e8","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","CHILD_PACKET_MANIFEST_CHECKS_DFB0AC3E.csv","3541","3541","940d23e33360fb4607d73b99ee08ab3262edfdae9aba1050da4af47e445c3d7b","940d23e33360fb4607d73b99ee08ab3262edfdae9aba1050da4af47e445c3d7b","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","EXACT_BLOCKERS_AND_RECOVERY_ROWS_DFB0AC3E.csv","2535","2535","ec8fb955ff030cc5b3d3febbc74a615cdca32d6da3b9c395c589c0098697298f","ec8fb955ff030cc5b3d3febbc74a615cdca32d6da3b9c395c589c0098697298f","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","FABLE_SOURCE_USE_ADVERSE_LEDGER_DFB0AC3E.csv","4260","4260","08a432f7218286c1e942b4b6e1ee510af5da68dd23f3997323aa6550a082b159","08a432f7218286c1e942b4b6e1ee510af5da68dd23f3997323aa6550a082b159","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","README.md","1156","1156","98f2f63c9403e8eac46dfdec23b58687fd03e96de5214a3f757f31654e7d1c75","98f2f63c9403e8eac46dfdec23b58687fd03e96de5214a3f757f31654e7d1c75","ok"
"non_slavic_dfb0ac3e_current_head_route","MANIFEST.csv","SUMMARY.json","2355","2355","cc3c2cdde745898c7f17f356050a208f4f83ff1b5077997049a12b753d7e8b72","cc3c2cdde745898c7f17f356050a208f4f83ff1b5077997049a12b753d7e8b72","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","B3_HANDOFF_READY_6A895F1C.md","1213","1213","21ad4885543d7ac131a7ddf0e38536c1b7e565e5510f5a68033972e615d5e1b4","21ad4885543d7ac131a7ddf0e38536c1b7e565e5510f5a68033972e615d5e1b4","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","B3_PACKAGE_ROOTS_HELD_BLOCKERS_6A895F1C.csv","3252","3252","2436dd98b0da1dfbd9ddcc77af2b6c4e250455cdd2b65f2a5967ac86badde5dc","2436dd98b0da1dfbd9ddcc77af2b6c4e250455cdd2b65f2a5967ac86badde5dc","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","BRANCH_COMPARE_COMMITS_6A895F1C.csv","617","617","04536344ec4a77fda579aed5b7e23698e4c258a5c37d8161cdcc31d152e7d421","04536344ec4a77fda579aed5b7e23698e4c258a5c37d8161cdcc31d152e7d421","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","BRANCH_COMPARE_FILES_6A895F1C.csv","38431","38431","fae8987c76a55629166e2e1c79606376fc793cb225660cc937192d18b9525c85","fae8987c76a55629166e2e1c79606376fc793cb225660cc937192d18b9525c85","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","BRANCH_COMPARE_SUMMARY_6A895F1C.csv","432","432","d7c8bda03978637c77498743d51434db6cdd54f0cbef7c81434eca3b11fdf08d","d7c8bda03978637c77498743d51434db6cdd54f0cbef7c81434eca3b11fdf08d","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","BRANCH_FRONTIER_VERIFICATION_6A895F1C.csv","1023","1023","bdf923ee71638d930ceca488e5c843c36a77195f67066f49e0d2d123d6fb2edf","bdf923ee71638d930ceca488e5c843c36a77195f67066f49e0d2d123d6fb2edf","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","CHILD_LANE_SOURCE_GATE_SUMMARY_6A895F1C.csv","4023","4023","e4ce1b72420abb22f320ecccb651f4c39ec7cb086cb70a64afa6fe1c54a61fbe","e4ce1b72420abb22f320ecccb651f4c39ec7cb086cb70a64afa6fe1c54a61fbe","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","CHILD_PACKET_MANIFEST_CHECKS_6A895F1C.csv","3587","3587","e413e458c225967ff6de62cc794083bdc850b99871157b03bd0eee416575d33f","e413e458c225967ff6de62cc794083bdc850b99871157b03bd0eee416575d33f","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","EXACT_BLOCKERS_AND_RECOVERY_ROWS_6A895F1C.csv","2943","2943","43ec3fc70de9fbccc1bb89b1b203ff729cfb9b32d6d0664bd1a36de317d58fa6","43ec3fc70de9fbccc1bb89b1b203ff729cfb9b32d6d0664bd1a36de317d58fa6","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","FABLE_SOURCE_USE_ADVERSE_LEDGER_6A895F1C.csv","4396","4396","3812a2b585ebcfb505253b5d52cdc69f962a5cbdcd7cfff86ef94f2dc147a4f2","3812a2b585ebcfb505253b5d52cdc69f962a5cbdcd7cfff86ef94f2dc147a4f2","ok"
"non_slavic_6a895f1c_aeed_branch_route","MANIFEST.csv","README.md","1331","1331","3f7bbb113f4a18d8654bb8d53c91f2c0c8ebed2c9d3bde1faf8b7f22f518b254","3f7bbb113f4a18d8654bb8d53c91f2c0c8ebed2c9d3bde1faf8b7f22f518b254","ok"
